Iteration,Sim_0,Sim_1,Sim_2
0,[3.0],[7.0],[12.0]
1,[67.0],[102.0],[66.0]
2,[14.0],[6.0],[7.0]
3,[52.0],[37.0],[2.0]
4,[65.0],[93.0],[41.0]
5,[1.0],[40.0],[15.0]
6,[79.0],[58.0],[18.0]
7,[40.0],[96.0],[55.0]
8,[18.0],[90.0],[6.0]
9,[89.0],[34.0],[42.0]
10,[42.0],[1.0],[14.0]
11,[34.0],[55.0],[78.0]
12,[101.0],[68.0],[44.0]
13,[94.0],[82.0],[72.0]
14,[15.0],[75.0],[73.0]
15,[20.0],[15.0],[52.0]
16,[81.0],[26.0],[57.0]
17,[32.0],[94.0],[11.0]
18,[35.0],[98.0],[21.0]
19,[100.0],[42.0],[70.0]
20,[17.0],[51.0],[10.0]
21,[10.0],[100.0],[101.0]
22,[6.0],[70.0],[96.0]
23,[58.0],[101.0],[86.0]
24,[53.0],[17.0],[8.0]
25,[87.0],[89.0],[76.0]
26,[102.0],[53.0],[33.0]
27,[69.0],[99.0],[82.0]
28,[70.0],[48.0],[16.0]
29,[83.0],[47.0],[56.0]
30,[4.0],[73.0],[49.0]
31,[96.0],[18.0],[4.0]
32,[93.0],[88.0],[75.0]
33,[44.0],[76.0],[100.0]
34,[57.0],[63.0],[77.0]
35,[12.0],[8.0],[50.0]
36,[64.0],[12.0],[81.0]
37,[9.0],[36.0],[20.0]
38,[91.0],[31.0],[45.0]
39,[84.0],[49.0],[26.0]
40,[49.0],[92.0],[63.0]
41,[45.0],[69.0],[61.0]
42,[47.0],[87.0],[53.0]
43,[25.0],[46.0],[34.0]
44,[23.0],[41.0],[99.0]
45,[5.0],[64.0],[64.0]
46,[21.0],[65.0],[95.0]
47,[0.0],[60.0],[84.0]
48,[80.0],[9.0],[93.0]
49,[11.0],[74.0],[28.0]
50,[77.0],[25.0],[43.0]
51,[46.0],[77.0],[68.0]
52,[50.0],[5.0],[23.0]
53,[90.0],[22.0],[0.0]
54,[19.0],[20.0],[88.0]
55,[29.0],[43.0],[1.0]
56,[62.0],[91.0],[60.0]
57,[88.0],[83.0],[30.0]
58,[38.0],[71.0],[90.0]
59,[59.0],[57.0],[19.0]
60,[78.0],[86.0],[29.0]
61,[39.0],[85.0],[74.0]
62,[61.0],[50.0],[71.0]
63,[74.0],[84.0],[83.0]
64,[27.0],[39.0],[59.0]
65,[92.0],[62.0],[22.0]
