Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[61.0],[67.0],[65.0],[21.0],[16.0],[71.0],[23.0],[1.0],[18.0],[40.0],[79.0],[23.0],[83.0],[78.0],[16.0],[39.0],[42.0],[32.0],[35.0],[81.0],[10.0],[20.0],[53.0],[61.0],[59.0]
1,[23.0],[98.0],[41.0],[39.0],[102.0],[87.0],[67.0],[97.0],[1.0],[55.0],[82.0],[42.0],[15.0],[18.0],[8.0],[4.0],[11.0],[12.0],[53.0],[7.0],[61.0],[42.0],[68.0],[31.0],[40.0]
2,[86.0],[13.0],[18.0],[18.0],[11.0],[59.0],[58.0],[101.0],[102.0],[82.0],[99.0],[13.0],[49.0],[11.0],[48.0],[22.0],[86.0],[44.0],[37.0],[99.0],[52.0],[18.0],[49.0],[74.0],[51.0]
3,[10.0],[82.0],[2.0],[37.0],[48.0],[11.0],[63.0],[51.0],[41.0],[78.0],[32.0],[53.0],[102.0],[90.0],[102.0],[13.0],[73.0],[66.0],[76.0],[76.0],[102.0],[53.0],[37.0],[15.0],[78.0]
4,[1.0],[5.0],[93.0],[41.0],[41.0],[13.0],[5.0],[13.0],[14.0],[20.0],[40.0],[52.0],[40.0],[37.0],[47.0],[101.0],[67.0],[53.0],[40.0],[31.0],[41.0],[59.0],[52.0],[80.0],[87.0]
5,[0.0],[15.0],[80.0],[62.0],[74.0],[48.0],[44.0],[37.0],[75.0],[18.0],[11.0],[82.0],[67.0],[14.0],[59.0],[79.0],[13.0],[17.0],[69.0],[11.0],[67.0],[51.0],[59.0],[67.0],[13.0]
6,[75.0],[28.0],[19.0],[81.0],[93.0],[44.0],[15.0],[18.0],[30.0],[4.0],[74.0],[67.0],[23.0],[75.0],[5.0],[24.0],[75.0],[75.0],[14.0],[28.0],[23.0],[28.0],[40.0],[82.0],[15.0]
7,[14.0],[40.0],[47.0],[93.0],[47.0],[75.0],[35.0],[34.0],[81.0],[17.0],[68.0],[59.0],[14.0],[30.0],[67.0],[18.0],[27.0],[37.0],[28.0],[75.0],[75.0],[44.0],[14.0],[47.0],[23.0]
8,[52.0],[35.0],[68.0],[8.0],[67.0],[86.0],[95.0],[65.0],[44.0],[67.0],[39.0],[75.0],[99.0],[65.0],[93.0],[62.0],[35.0],[55.0],[62.0],[37.0],[13.0],[87.0],[63.0],[23.0],[10.0]
9,[78.0],[102.0],[21.0],[30.0],[68.0],[65.0],[82.0],[26.0],[53.0],[39.0],[18.0],[28.0],[59.0],[68.0],[68.0],[31.0],[78.0],[41.0],[11.0],[60.0],[73.0],[15.0],[21.0],[4.0],[35.0]
