Iteration,Sim_0,Sim_1,Sim_2
0,[3.0],[6.0],[7.0]
1,[14.0],[93.0],[66.0]
2,[67.0],[7.0],[34.0]
3,[65.0],[92.0],[55.0]
4,[1.0],[40.0],[18.0]
5,[18.0],[22.0],[41.0]
6,[17.0],[25.0],[14.0]
7,[35.0],[34.0],[2.0]
8,[40.0],[86.0],[15.0]
9,[89.0],[98.0],[52.0]
10,[52.0],[91.0],[6.0]
11,[79.0],[1.0],[72.0]
12,[34.0],[55.0],[42.0]
13,[25.0],[37.0],[56.0]
14,[101.0],[88.0],[82.0]
15,[93.0],[42.0],[101.0]
16,[100.0],[8.0],[26.0]
17,[87.0],[12.0],[81.0]
18,[96.0],[94.0],[10.0]
19,[94.0],[48.0],[76.0]
20,[23.0],[82.0],[86.0]
21,[6.0],[99.0],[100.0]
22,[15.0],[17.0],[96.0]
23,[84.0],[83.0],[11.0]
24,[102.0],[65.0],[70.0]
25,[58.0],[85.0],[23.0]
26,[81.0],[15.0],[49.0]
27,[78.0],[101.0],[57.0]
28,[88.0],[87.0],[50.0]
29,[83.0],[68.0],[83.0]
30,[90.0],[36.0],[84.0]
31,[4.0],[73.0],[90.0]
32,[62.0],[69.0],[22.0]
33,[57.0],[57.0],[4.0]
34,[49.0],[20.0],[44.0]
35,[20.0],[46.0],[71.0]
36,[91.0],[84.0],[45.0]
37,[46.0],[90.0],[20.0]
38,[27.0],[64.0],[93.0]
39,[80.0],[100.0],[88.0]
40,[59.0],[41.0],[33.0]
41,[44.0],[18.0],[99.0]
42,[70.0],[49.0],[78.0]
43,[32.0],[53.0],[61.0]
44,[64.0],[102.0],[95.0]
45,[47.0],[75.0],[75.0]
46,[9.0],[96.0],[68.0]
47,[12.0],[26.0],[1.0]
48,[42.0],[31.0],[64.0]
49,[45.0],[89.0],[12.0]
50,[69.0],[39.0],[73.0]
51,[53.0],[74.0],[77.0]
52,[92.0],[47.0],[43.0]
53,[11.0],[5.0],[29.0]
54,[0.0],[58.0],[8.0]
55,[77.0],[63.0],[59.0]
56,[38.0],[60.0],[53.0]
57,[39.0],[9.0],[21.0]
58,[29.0],[70.0],[16.0]
59,[21.0],[50.0],[30.0]
60,[50.0],[51.0],[0.0]
61,[10.0],[43.0],[63.0]
62,[19.0],[71.0],[19.0]
63,[61.0],[77.0],[28.0]
64,[74.0],[76.0],[60.0]
65,[5.0],[62.0],[74.0]
