Iteration,Sim_0,Sim_1,Sim_2
0,[414.0],[414.0],[380.0]
1,[380.0],[374.0],[141.0]
2,[412.0],[380.0],[373.0]
3,[364.0],[204.0],[57.0]
4,[283.0],[195.0],[370.0]
5,[163.0],[438.0],[369.0]
6,[369.0],[364.0],[214.0]
7,[282.0],[57.0],[160.0]
8,[372.0],[142.0],[283.0]
9,[277.0],[369.0],[163.0]
10,[48.0],[372.0],[48.0]
11,[274.0],[370.0],[197.0]
12,[203.0],[162.0],[198.0]
13,[410.0],[160.0],[384.0]
14,[356.0],[147.0],[66.0]
15,[155.0],[365.0],[427.0]
16,[144.0],[214.0],[405.0]
17,[363.0],[8.0],[156.0]
18,[357.0],[282.0],[142.0]
19,[32.0],[163.0],[282.0]
20,[256.0],[367.0],[32.0]
21,[262.0],[418.0],[482.0]
22,[267.0],[196.0],[348.0]
23,[258.0],[218.0],[256.0]
24,[196.0],[48.0],[274.0]
25,[268.0],[427.0],[269.0]
26,[489.0],[145.0],[152.0]
27,[280.0],[144.0],[355.0]
28,[57.0],[358.0],[265.0]
29,[151.0],[352.0],[165.0]
30,[202.0],[262.0],[412.0]
31,[354.0],[267.0],[431.0]
32,[152.0],[261.0],[432.0]
33,[226.0],[280.0],[289.0]
34,[353.0],[202.0],[146.0]
35,[156.0],[216.0],[98.0]
36,[367.0],[371.0],[365.0]
37,[154.0],[166.0],[490.0]
38,[145.0],[159.0],[279.0]
39,[482.0],[225.0],[148.0]
40,[269.0],[224.0],[221.0]
41,[408.0],[157.0],[236.0]
42,[221.0],[306.0],[292.0]
43,[432.0],[481.0],[157.0]
44,[126.0],[260.0],[164.0]
45,[384.0],[269.0],[209.0]
46,[413.0],[187.0],[398.0]
47,[405.0],[54.0],[168.0]
48,[166.0],[164.0],[290.0]
49,[374.0],[290.0],[40.0]
50,[157.0],[353.0],[169.0]
51,[371.0],[153.0],[404.0]
52,[236.0],[156.0],[220.0]
53,[142.0],[405.0],[41.0]
54,[198.0],[232.0],[158.0]
55,[259.0],[413.0],[258.0]
56,[124.0],[165.0],[268.0]
57,[265.0],[102.0],[489.0]
58,[492.0],[158.0],[304.0]
59,[120.0],[168.0],[368.0]
60,[56.0],[490.0],[438.0]
61,[409.0],[431.0],[413.0]
62,[433.0],[409.0],[8.0]
63,[234.0],[404.0],[262.0]
64,[172.0],[432.0],[126.0]
65,[231.0],[154.0],[375.0]
66,[180.0],[292.0],[484.0]
67,[347.0],[211.0],[172.0]
68,[266.0],[375.0],[267.0]
69,[161.0],[408.0],[192.0]
70,[438.0],[265.0],[415.0]
71,[395.0],[148.0],[460.0]
72,[453.0],[217.0],[179.0]
73,[98.0],[189.0],[245.0]
74,[171.0],[56.0],[296.0]
75,[10.0],[488.0],[124.0]
76,[8.0],[503.0],[362.0]
77,[148.0],[356.0],[383.0]
78,[222.0],[30.0],[377.0]
79,[130.0],[253.0],[356.0]
80,[349.0],[233.0],[307.0]
81,[379.0],[406.0],[55.0]
82,[403.0],[286.0],[182.0]
83,[387.0],[495.0],[302.0]
84,[9.0],[362.0],[120.0]
85,[228.0],[172.0],[184.0]
86,[54.0],[377.0],[183.0]
87,[209.0],[341.0],[234.0]
88,[424.0],[366.0],[222.0]
89,[176.0],[117.0],[238.0]
