Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[144.0],[298.0],[264.0],[377.0],[375.0],[375.0],[368.0],[266.0],[370.0],[162.0],[380.0],[369.0],[372.0],[285.0],[368.0],[368.0],[453.0],[166.0],[377.0],[166.0],[375.0],[380.0],[375.0],[453.0],[380.0]
1,[373.0],[368.0],[263.0],[199.0],[370.0],[146.0],[369.0],[453.0],[368.0],[258.0],[419.0],[364.0],[365.0],[352.0],[364.0],[414.0],[54.0],[368.0],[380.0],[364.0],[364.0],[453.0],[370.0],[368.0],[367.0]
2,[368.0],[369.0],[159.0],[259.0],[406.0],[368.0],[380.0],[364.0],[364.0],[157.0],[434.0],[157.0],[410.0],[287.0],[194.0],[386.0],[286.0],[365.0],[375.0],[161.0],[370.0],[364.0],[374.0],[369.0],[375.0]
3,[374.0],[157.0],[375.0],[267.0],[372.0],[369.0],[157.0],[265.0],[369.0],[144.0],[355.0],[482.0],[159.0],[298.0],[369.0],[224.0],[368.0],[158.0],[258.0],[453.0],[368.0],[368.0],[369.0],[410.0],[406.0]
4,[407.0],[364.0],[364.0],[419.0],[142.0],[292.0],[377.0],[145.0],[157.0],[409.0],[420.0],[225.0],[165.0],[375.0],[224.0],[65.0],[370.0],[364.0],[260.0],[370.0],[157.0],[369.0],[356.0],[277.0],[148.0]
5,[372.0],[188.0],[266.0],[431.0],[374.0],[308.0],[251.0],[368.0],[160.0],[368.0],[427.0],[231.0],[373.0],[481.0],[277.0],[2.0],[369.0],[410.0],[368.0],[368.0],[182.0],[157.0],[368.0],[371.0],[3.0]
6,[365.0],[308.0],[156.0],[409.0],[371.0],[157.0],[375.0],[374.0],[377.0],[158.0],[375.0],[259.0],[374.0],[199.0],[377.0],[364.0],[364.0],[157.0],[371.0],[157.0],[41.0],[257.0],[142.0],[374.0],[370.0]
7,[410.0],[224.0],[265.0],[364.0],[410.0],[419.0],[142.0],[370.0],[371.0],[369.0],[369.0],[308.0],[368.0],[196.0],[157.0],[410.0],[157.0],[251.0],[372.0],[160.0],[308.0],[160.0],[157.0],[372.0],[369.0]
8,[159.0],[39.0],[503.0],[163.0],[368.0],[364.0],[160.0],[373.0],[374.0],[364.0],[368.0],[229.0],[158.0],[193.0],[188.0],[369.0],[257.0],[369.0],[406.0],[503.0],[274.0],[325.0],[308.0],[158.0],[364.0]
9,[142.0],[97.0],[166.0],[266.0],[365.0],[277.0],[163.0],[369.0],[407.0],[233.0],[157.0],[365.0],[481.0],[284.0],[308.0],[194.0],[160.0],[253.0],[360.0],[224.0],[369.0],[308.0],[229.0],[481.0],[224.0]
10,[160.0],[251.0],[368.0],[262.0],[407.0],[229.0],[290.0],[251.0],[372.0],[229.0],[364.0],[237.0],[160.0],[264.0],[225.0],[277.0],[231.0],[252.0],[374.0],[264.0],[251.0],[266.0],[364.0],[407.0],[157.0]
11,[166.0],[229.0],[369.0],[225.0],[251.0],[251.0],[275.0],[290.0],[142.0],[308.0],[407.0],[251.0],[369.0],[266.0],[237.0],[251.0],[0.0],[229.0],[365.0],[369.0],[252.0],[229.0],[268.0],[373.0],[237.0]
12,[233.0],[410.0],[371.0],[162.0],[290.0],[253.0],[161.0],[372.0],[365.0],[97.0],[229.0],[371.0],[364.0],[380.0],[182.0],[229.0],[308.0],[257.0],[481.0],[225.0],[229.0],[142.0],[3.0],[159.0],[308.0]
13,[229.0],[409.0],[410.0],[253.0],[369.0],[266.0],[158.0],[371.0],[406.0],[377.0],[282.0],[410.0],[166.0],[263.0],[262.0],[202.0],[377.0],[228.0],[369.0],[308.0],[3.0],[97.0],[158.0],[166.0],[229.0]
14,[258.0],[252.0],[372.0],[257.0],[373.0],[98.0],[268.0],[407.0],[362.0],[375.0],[370.0],[372.0],[157.0],[473.0],[160.0],[252.0],[380.0],[503.0],[410.0],[237.0],[257.0],[225.0],[226.0],[364.0],[409.0]
15,[375.0],[365.0],[374.0],[161.0],[482.0],[409.0],[229.0],[142.0],[410.0],[3.0],[225.0],[377.0],[482.0],[453.0],[259.0],[166.0],[274.0],[268.0],[142.0],[98.0],[262.0],[231.0],[182.0],[163.0],[416.0]
16,[360.0],[290.0],[365.0],[261.0],[161.0],[166.0],[370.0],[365.0],[259.0],[225.0],[179.0],[504.0],[161.0],[222.0],[267.0],[282.0],[298.0],[179.0],[158.0],[97.0],[258.0],[262.0],[453.0],[229.0],[225.0]
17,[364.0],[377.0],[407.0],[453.0],[166.0],[149.0],[226.0],[162.0],[481.0],[237.0],[257.0],[373.0],[262.0],[265.0],[258.0],[192.0],[258.0],[370.0],[407.0],[267.0],[365.0],[503.0],[257.0],[160.0],[257.0]
18,[225.0],[274.0],[171.0],[375.0],[159.0],[431.0],[503.0],[161.0],[482.0],[257.0],[231.0],[165.0],[264.0],[370.0],[365.0],[375.0],[372.0],[282.0],[370.0],[229.0],[380.0],[264.0],[262.0],[251.0],[226.0]
19,[157.0],[375.0],[232.0],[369.0],[232.0],[252.0],[453.0],[40.0],[183.0],[253.0],[232.0],[183.0],[360.0],[369.0],[229.0],[196.0],[365.0],[291.0],[251.0],[159.0],[263.0],[263.0],[266.0],[157.0],[179.0]
20,[231.0],[256.0],[229.0],[365.0],[453.0],[377.0],[166.0],[163.0],[163.0],[262.0],[226.0],[262.0],[183.0],[229.0],[266.0],[253.0],[371.0],[160.0],[482.0],[197.0],[372.0],[375.0],[160.0],[253.0],[453.0]
21,[267.0],[160.0],[157.0],[368.0],[364.0],[192.0],[257.0],[159.0],[159.0],[365.0],[160.0],[503.0],[257.0],[368.0],[482.0],[274.0],[374.0],[482.0],[356.0],[375.0],[371.0],[410.0],[259.0],[482.0],[268.0]
22,[502.0],[237.0],[482.0],[160.0],[165.0],[158.0],[182.0],[166.0],[161.0],[263.0],[308.0],[375.0],[260.0],[251.0],[273.0],[225.0],[406.0],[274.0],[162.0],[371.0],[410.0],[365.0],[380.0],[252.0],[232.0]
23,[180.0],[3.0],[165.0],[157.0],[163.0],[224.0],[262.0],[482.0],[165.0],[160.0],[237.0],[257.0],[263.0],[377.0],[180.0],[157.0],[260.0],[299.0],[159.0],[410.0],[407.0],[372.0],[409.0],[282.0],[231.0]
24,[220.0],[371.0],[358.0],[258.0],[224.0],[275.0],[261.0],[226.0],[229.0],[267.0],[268.0],[159.0],[407.0],[371.0],[257.0],[308.0],[481.0],[231.0],[161.0],[372.0],[373.0],[371.0],[267.0],[225.0],[413.0]
25,[273.0],[372.0],[373.0],[481.0],[157.0],[256.0],[365.0],[406.0],[166.0],[180.0],[283.0],[481.0],[406.0],[373.0],[370.0],[416.0],[410.0],[380.0],[364.0],[374.0],[160.0],[373.0],[482.0],[180.0],[408.0]
26,[482.0],[374.0],[158.0],[229.0],[229.0],[237.0],[258.0],[360.0],[226.0],[482.0],[256.0],[160.0],[308.0],[407.0],[375.0],[257.0],[159.0],[202.0],[166.0],[365.0],[159.0],[374.0],[261.0],[360.0],[438.0]
27,[263.0],[463.0],[98.0],[180.0],[225.0],[453.0],[264.0],[157.0],[360.0],[503.0],[194.0],[273.0],[225.0],[410.0],[503.0],[237.0],[163.0],[182.0],[157.0],[165.0],[481.0],[158.0],[159.0],[231.0],[410.0]
28,[308.0],[481.0],[283.0],[273.0],[308.0],[370.0],[482.0],[375.0],[375.0],[370.0],[196.0],[267.0],[233.0],[374.0],[290.0],[262.0],[165.0],[262.0],[160.0],[360.0],[273.0],[482.0],[258.0],[308.0],[160.0]
