Iteration,Sim_0,Sim_1,Sim_2
0,[364.0],[380.0],[380.0]
1,[380.0],[418.0],[283.0]
2,[363.0],[364.0],[142.0]
3,[142.0],[142.0],[163.0]
4,[155.0],[144.0],[8.0]
5,[156.0],[156.0],[214.0]
6,[414.0],[163.0],[405.0]
7,[262.0],[367.0],[353.0]
8,[283.0],[414.0],[365.0]
9,[410.0],[214.0],[165.0]
10,[367.0],[405.0],[427.0]
11,[163.0],[370.0],[160.0]
12,[405.0],[353.0],[145.0]
13,[369.0],[166.0],[209.0]
14,[412.0],[427.0],[404.0]
15,[265.0],[102.0],[152.0]
16,[259.0],[253.0],[370.0]
17,[8.0],[365.0],[141.0]
18,[166.0],[8.0],[483.0]
19,[32.0],[404.0],[279.0]
20,[374.0],[160.0],[291.0]
21,[152.0],[211.0],[265.0]
22,[482.0],[374.0],[482.0]
23,[226.0],[204.0],[490.0]
24,[269.0],[151.0],[369.0]
25,[432.0],[154.0],[236.0]
26,[220.0],[157.0],[157.0]
27,[121.0],[438.0],[412.0]
28,[161.0],[369.0],[126.0]
29,[157.0],[372.0],[282.0]
30,[150.0],[145.0],[57.0]
31,[372.0],[409.0],[156.0]
32,[413.0],[267.0],[158.0]
33,[196.0],[282.0],[197.0]
34,[154.0],[225.0],[432.0]
35,[48.0],[269.0],[384.0]
36,[145.0],[48.0],[347.0]
37,[282.0],[280.0],[48.0]
38,[354.0],[196.0],[343.0]
39,[353.0],[413.0],[32.0]
40,[489.0],[54.0],[66.0]
41,[371.0],[158.0],[125.0]
42,[256.0],[262.0],[268.0]
43,[267.0],[224.0],[413.0]
44,[268.0],[290.0],[431.0]
45,[258.0],[371.0],[218.0]
46,[357.0],[306.0],[234.0]
47,[384.0],[195.0],[288.0]
48,[57.0],[162.0],[9.0]
49,[144.0],[189.0],[245.0]
50,[408.0],[165.0],[92.0]
51,[280.0],[261.0],[289.0]
52,[202.0],[375.0],[296.0]
53,[409.0],[216.0],[306.0]
54,[234.0],[202.0],[198.0]
55,[290.0],[57.0],[351.0]
56,[495.0],[431.0],[146.0]
57,[123.0],[358.0],[220.0]
58,[98.0],[232.0],[94.0]
59,[153.0],[488.0],[368.0]
60,[378.0],[351.0],[438.0]
61,[295.0],[140.0],[169.0]
62,[216.0],[286.0],[348.0]
63,[433.0],[481.0],[172.0]
64,[453.0],[432.0],[262.0]
65,[172.0],[260.0],[375.0]
66,[228.0],[503.0],[422.0]
67,[54.0],[168.0],[267.0]
68,[237.0],[292.0],[258.0]
69,[10.0],[362.0],[415.0]
70,[379.0],[408.0],[238.0]
71,[180.0],[164.0],[302.0]
72,[266.0],[406.0],[148.0]
73,[274.0],[377.0],[40.0]
74,[40.0],[233.0],[168.0]
75,[403.0],[490.0],[489.0]
76,[198.0],[147.0],[18.0]
77,[438.0],[265.0],[222.0]
78,[424.0],[148.0],[383.0]
79,[231.0],[159.0],[292.0]
80,[222.0],[347.0],[277.0]
81,[182.0],[495.0],[164.0]
82,[171.0],[217.0],[192.0]
83,[9.0],[30.0],[280.0]
84,[356.0],[356.0],[434.0]
85,[387.0],[366.0],[460.0]
86,[458.0],[7.0],[98.0]
87,[108.0],[56.0],[182.0]
88,[209.0],[184.0],[355.0]
89,[492.0],[62.0],[362.0]
90,[176.0],[352.0],[408.0]
91,[347.0],[245.0],[356.0]
92,[148.0],[10.0],[183.0]
93,[383.0],[430.0],[186.0]
94,[125.0],[97.0],[184.0]
95,[382.0],[3.0],[503.0]
96,[479.0],[210.0],[366.0]
97,[360.0],[373.0],[211.0]
98,[210.0],[473.0],[269.0]
99,[56.0],[95.0],[423.0]
100,[227.0],[92.0],[7.0]
101,[30.0],[424.0],[240.0]
102,[7.0],[122.0],[450.0]
103,[308.0],[9.0],[439.0]
104,[185.0],[74.0],[437.0]
105,[485.0],[341.0],[290.0]
106,[468.0],[134.0],[484.0]
107,[167.0],[51.0],[81.0]
108,[460.0],[241.0],[133.0]
109,[221.0],[114.0],[436.0]
110,[288.0],[294.0],[433.0]
111,[241.0],[426.0],[195.0]
112,[25.0],[411.0],[264.0]
113,[310.0],[293.0],[472.0]
114,[74.0],[308.0],[468.0]
115,[127.0],[117.0],[122.0]
116,[264.0],[101.0],[275.0]
117,[97.0],[399.0],[4.0]
118,[423.0],[298.0],[5.0]
119,[99.0],[190.0],[398.0]
120,[472.0],[199.0],[389.0]
121,[361.0],[218.0],[373.0]
122,[493.0],[388.0],[136.0]
123,[192.0],[131.0],[74.0]
124,[355.0],[234.0],[454.0]
125,[428.0],[220.0],[243.0]
126,[445.0],[360.0],[377.0]
127,[106.0],[209.0],[462.0]
