Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[157.0],[226.0],[258.0],[61.0],[310.0],[171.0],[467.0],[253.0],[159.0],[160.0],[258.0],[157.0],[265.0],[259.0],[465.0],[63.0],[226.0],[304.0],[369.0],[169.0],[244.0],[159.0],[266.0],[150.0],[306.0]
1,[232.0],[150.0],[160.0],[465.0],[273.0],[94.0],[126.0],[306.0],[465.0],[310.0],[158.0],[467.0],[247.0],[157.0],[369.0],[214.0],[266.0],[159.0],[465.0],[214.0],[264.0],[141.0],[8.0],[310.0],[159.0]
2,[143.0],[219.0],[224.0],[159.0],[142.0],[8.0],[310.0],[465.0],[258.0],[260.0],[233.0],[482.0],[150.0],[273.0],[8.0],[180.0],[234.0],[368.0],[214.0],[361.0],[143.0],[265.0],[228.0],[226.0],[266.0]
3,[118.0],[282.0],[465.0],[48.0],[234.0],[370.0],[164.0],[150.0],[142.0],[150.0],[244.0],[143.0],[310.0],[52.0],[171.0],[392.0],[295.0],[12.0],[10.0],[234.0],[141.0],[491.0],[160.0],[8.0],[310.0]
4,[269.0],[123.0],[368.0],[265.0],[162.0],[142.0],[488.0],[8.0],[214.0],[234.0],[218.0],[310.0],[279.0],[346.0],[142.0],[158.0],[10.0],[332.0],[368.0],[141.0],[265.0],[263.0],[310.0],[399.0],[162.0]
5,[234.0],[483.0],[95.0],[10.0],[94.0],[214.0],[484.0],[269.0],[126.0],[474.0],[265.0],[234.0],[269.0],[234.0],[487.0],[265.0],[61.0],[483.0],[487.0],[123.0],[123.0],[10.0],[234.0],[273.0],[126.0]
6,[261.0],[157.0],[265.0],[164.0],[368.0],[244.0],[64.0],[225.0],[483.0],[166.0],[234.0],[484.0],[503.0],[226.0],[228.0],[279.0],[214.0],[64.0],[209.0],[232.0],[282.0],[143.0],[162.0],[164.0],[332.0]
7,[273.0],[95.0],[150.0],[30.0],[209.0],[465.0],[289.0],[265.0],[253.0],[269.0],[214.0],[265.0],[160.0],[12.0],[265.0],[269.0],[282.0],[234.0],[273.0],[346.0],[368.0],[228.0],[467.0],[157.0],[97.0]
8,[297.0],[342.0],[273.0],[93.0],[228.0],[349.0],[282.0],[249.0],[282.0],[282.0],[273.0],[10.0],[10.0],[164.0],[214.0],[467.0],[48.0],[346.0],[30.0],[484.0],[132.0],[23.0],[282.0],[479.0],[10.0]
9,[164.0],[8.0],[483.0],[483.0],[346.0],[480.0],[8.0],[161.0],[368.0],[30.0],[0.0],[151.0],[273.0],[482.0],[209.0],[143.0],[453.0],[94.0],[272.0],[159.0],[370.0],[126.0],[285.0],[489.0],[94.0]
10,[244.0],[64.0],[8.0],[310.0],[265.0],[126.0],[368.0],[279.0],[164.0],[265.0],[143.0],[282.0],[164.0],[307.0],[164.0],[273.0],[183.0],[369.0],[171.0],[273.0],[363.0],[244.0],[149.0],[368.0],[143.0]
11,[368.0],[279.0],[310.0],[221.0],[64.0],[265.0],[369.0],[368.0],[369.0],[253.0],[368.0],[33.0],[258.0],[484.0],[244.0],[377.0],[0.0],[164.0],[265.0],[161.0],[269.0],[362.0],[482.0],[332.0],[64.0]
12,[30.0],[346.0],[33.0],[258.0],[33.0],[164.0],[265.0],[310.0],[306.0],[368.0],[126.0],[269.0],[368.0],[368.0],[30.0],[244.0],[159.0],[126.0],[64.0],[164.0],[30.0],[369.0],[483.0],[94.0],[234.0]
13,[152.0],[30.0],[346.0],[504.0],[8.0],[12.0],[147.0],[164.0],[72.0],[228.0],[421.0],[360.0],[482.0],[214.0],[266.0],[33.0],[489.0],[282.0],[451.0],[68.0],[0.0],[64.0],[368.0],[346.0],[488.0]
14,[68.0],[495.0],[369.0],[332.0],[484.0],[273.0],[242.0],[468.0],[451.0],[279.0],[346.0],[295.0],[331.0],[152.0],[451.0],[480.0],[332.0],[67.0],[310.0],[265.0],[162.0],[234.0],[265.0],[12.0],[282.0]
15,[64.0],[365.0],[12.0],[269.0],[61.0],[251.0],[221.0],[33.0],[310.0],[122.0],[269.0],[220.0],[27.0],[219.0],[310.0],[141.0],[330.0],[477.0],[147.0],[310.0],[331.0],[214.0],[33.0],[363.0],[368.0]
16,[0.0],[368.0],[335.0],[364.0],[488.0],[451.0],[115.0],[491.0],[503.0],[469.0],[189.0],[164.0],[33.0],[141.0],[0.0],[368.0],[269.0],[0.0],[495.0],[48.0],[392.0],[33.0],[141.0],[30.0],[370.0]
17,[214.0],[179.0],[451.0],[482.0],[369.0],[484.0],[12.0],[141.0],[64.0],[346.0],[310.0],[0.0],[177.0],[332.0],[482.0],[503.0],[369.0],[469.0],[346.0],[115.0],[253.0],[495.0],[209.0],[373.0],[265.0]
18,[342.0],[214.0],[141.0],[297.0],[363.0],[310.0],[0.0],[300.0],[279.0],[369.0],[161.0],[333.0],[465.0],[150.0],[489.0],[484.0],[484.0],[166.0],[482.0],[0.0],[214.0],[121.0],[142.0],[220.0],[279.0]
19,[141.0],[12.0],[0.0],[169.0],[0.0],[141.0],[125.0],[370.0],[171.0],[141.0],[141.0],[470.0],[252.0],[30.0],[368.0],[310.0],[310.0],[141.0],[489.0],[368.0],[453.0],[295.0],[4.0],[144.0],[115.0]
20,[182.0],[271.0],[161.0],[166.0],[149.0],[188.0],[269.0],[11.0],[166.0],[245.0],[220.0],[503.0],[144.0],[265.0],[150.0],[307.0],[382.0],[214.0],[297.0],[269.0],[484.0],[297.0],[364.0],[341.0],[61.0]
21,[150.0],[144.0],[179.0],[368.0],[180.0],[64.0],[453.0],[190.0],[234.0],[451.0],[12.0],[214.0],[271.0],[364.0],[180.0],[6.0],[115.0],[482.0],[161.0],[342.0],[150.0],[160.0],[332.0],[364.0],[121.0]
22,[346.0],[244.0],[269.0],[489.0],[23.0],[346.0],[30.0],[373.0],[121.0],[93.0],[115.0],[162.0],[346.0],[310.0],[295.0],[8.0],[265.0],[49.0],[342.0],[218.0],[488.0],[48.0],[488.0],[265.0],[220.0]
23,[471.0],[468.0],[144.0],[372.0],[364.0],[331.0],[76.0],[121.0],[346.0],[64.0],[332.0],[93.0],[216.0],[293.0],[364.0],[68.0],[219.0],[8.0],[150.0],[357.0],[371.0],[364.0],[372.0],[503.0],[350.0]
24,[76.0],[164.0],[343.0],[51.0],[164.0],[357.0],[363.0],[144.0],[482.0],[144.0],[62.0],[373.0],[214.0],[68.0],[273.0],[346.0],[161.0],[350.0],[364.0],[271.0],[234.0],[340.0],[157.0],[453.0],[495.0]
25,[373.0],[209.0],[307.0],[115.0],[131.0],[150.0],[160.0],[93.0],[8.0],[465.0],[114.0],[352.0],[68.0],[489.0],[474.0],[492.0],[306.0],[160.0],[474.0],[152.0],[222.0],[164.0],[61.0],[115.0],[297.0]
26,[361.0],[265.0],[495.0],[22.0],[214.0],[218.0],[350.0],[371.0],[209.0],[306.0],[496.0],[118.0],[157.0],[162.0],[503.0],[332.0],[297.0],[265.0],[251.0],[244.0],[29.0],[68.0],[214.0],[214.0],[453.0]
27,[271.0],[230.0],[214.0],[273.0],[269.0],[364.0],[234.0],[68.0],[219.0],[115.0],[451.0],[489.0],[295.0],[0.0],[11.0],[364.0],[164.0],[495.0],[357.0],[474.0],[360.0],[453.0],[11.0],[269.0],[4.0]
28,[162.0],[488.0],[328.0],[123.0],[373.0],[488.0],[214.0],[218.0],[295.0],[342.0],[150.0],[364.0],[118.0],[373.0],[4.0],[220.0],[50.0],[293.0],[23.0],[364.0],[209.0],[180.0],[269.0],[162.0],[160.0]
29,[488.0],[162.0],[474.0],[287.0],[342.0],[98.0],[172.0],[346.0],[245.0],[214.0],[208.0],[346.0],[364.0],[253.0],[495.0],[149.0],[352.0],[474.0],[27.0],[453.0],[4.0],[229.0],[220.0],[121.0],[30.0]
30,[217.0],[474.0],[364.0],[295.0],[27.0],[474.0],[477.0],[98.0],[265.0],[67.0],[30.0],[141.0],[94.0],[73.0],[227.0],[372.0],[4.0],[269.0],[118.0],[253.0],[164.0],[363.0],[0.0],[274.0],[192.0]
31,[364.0],[364.0],[236.0],[152.0],[118.0],[269.0],[482.0],[399.0],[474.0],[484.0],[164.0],[150.0],[104.0],[267.0],[54.0],[370.0],[101.0],[73.0],[280.0],[64.0],[94.0],[357.0],[453.0],[369.0],[484.0]
32,[94.0],[120.0],[488.0],[214.0],[474.0],[121.0],[4.0],[214.0],[332.0],[350.0],[474.0],[64.0],[220.0],[93.0],[357.0],[93.0],[358.0],[364.0],[279.0],[488.0],[364.0],[310.0],[118.0],[253.0],[80.0]
33,[357.0],[465.0],[376.0],[234.0],[274.0],[271.0],[357.0],[282.0],[364.0],[364.0],[307.0],[128.0],[489.0],[376.0],[68.0],[228.0],[208.0],[503.0],[269.0],[489.0],[310.0],[373.0],[277.0],[329.0],[164.0]
34,[503.0],[370.0],[253.0],[172.0],[141.0],[27.0],[141.0],[227.0],[141.0],[373.0],[364.0],[363.0],[369.0],[76.0],[27.0],[164.0],[121.0],[310.0],[2.0],[120.0],[64.0],[281.0],[208.0],[218.0],[214.0]
35,[310.0],[298.0],[118.0],[307.0],[280.0],[304.0],[277.0],[453.0],[27.0],[164.0],[369.0],[221.0],[373.0],[64.0],[76.0],[4.0],[70.0],[373.0],[350.0],[280.0],[346.0],[3.0],[346.0],[306.0],[479.0]
36,[280.0],[154.0],[93.0],[68.0],[489.0],[118.0],[152.0],[118.0],[373.0],[495.0],[280.0],[61.0],[306.0],[470.0],[64.0],[241.0],[364.0],[191.0],[212.0],[293.0],[51.0],[152.0],[257.0],[184.0],[228.0]
37,[306.0],[334.0],[76.0],[369.0],[306.0],[68.0],[157.0],[364.0],[118.0],[81.0],[99.0],[12.0],[350.0],[331.0],[492.0],[253.0],[253.0],[152.0],[337.0],[71.0],[489.0],[349.0],[68.0],[467.0],[269.0]
38,[171.0],[257.0],[164.0],[219.0],[349.0],[383.0],[257.0],[28.0],[349.0],[76.0],[503.0],[477.0],[152.0],[228.0],[118.0],[342.0],[257.0],[30.0],[253.0],[99.0],[298.0],[157.0],[180.0],[51.0],[364.0]
39,[11.0],[310.0],[49.0],[225.0],[495.0],[51.0],[229.0],[296.0],[269.0],[152.0],[329.0],[229.0],[12.0],[256.0],[141.0],[118.0],[479.0],[248.0],[123.0],[369.0],[120.0],[269.0],[273.0],[389.0],[141.0]
40,[253.0],[306.0],[280.0],[12.0],[11.0],[295.0],[273.0],[363.0],[140.0],[293.0],[331.0],[171.0],[240.0],[10.0],[376.0],[489.0],[473.0],[257.0],[219.0],[496.0],[243.0],[306.0],[341.0],[217.0],[152.0]
41,[350.0],[489.0],[482.0],[27.0],[253.0],[253.0],[236.0],[481.0],[148.0],[376.0],[152.0],[349.0],[363.0],[126.0],[47.0],[468.0],[240.0],[172.0],[12.0],[350.0],[23.0],[473.0],[331.0],[67.0],[157.0]
42,[216.0],[349.0],[358.0],[496.0],[212.0],[473.0],[341.0],[152.0],[274.0],[273.0],[47.0],[273.0],[48.0],[27.0],[212.0],[390.0],[228.0],[453.0],[476.0],[306.0],[183.0],[273.0],[16.0],[228.0],[257.0]
43,[469.0],[171.0],[152.0],[373.0],[328.0],[152.0],[371.0],[274.0],[212.0],[225.0],[10.0],[216.0],[221.0],[160.0],[306.0],[341.0],[211.0],[208.0],[228.0],[503.0],[152.0],[242.0],[468.0],[371.0],[473.0]
44,[274.0],[212.0],[229.0],[451.0],[62.0],[10.0],[216.0],[3.0],[329.0],[216.0],[27.0],[76.0],[120.0],[62.0],[152.0],[183.0],[273.0],[331.0],[363.0],[471.0],[68.0],[365.0],[229.0],[10.0],[467.0]
45,[29.0],[228.0],[216.0],[346.0],[159.0],[297.0],[253.0],[240.0],[273.0],[27.0],[295.0],[358.0],[357.0],[358.0],[476.0],[159.0],[365.0],[273.0],[371.0],[27.0],[273.0],[12.0],[47.0],[293.0],[140.0]
46,[236.0],[341.0],[140.0],[399.0],[14.0],[48.0],[140.0],[273.0],[225.0],[356.0],[239.0],[342.0],[76.0],[209.0],[126.0],[208.0],[126.0],[51.0],[295.0],[76.0],[306.0],[342.0],[76.0],[126.0],[308.0]
47,[131.0],[273.0],[10.0],[141.0],[465.0],[332.0],[251.0],[47.0],[360.0],[363.0],[360.0],[453.0],[243.0],[366.0],[350.0],[277.0],[175.0],[219.0],[141.0],[366.0],[482.0],[376.0],[218.0],[48.0],[331.0]
48,[62.0],[311.0],[349.0],[350.0],[389.0],[148.0],[27.0],[451.0],[240.0],[371.0],[172.0],[227.0],[141.0],[227.0],[202.0],[280.0],[465.0],[253.0],[331.0],[94.0],[465.0],[346.0],[132.0],[160.0],[363.0]
49,[48.0],[251.0],[228.0],[342.0],[227.0],[212.0],[10.0],[332.0],[15.0],[29.0],[227.0],[29.0],[280.0],[208.0],[229.0],[29.0],[27.0],[225.0],[175.0],[62.0],[381.0],[212.0],[227.0],[235.0],[51.0]
50,[228.0],[10.0],[64.0],[208.0],[219.0],[363.0],[471.0],[212.0],[363.0],[106.0],[342.0],[81.0],[51.0],[111.0],[148.0],[358.0],[194.0],[475.0],[227.0],[236.0],[350.0],[227.0],[471.0],[451.0],[273.0]
