Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[441.0],[301.0],[203.0],[112.0],[79.0],[249.0],[340.0],[288.0],[305.0],[123.0],[374.0],[435.0],[359.0],[191.0],[365.0],[59.0],[435.0],[328.0],[112.0],[181.0],[365.0],[428.0],[92.0],[209.0],[297.0]
1,[10.0],[493.0],[378.0],[267.0],[121.0],[381.0],[475.0],[365.0],[378.0],[332.0],[329.0],[462.0],[251.0],[59.0],[244.0],[181.0],[493.0],[297.0],[365.0],[217.0],[471.0],[448.0],[249.0],[498.0],[481.0]
2,[370.0],[232.0],[91.0],[365.0],[189.0],[220.0],[384.0],[39.0],[9.0],[340.0],[399.0],[10.0],[493.0],[43.0],[442.0],[191.0],[407.0],[440.0],[189.0],[402.0],[441.0],[217.0],[381.0],[441.0],[377.0]
3,[191.0],[310.0],[433.0],[52.0],[154.0],[117.0],[213.0],[115.0],[441.0],[191.0],[292.0],[445.0],[102.0],[9.0],[182.0],[54.0],[121.0],[99.0],[451.0],[378.0],[288.0],[86.0],[301.0],[189.0],[418.0]
4,[288.0],[72.0],[288.0],[400.0],[375.0],[102.0],[54.0],[191.0],[374.0],[117.0],[482.0],[407.0],[235.0],[115.0],[419.0],[370.0],[442.0],[232.0],[399.0],[370.0],[174.0],[441.0],[470.0],[301.0],[159.0]
5,[402.0],[121.0],[340.0],[407.0],[174.0],[306.0],[374.0],[128.0],[340.0],[54.0],[448.0],[176.0],[288.0],[357.0],[453.0],[14.0],[365.0],[456.0],[440.0],[191.0],[395.0],[302.0],[220.0],[365.0],[29.0]
6,[340.0],[482.0],[31.0],[360.0],[388.0],[442.0],[288.0],[345.0],[115.0],[384.0],[378.0],[467.0],[479.0],[370.0],[113.0],[52.0],[157.0],[171.0],[341.0],[52.0],[170.0],[370.0],[82.0],[121.0],[224.0]
7,[439.0],[448.0],[388.0],[318.0],[400.0],[14.0],[251.0],[315.0],[280.0],[448.0],[52.0],[79.0],[2.0],[52.0],[310.0],[288.0],[262.0],[247.0],[92.0],[487.0],[340.0],[305.0],[146.0],[315.0],[223.0]
8,[385.0],[479.0],[20.0],[284.0],[395.0],[247.0],[359.0],[54.0],[327.0],[217.0],[48.0],[117.0],[310.0],[288.0],[48.0],[340.0],[445.0],[41.0],[340.0],[115.0],[247.0],[81.0],[114.0],[169.0],[119.0]
9,[483.0],[117.0],[373.0],[494.0],[108.0],[103.0],[493.0],[116.0],[298.0],[370.0],[400.0],[439.0],[213.0],[441.0],[97.0],[441.0],[284.0],[481.0],[288.0],[103.0],[54.0],[88.0],[69.0],[34.0],[496.0]
