Iteration,Sim_0,Sim_1,Sim_2
0,[320.0],[320.0],[320.0]
1,[485.0],[498.0],[249.0]
2,[236.0],[116.0],[498.0]
3,[359.0],[459.0],[236.0]
4,[267.0],[155.0],[58.0]
5,[149.0],[124.0],[267.0]
6,[313.0],[388.0],[313.0]
7,[15.0],[267.0],[66.0]
8,[106.0],[359.0],[269.0]
9,[266.0],[15.0],[97.0]
10,[276.0],[266.0],[441.0]
11,[466.0],[238.0],[227.0]
12,[124.0],[224.0],[189.0]
13,[148.0],[97.0],[258.0]
14,[189.0],[286.0],[499.0]
15,[493.0],[338.0],[47.0]
16,[305.0],[448.0],[460.0]
17,[390.0],[435.0],[281.0]
18,[17.0],[445.0],[279.0]
19,[481.0],[80.0],[493.0]
20,[168.0],[51.0],[148.0]
21,[445.0],[432.0],[457.0]
22,[258.0],[453.0],[485.0]
23,[354.0],[7.0],[69.0]
24,[58.0],[209.0],[305.0]
25,[56.0],[383.0],[172.0]
26,[378.0],[481.0],[135.0]
27,[269.0],[447.0],[149.0]
28,[154.0],[156.0],[85.0]
29,[422.0],[75.0],[435.0]
30,[95.0],[473.0],[370.0]
31,[470.0],[115.0],[117.0]
32,[107.0],[38.0],[63.0]
33,[240.0],[411.0],[146.0]
34,[213.0],[337.0],[27.0]
35,[232.0],[472.0],[110.0]
36,[54.0],[319.0],[324.0]
37,[197.0],[39.0],[52.0]
38,[31.0],[252.0],[119.0]
39,[170.0],[54.0],[192.0]
40,[53.0],[103.0],[477.0]
41,[434.0],[261.0],[463.0]
42,[47.0],[197.0],[39.0]
43,[235.0],[465.0],[168.0]
44,[108.0],[96.0],[156.0]
45,[400.0],[172.0],[26.0]
46,[113.0],[227.0],[248.0]
47,[27.0],[369.0],[201.0]
48,[97.0],[297.0],[337.0]
49,[184.0],[269.0],[331.0]
50,[426.0],[279.0],[36.0]
51,[52.0],[258.0],[450.0]
52,[186.0],[16.0],[94.0]
53,[483.0],[301.0],[252.0]
54,[277.0],[50.0],[473.0]
55,[490.0],[399.0],[244.0]
56,[195.0],[400.0],[319.0]
57,[253.0],[170.0],[98.0]
58,[101.0],[239.0],[152.0]
59,[444.0],[52.0],[49.0]
60,[479.0],[27.0],[115.0]
61,[283.0],[410.0],[302.0]
62,[337.0],[118.0],[495.0]
63,[94.0],[496.0],[158.0]
64,[355.0],[244.0],[126.0]
65,[172.0],[126.0],[194.0]
66,[453.0],[137.0],[129.0]
67,[295.0],[109.0],[318.0]
68,[135.0],[381.0],[255.0]
69,[473.0],[441.0],[442.0]
70,[165.0],[140.0],[14.0]
71,[11.0],[363.0],[465.0]
72,[166.0],[358.0],[13.0]
73,[167.0],[42.0],[287.0]
74,[464.0],[35.0],[92.0]
75,[9.0],[44.0],[20.0]
76,[297.0],[282.0],[424.0]
77,[208.0],[144.0],[165.0]
78,[191.0],[253.0],[11.0]
79,[158.0],[231.0],[282.0]
80,[361.0],[287.0],[80.0]
81,[328.0],[82.0],[140.0]
82,[430.0],[49.0],[409.0]
83,[442.0],[251.0],[166.0]
84,[145.0],[121.0],[323.0]
85,[423.0],[154.0],[341.0]
86,[301.0],[191.0],[253.0]
87,[46.0],[355.0],[284.0]
88,[134.0],[379.0],[446.0]
89,[391.0],[487.0],[466.0]
90,[379.0],[21.0],[222.0]
91,[334.0],[407.0],[448.0]
92,[329.0],[9.0],[358.0]
93,[142.0],[141.0],[434.0]
94,[341.0],[237.0],[210.0]
95,[484.0],[166.0],[365.0]
96,[307.0],[58.0],[184.0]
97,[200.0],[114.0],[160.0]
98,[499.0],[394.0],[42.0]
99,[140.0],[30.0],[30.0]
100,[21.0],[28.0],[483.0]
101,[207.0],[462.0],[375.0]
102,[273.0],[14.0],[315.0]
103,[118.0],[454.0],[487.0]
104,[458.0],[436.0],[490.0]
105,[114.0],[353.0],[33.0]
106,[132.0],[123.0],[82.0]
107,[35.0],[167.0],[308.0]
108,[44.0],[458.0],[427.0]
109,[365.0],[240.0],[204.0]
110,[456.0],[204.0],[155.0]
111,[86.0],[161.0],[294.0]
112,[3.0],[33.0],[18.0]
113,[374.0],[194.0],[317.0]
114,[247.0],[380.0],[354.0]
115,[93.0],[352.0],[9.0]
116,[71.0],[308.0],[350.0]
117,[5.0],[423.0],[328.0]
118,[323.0],[321.0],[436.0]
119,[38.0],[484.0],[176.0]
120,[156.0],[427.0],[479.0]
121,[286.0],[488.0],[174.0]
122,[90.0],[208.0],[114.0]
123,[196.0],[362.0],[334.0]
124,[372.0],[138.0],[471.0]
125,[42.0],[12.0],[34.0]
126,[356.0],[280.0],[288.0]
127,[45.0],[370.0],[394.0]
128,[431.0],[132.0],[431.0]
129,[0.0],[375.0],[407.0]
130,[210.0],[452.0],[239.0]
131,[357.0],[210.0],[44.0]
132,[218.0],[232.0],[242.0]
133,[349.0],[174.0],[452.0]
134,[340.0],[466.0],[0.0]
135,[109.0],[32.0],[40.0]
136,[342.0],[378.0],[41.0]
137,[398.0],[426.0],[430.0]
138,[125.0],[327.0],[458.0]
139,[315.0],[175.0],[232.0]
140,[254.0],[264.0],[333.0]
141,[272.0],[212.0],[93.0]
142,[6.0],[395.0],[185.0]
143,[127.0],[450.0],[464.0]
144,[362.0],[265.0],[109.0]
145,[250.0],[254.0],[247.0]
146,[288.0],[384.0],[347.0]
147,[223.0],[294.0],[368.0]
148,[151.0],[335.0],[377.0]
149,[63.0],[482.0],[86.0]
150,[475.0],[127.0],[211.0]
151,[353.0],[18.0],[265.0]
152,[133.0],[397.0],[72.0]
153,[78.0],[475.0],[415.0]
154,[214.0],[242.0],[125.0]
155,[296.0],[200.0],[481.0]
156,[112.0],[219.0],[411.0]
157,[121.0],[20.0],[209.0]
158,[122.0],[499.0],[231.0]
159,[383.0],[205.0],[202.0]
160,[386.0],[45.0],[43.0]
161,[160.0],[490.0],[373.0]
162,[246.0],[83.0],[215.0]
163,[381.0],[63.0],[198.0]
164,[51.0],[198.0],[376.0]
165,[83.0],[309.0],[203.0]
166,[364.0],[372.0],[8.0]
167,[408.0],[122.0],[393.0]
168,[177.0],[1.0],[122.0]
169,[183.0],[10.0],[207.0]
170,[34.0],[202.0],[71.0]
171,[102.0],[112.0],[70.0]
172,[306.0],[43.0],[163.0]
173,[185.0],[357.0],[127.0]
174,[29.0],[255.0],[177.0]
175,[70.0],[86.0],[285.0]
176,[285.0],[351.0],[68.0]
177,[43.0],[171.0],[389.0]
178,[159.0],[246.0],[456.0]
179,[388.0],[176.0],[246.0]
180,[380.0],[3.0],[309.0]
181,[8.0],[403.0],[378.0]
182,[403.0],[386.0],[439.0]
183,[373.0],[377.0],[306.0]
184,[130.0],[230.0],[352.0]
185,[275.0],[373.0],[266.0]
186,[401.0],[483.0],[95.0]
187,[489.0],[55.0],[416.0]
188,[446.0],[405.0],[51.0]
189,[410.0],[344.0],[29.0]
190,[443.0],[220.0],[277.0]
191,[371.0],[36.0],[480.0]
192,[72.0],[203.0],[141.0]
193,[220.0],[275.0],[112.0]
194,[162.0],[420.0],[275.0]
195,[432.0],[95.0],[488.0]
196,[239.0],[185.0],[380.0]
197,[343.0],[440.0],[371.0]
198,[319.0],[318.0],[107.0]
199,[188.0],[70.0],[420.0]
200,[82.0],[446.0],[381.0]
201,[271.0],[468.0],[273.0]
202,[99.0],[218.0],[426.0]
203,[363.0],[272.0],[278.0]
204,[316.0],[328.0],[17.0]
205,[75.0],[41.0],[344.0]
206,[79.0],[243.0],[84.0]
207,[369.0],[408.0],[212.0]
208,[419.0],[443.0],[16.0]
209,[322.0],[474.0],[332.0]
210,[497.0],[169.0],[55.0]
211,[13.0],[207.0],[384.0]
212,[26.0],[393.0],[357.0]
213,[304.0],[211.0],[307.0]
214,[405.0],[188.0],[388.0]
215,[421.0],[99.0],[188.0]
216,[230.0],[433.0],[476.0]
217,[74.0],[199.0],[405.0]
218,[215.0],[196.0],[230.0]
219,[229.0],[332.0],[19.0]
220,[50.0],[151.0],[229.0]
221,[274.0],[13.0],[169.0]
222,[439.0],[106.0],[474.0]
223,[300.0],[150.0],[199.0]
224,[211.0],[74.0],[214.0]
225,[326.0],[79.0],[226.0]
226,[463.0],[316.0],[497.0]
227,[123.0],[131.0],[195.0]
228,[299.0],[471.0],[422.0]
229,[181.0],[409.0],[74.0]
230,[22.0],[421.0],[382.0]
231,[174.0],[438.0],[150.0]
232,[396.0],[139.0],[136.0]
233,[311.0],[195.0],[410.0]
