Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[124.0],[124.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[498.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[124.0],[390.0],[124.0],[124.0],[124.0],[124.0],[359.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[249.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[249.0],[249.0],[249.0],[249.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[249.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[124.0],[452.0],[249.0],[249.0],[124.0],[249.0],[124.0],[124.0],[124.0],[249.0],[124.0],[249.0],[124.0],[249.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0],[124.0],[249.0],[124.0],[124.0]
1,[110.0],[249.0],[249.0],[249.0],[249.0],[124.0],[498.0],[110.0],[313.0],[249.0],[249.0],[110.0],[249.0],[249.0],[390.0],[249.0],[110.0],[390.0],[249.0],[249.0],[390.0],[249.0],[146.0],[110.0],[390.0],[249.0],[249.0],[124.0],[249.0],[249.0],[146.0],[249.0],[249.0],[249.0],[498.0],[249.0],[124.0],[390.0],[249.0],[124.0],[249.0],[249.0],[249.0],[359.0],[390.0],[249.0],[249.0],[249.0],[110.0],[249.0],[249.0],[249.0],[249.0],[352.0],[110.0],[249.0],[124.0],[249.0],[249.0],[124.0],[249.0],[249.0],[249.0],[124.0],[390.0],[124.0],[498.0],[249.0],[249.0],[249.0],[124.0],[124.0],[124.0],[146.0],[249.0],[249.0],[249.0],[390.0],[249.0],[390.0],[110.0],[249.0],[390.0],[249.0],[390.0],[249.0],[110.0],[390.0],[124.0],[249.0],[249.0],[249.0],[249.0],[249.0],[249.0],[124.0],[124.0],[390.0],[498.0],[282.0],[249.0],[249.0],[124.0],[249.0],[146.0],[249.0],[390.0],[110.0],[390.0],[110.0],[390.0],[249.0],[249.0],[249.0],[124.0],[249.0],[197.0],[390.0],[282.0],[249.0],[249.0],[249.0],[124.0],[377.0],[249.0]
2,[498.0],[498.0],[390.0],[498.0],[189.0],[82.0],[249.0],[249.0],[249.0],[149.0],[390.0],[498.0],[390.0],[390.0],[15.0],[146.0],[189.0],[249.0],[390.0],[498.0],[249.0],[390.0],[189.0],[15.0],[249.0],[498.0],[498.0],[313.0],[313.0],[498.0],[124.0],[15.0],[352.0],[452.0],[110.0],[390.0],[359.0],[249.0],[498.0],[146.0],[498.0],[398.0],[498.0],[89.0],[359.0],[390.0],[498.0],[498.0],[249.0],[390.0],[186.0],[110.0],[146.0],[249.0],[313.0],[390.0],[359.0],[398.0],[359.0],[359.0],[146.0],[282.0],[498.0],[359.0],[249.0],[359.0],[359.0],[390.0],[498.0],[390.0],[359.0],[251.0],[359.0],[359.0],[149.0],[493.0],[498.0],[249.0],[146.0],[249.0],[498.0],[189.0],[249.0],[498.0],[249.0],[359.0],[189.0],[282.0],[146.0],[390.0],[498.0],[307.0],[146.0],[359.0],[149.0],[313.0],[146.0],[249.0],[390.0],[498.0],[110.0],[390.0],[448.0],[498.0],[359.0],[390.0],[146.0],[282.0],[249.0],[498.0],[249.0],[352.0],[146.0],[146.0],[359.0],[498.0],[493.0],[249.0],[124.0],[359.0],[390.0],[498.0],[359.0],[249.0],[390.0]
3,[249.0],[146.0],[359.0],[352.0],[282.0],[352.0],[110.0],[282.0],[146.0],[313.0],[359.0],[282.0],[359.0],[146.0],[17.0],[282.0],[146.0],[441.0],[359.0],[359.0],[282.0],[282.0],[110.0],[359.0],[441.0],[352.0],[82.0],[110.0],[266.0],[352.0],[359.0],[498.0],[313.0],[352.0],[249.0],[359.0],[149.0],[359.0],[146.0],[359.0],[15.0],[146.0],[359.0],[420.0],[249.0],[146.0],[313.0],[359.0],[282.0],[149.0],[365.0],[498.0],[149.0],[110.0],[249.0],[365.0],[146.0],[82.0],[398.0],[149.0],[398.0],[113.0],[359.0],[493.0],[359.0],[82.0],[110.0],[146.0],[89.0],[82.0],[365.0],[82.0],[146.0],[36.0],[313.0],[110.0],[313.0],[53.0],[359.0],[420.0],[146.0],[146.0],[149.0],[110.0],[146.0],[149.0],[82.0],[249.0],[359.0],[146.0],[282.0],[359.0],[398.0],[398.0],[445.0],[146.0],[359.0],[359.0],[359.0],[146.0],[498.0],[359.0],[82.0],[359.0],[110.0],[365.0],[110.0],[498.0],[359.0],[249.0],[359.0],[110.0],[398.0],[390.0],[100.0],[146.0],[249.0],[359.0],[110.0],[498.0],[420.0],[359.0],[82.0],[313.0],[313.0]
4,[282.0],[359.0],[282.0],[313.0],[82.0],[313.0],[452.0],[498.0],[398.0],[352.0],[82.0],[146.0],[82.0],[359.0],[493.0],[359.0],[359.0],[282.0],[82.0],[352.0],[313.0],[420.0],[313.0],[267.0],[100.0],[452.0],[352.0],[146.0],[388.0],[110.0],[154.0],[148.0],[276.0],[388.0],[359.0],[365.0],[82.0],[452.0],[313.0],[282.0],[493.0],[313.0],[110.0],[124.0],[420.0],[149.0],[352.0],[82.0],[498.0],[313.0],[470.0],[282.0],[313.0],[498.0],[375.0],[267.0],[149.0],[452.0],[100.0],[82.0],[282.0],[498.0],[352.0],[400.0],[420.0],[441.0],[146.0],[359.0],[148.0],[359.0],[149.0],[282.0],[267.0],[154.0],[146.0],[242.0],[352.0],[420.0],[352.0],[313.0],[282.0],[313.0],[359.0],[313.0],[313.0],[441.0],[359.0],[53.0],[267.0],[135.0],[146.0],[149.0],[359.0],[113.0],[442.0],[498.0],[352.0],[388.0],[269.0],[313.0],[313.0],[365.0],[498.0],[110.0],[154.0],[359.0],[359.0],[249.0],[282.0],[282.0],[420.0],[498.0],[282.0],[359.0],[388.0],[448.0],[318.0],[420.0],[231.0],[146.0],[146.0],[352.0],[388.0],[146.0],[445.0]
5,[453.0],[110.0],[193.0],[472.0],[53.0],[388.0],[420.0],[53.0],[365.0],[119.0],[441.0],[102.0],[452.0],[100.0],[420.0],[498.0],[441.0],[420.0],[420.0],[445.0],[452.0],[313.0],[249.0],[148.0],[420.0],[282.0],[313.0],[420.0],[498.0],[313.0],[441.0],[452.0],[267.0],[100.0],[267.0],[493.0],[110.0],[189.0],[352.0],[154.0],[146.0],[102.0],[146.0],[146.0],[441.0],[313.0],[452.0],[110.0],[359.0],[146.0],[359.0],[448.0],[470.0],[146.0],[282.0],[360.0],[498.0],[117.0],[82.0],[242.0],[96.0],[313.0],[313.0],[100.0],[441.0],[53.0],[441.0],[282.0],[28.0],[420.0],[189.0],[441.0],[352.0],[266.0],[493.0],[313.0],[452.0],[452.0],[154.0],[53.0],[249.0],[359.0],[420.0],[146.0],[149.0],[352.0],[282.0],[313.0],[493.0],[313.0],[352.0],[146.0],[282.0],[82.0],[12.0],[359.0],[282.0],[149.0],[452.0],[249.0],[299.0],[420.0],[242.0],[193.0],[441.0],[189.0],[498.0],[53.0],[441.0],[82.0],[282.0],[388.0],[388.0],[282.0],[420.0],[110.0],[146.0],[267.0],[359.0],[352.0],[359.0],[146.0],[493.0],[113.0],[189.0]
6,[420.0],[441.0],[452.0],[58.0],[276.0],[276.0],[313.0],[117.0],[113.0],[146.0],[100.0],[53.0],[100.0],[420.0],[282.0],[352.0],[400.0],[53.0],[266.0],[378.0],[146.0],[496.0],[135.0],[146.0],[452.0],[276.0],[442.0],[276.0],[448.0],[359.0],[149.0],[267.0],[320.0],[282.0],[352.0],[281.0],[452.0],[149.0],[102.0],[498.0],[242.0],[441.0],[420.0],[401.0],[235.0],[189.0],[117.0],[388.0],[441.0],[53.0],[306.0],[193.0],[189.0],[320.0],[445.0],[281.0],[452.0],[313.0],[452.0],[441.0],[313.0],[188.0],[459.0],[119.0],[313.0],[452.0],[445.0],[154.0],[320.0],[17.0],[53.0],[313.0],[493.0],[441.0],[388.0],[447.0],[146.0],[149.0],[47.0],[266.0],[313.0],[320.0],[388.0],[89.0],[470.0],[493.0],[117.0],[189.0],[154.0],[102.0],[359.0],[110.0],[154.0],[388.0],[146.0],[276.0],[266.0],[235.0],[224.0],[493.0],[102.0],[242.0],[269.0],[113.0],[124.0],[452.0],[276.0],[238.0],[420.0],[420.0],[388.0],[102.0],[15.0],[452.0],[452.0],[15.0],[498.0],[100.0],[53.0],[282.0],[53.0],[100.0],[420.0],[286.0],[58.0]
7,[146.0],[267.0],[281.0],[453.0],[148.0],[110.0],[267.0],[359.0],[276.0],[388.0],[189.0],[420.0],[441.0],[439.0],[146.0],[457.0],[276.0],[146.0],[498.0],[452.0],[388.0],[58.0],[224.0],[481.0],[53.0],[320.0],[420.0],[100.0],[269.0],[146.0],[116.0],[359.0],[359.0],[359.0],[350.0],[238.0],[388.0],[266.0],[441.0],[148.0],[352.0],[267.0],[395.0],[441.0],[53.0],[441.0],[191.0],[493.0],[420.0],[452.0],[453.0],[115.0],[53.0],[69.0],[135.0],[189.0],[117.0],[189.0],[149.0],[17.0],[189.0],[115.0],[276.0],[281.0],[498.0],[445.0],[452.0],[189.0],[441.0],[53.0],[378.0],[113.0],[441.0],[124.0],[148.0],[100.0],[359.0],[146.0],[100.0],[94.0],[100.0],[17.0],[266.0],[352.0],[266.0],[498.0],[401.0],[281.0],[498.0],[119.0],[452.0],[447.0],[388.0],[149.0],[441.0],[224.0],[395.0],[189.0],[146.0],[320.0],[352.0],[498.0],[350.0],[352.0],[388.0],[266.0],[124.0],[420.0],[17.0],[279.0],[498.0],[117.0],[441.0],[313.0],[282.0],[282.0],[267.0],[441.0],[146.0],[388.0],[282.0],[493.0],[282.0],[110.0],[242.0]
8,[15.0],[452.0],[498.0],[320.0],[306.0],[320.0],[470.0],[401.0],[320.0],[266.0],[493.0],[313.0],[189.0],[452.0],[498.0],[452.0],[365.0],[100.0],[39.0],[313.0],[17.0],[498.0],[282.0],[441.0],[498.0],[359.0],[276.0],[388.0],[276.0],[320.0],[266.0],[146.0],[282.0],[69.0],[313.0],[100.0],[313.0],[52.0],[117.0],[420.0],[441.0],[87.0],[352.0],[242.0],[47.0],[266.0],[282.0],[282.0],[100.0],[266.0],[189.0],[472.0],[452.0],[313.0],[352.0],[448.0],[148.0],[149.0],[299.0],[445.0],[266.0],[148.0],[320.0],[189.0],[266.0],[281.0],[282.0],[452.0],[47.0],[498.0],[313.0],[445.0],[432.0],[242.0],[17.0],[148.0],[276.0],[498.0],[498.0],[498.0],[420.0],[276.0],[498.0],[359.0],[189.0],[457.0],[441.0],[117.0],[447.0],[266.0],[313.0],[388.0],[452.0],[266.0],[242.0],[388.0],[498.0],[266.0],[282.0],[365.0],[100.0],[281.0],[352.0],[453.0],[282.0],[247.0],[267.0],[115.0],[498.0],[493.0],[266.0],[320.0],[189.0],[90.0],[193.0],[352.0],[242.0],[498.0],[388.0],[235.0],[231.0],[110.0],[266.0],[53.0],[266.0]
9,[352.0],[352.0],[378.0],[113.0],[267.0],[378.0],[352.0],[352.0],[381.0],[498.0],[313.0],[496.0],[266.0],[266.0],[231.0],[346.0],[92.0],[498.0],[313.0],[89.0],[189.0],[269.0],[193.0],[276.0],[281.0],[267.0],[100.0],[282.0],[320.0],[452.0],[388.0],[276.0],[448.0],[110.0],[453.0],[189.0],[117.0],[135.0],[110.0],[452.0],[448.0],[266.0],[313.0],[28.0],[266.0],[388.0],[28.0],[420.0],[383.0],[359.0],[313.0],[352.0],[365.0],[388.0],[496.0],[53.0],[313.0],[266.0],[266.0],[313.0],[235.0],[493.0],[441.0],[313.0],[388.0],[313.0],[352.0],[266.0],[17.0],[313.0],[100.0],[110.0],[313.0],[28.0],[242.0],[161.0],[320.0],[266.0],[452.0],[282.0],[352.0],[388.0],[452.0],[267.0],[53.0],[90.0],[398.0],[146.0],[148.0],[189.0],[272.0],[242.0],[318.0],[313.0],[420.0],[365.0],[313.0],[53.0],[92.0],[148.0],[420.0],[90.0],[117.0],[100.0],[269.0],[378.0],[100.0],[352.0],[313.0],[313.0],[146.0],[276.0],[266.0],[266.0],[266.0],[100.0],[231.0],[146.0],[352.0],[110.0],[266.0],[48.0],[154.0],[148.0],[225.0]
