Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[124.0],[149.0],[249.0],[134.0],[225.0],[439.0],[359.0],[320.0],[351.0],[320.0],[359.0],[249.0],[117.0],[236.0],[124.0],[249.0],[395.0],[124.0],[452.0],[249.0],[124.0],[124.0],[119.0],[225.0],[124.0],[217.0],[378.0],[340.0],[441.0],[435.0],[15.0],[482.0],[43.0],[249.0],[320.0],[320.0],[318.0],[124.0],[148.0],[124.0],[124.0],[124.0],[320.0],[124.0],[102.0],[124.0],[124.0],[249.0],[485.0],[149.0],[124.0],[124.0],[313.0],[365.0],[46.0],[352.0],[249.0],[124.0],[89.0],[359.0],[249.0],[236.0],[106.0],[124.0],[372.0],[124.0],[352.0],[236.0],[102.0],[124.0],[161.0],[117.0],[149.0],[146.0],[124.0],[282.0],[488.0],[110.0],[249.0],[124.0],[124.0],[209.0],[231.0],[149.0],[236.0],[359.0],[313.0],[493.0],[124.0],[82.0],[217.0],[236.0],[249.0],[124.0],[124.0],[365.0],[249.0],[167.0],[162.0],[154.0],[124.0],[102.0],[124.0],[124.0],[249.0],[352.0],[448.0],[124.0],[236.0],[277.0],[267.0],[388.0],[124.0],[236.0],[124.0],[124.0],[124.0],[236.0],[124.0],[100.0],[124.0],[148.0],[117.0],[124.0],[124.0]
1,[47.0],[124.0],[276.0],[288.0],[301.0],[490.0],[320.0],[282.0],[30.0],[313.0],[124.0],[411.0],[124.0],[249.0],[238.0],[359.0],[174.0],[149.0],[124.0],[236.0],[453.0],[146.0],[203.0],[167.0],[372.0],[237.0],[359.0],[117.0],[37.0],[174.0],[320.0],[251.0],[52.0],[441.0],[167.0],[359.0],[236.0],[493.0],[359.0],[249.0],[236.0],[82.0],[452.0],[313.0],[236.0],[17.0],[236.0],[352.0],[236.0],[124.0],[320.0],[236.0],[352.0],[31.0],[148.0],[148.0],[124.0],[236.0],[124.0],[117.0],[45.0],[124.0],[72.0],[102.0],[15.0],[146.0],[359.0],[115.0],[353.0],[236.0],[365.0],[236.0],[282.0],[359.0],[277.0],[359.0],[374.0],[124.0],[124.0],[236.0],[320.0],[135.0],[320.0],[124.0],[249.0],[124.0],[236.0],[236.0],[249.0],[149.0],[103.0],[124.0],[146.0],[493.0],[267.0],[471.0],[117.0],[359.0],[9.0],[193.0],[236.0],[124.0],[320.0],[149.0],[493.0],[282.0],[209.0],[236.0],[124.0],[148.0],[124.0],[415.0],[149.0],[89.0],[313.0],[249.0],[365.0],[102.0],[493.0],[249.0],[236.0],[318.0],[236.0],[106.0],[47.0]
2,[102.0],[359.0],[236.0],[238.0],[116.0],[244.0],[299.0],[124.0],[102.0],[459.0],[28.0],[390.0],[242.0],[146.0],[47.0],[320.0],[60.0],[441.0],[359.0],[149.0],[236.0],[148.0],[149.0],[237.0],[249.0],[340.0],[102.0],[123.0],[374.0],[170.0],[102.0],[163.0],[453.0],[267.0],[242.0],[124.0],[267.0],[452.0],[161.0],[359.0],[359.0],[146.0],[124.0],[117.0],[352.0],[236.0],[146.0],[236.0],[313.0],[447.0],[236.0],[86.0],[236.0],[442.0],[249.0],[146.0],[320.0],[452.0],[236.0],[313.0],[390.0],[15.0],[117.0],[148.0],[236.0],[236.0],[493.0],[124.0],[493.0],[113.0],[115.0],[359.0],[249.0],[375.0],[267.0],[299.0],[329.0],[94.0],[146.0],[149.0],[146.0],[451.0],[149.0],[277.0],[149.0],[17.0],[102.0],[320.0],[146.0],[236.0],[191.0],[89.0],[110.0],[113.0],[441.0],[378.0],[148.0],[282.0],[384.0],[249.0],[320.0],[236.0],[17.0],[113.0],[124.0],[236.0],[169.0],[161.0],[148.0],[149.0],[236.0],[442.0],[236.0],[124.0],[320.0],[117.0],[320.0],[124.0],[115.0],[116.0],[320.0],[124.0],[359.0],[453.0],[313.0]
3,[207.0],[320.0],[124.0],[205.0],[9.0],[407.0],[282.0],[149.0],[117.0],[15.0],[236.0],[276.0],[236.0],[352.0],[106.0],[235.0],[200.0],[282.0],[94.0],[320.0],[149.0],[242.0],[303.0],[213.0],[236.0],[235.0],[428.0],[106.0],[193.0],[102.0],[445.0],[197.0],[366.0],[277.0],[236.0],[236.0],[429.0],[17.0],[149.0],[149.0],[251.0],[276.0],[359.0],[359.0],[146.0],[320.0],[269.0],[445.0],[124.0],[235.0],[146.0],[89.0],[82.0],[125.0],[359.0],[282.0],[149.0],[89.0],[15.0],[124.0],[276.0],[313.0],[175.0],[52.0],[124.0],[102.0],[318.0],[320.0],[172.0],[276.0],[116.0],[124.0],[102.0],[452.0],[236.0],[236.0],[143.0],[236.0],[313.0],[360.0],[149.0],[288.0],[359.0],[365.0],[47.0],[117.0],[119.0],[282.0],[269.0],[235.0],[86.0],[249.0],[267.0],[249.0],[452.0],[340.0],[124.0],[236.0],[471.0],[96.0],[445.0],[359.0],[269.0],[236.0],[282.0],[146.0],[345.0],[340.0],[149.0],[124.0],[359.0],[450.0],[47.0],[441.0],[119.0],[485.0],[277.0],[445.0],[149.0],[313.0],[161.0],[146.0],[149.0],[236.0],[359.0]
4,[146.0],[146.0],[282.0],[112.0],[97.0],[256.0],[236.0],[313.0],[476.0],[485.0],[251.0],[102.0],[441.0],[498.0],[313.0],[17.0],[87.0],[236.0],[441.0],[445.0],[485.0],[236.0],[381.0],[106.0],[146.0],[264.0],[340.0],[250.0],[108.0],[407.0],[282.0],[2.0],[152.0],[149.0],[375.0],[432.0],[149.0],[318.0],[276.0],[113.0],[146.0],[55.0],[459.0],[288.0],[119.0],[282.0],[113.0],[174.0],[117.0],[359.0],[15.0],[117.0],[149.0],[118.0],[15.0],[167.0],[119.0],[15.0],[299.0],[372.0],[313.0],[276.0],[86.0],[149.0],[453.0],[390.0],[282.0],[282.0],[95.0],[148.0],[359.0],[452.0],[82.0],[286.0],[359.0],[320.0],[259.0],[52.0],[149.0],[146.0],[453.0],[189.0],[124.0],[445.0],[146.0],[320.0],[117.0],[269.0],[192.0],[124.0],[115.0],[149.0],[117.0],[470.0],[282.0],[93.0],[269.0],[320.0],[192.0],[82.0],[89.0],[313.0],[276.0],[276.0],[15.0],[375.0],[301.0],[282.0],[441.0],[359.0],[148.0],[400.0],[100.0],[149.0],[359.0],[146.0],[439.0],[119.0],[359.0],[89.0],[52.0],[365.0],[102.0],[365.0],[375.0]
5,[352.0],[236.0],[453.0],[340.0],[340.0],[176.0],[119.0],[359.0],[42.0],[453.0],[58.0],[320.0],[249.0],[445.0],[359.0],[267.0],[79.0],[445.0],[47.0],[82.0],[282.0],[58.0],[47.0],[378.0],[46.0],[191.0],[435.0],[455.0],[292.0],[442.0],[149.0],[153.0],[367.0],[100.0],[149.0],[151.0],[146.0],[439.0],[360.0],[15.0],[277.0],[445.0],[146.0],[441.0],[372.0],[350.0],[386.0],[119.0],[89.0],[320.0],[247.0],[242.0],[276.0],[134.0],[447.0],[445.0],[8.0],[276.0],[320.0],[149.0],[320.0],[113.0],[222.0],[235.0],[148.0],[276.0],[179.0],[359.0],[288.0],[235.0],[276.0],[89.0],[485.0],[276.0],[470.0],[16.0],[88.0],[107.0],[493.0],[470.0],[107.0],[484.0],[493.0],[242.0],[485.0],[276.0],[267.0],[149.0],[372.0],[174.0],[441.0],[146.0],[94.0],[149.0],[94.0],[203.0],[313.0],[485.0],[314.0],[325.0],[441.0],[276.0],[313.0],[146.0],[47.0],[277.0],[288.0],[318.0],[359.0],[100.0],[94.0],[47.0],[441.0],[247.0],[116.0],[320.0],[282.0],[174.0],[387.0],[372.0],[146.0],[493.0],[269.0],[146.0],[320.0]
6,[17.0],[56.0],[47.0],[441.0],[162.0],[305.0],[146.0],[493.0],[462.0],[276.0],[267.0],[282.0],[282.0],[441.0],[282.0],[124.0],[11.0],[320.0],[236.0],[485.0],[320.0],[267.0],[323.0],[314.0],[149.0],[240.0],[123.0],[25.0],[329.0],[171.0],[485.0],[436.0],[201.0],[235.0],[55.0],[375.0],[390.0],[313.0],[282.0],[151.0],[106.0],[439.0],[447.0],[386.0],[359.0],[196.0],[149.0],[453.0],[441.0],[236.0],[16.0],[269.0],[441.0],[162.0],[115.0],[33.0],[82.0],[148.0],[441.0],[441.0],[119.0],[269.0],[39.0],[196.0],[350.0],[52.0],[124.0],[116.0],[365.0],[466.0],[386.0],[439.0],[107.0],[320.0],[149.0],[277.0],[167.0],[119.0],[359.0],[17.0],[375.0],[55.0],[96.0],[320.0],[269.0],[174.0],[146.0],[148.0],[267.0],[134.0],[399.0],[116.0],[124.0],[359.0],[96.0],[380.0],[441.0],[149.0],[123.0],[146.0],[102.0],[453.0],[236.0],[445.0],[313.0],[445.0],[264.0],[267.0],[320.0],[267.0],[89.0],[102.0],[360.0],[359.0],[485.0],[113.0],[359.0],[151.0],[441.0],[124.0],[149.0],[102.0],[276.0],[299.0],[117.0]
7,[453.0],[360.0],[269.0],[296.0],[359.0],[360.0],[375.0],[151.0],[407.0],[277.0],[47.0],[359.0],[359.0],[96.0],[358.0],[485.0],[154.0],[485.0],[267.0],[441.0],[235.0],[485.0],[400.0],[436.0],[247.0],[86.0],[138.0],[122.0],[48.0],[310.0],[146.0],[418.0],[439.0],[236.0],[119.0],[453.0],[269.0],[269.0],[372.0],[251.0],[17.0],[236.0],[441.0],[282.0],[360.0],[119.0],[359.0],[485.0],[269.0],[247.0],[441.0],[282.0],[470.0],[59.0],[247.0],[276.0],[15.0],[235.0],[269.0],[485.0],[282.0],[470.0],[122.0],[445.0],[360.0],[359.0],[235.0],[251.0],[196.0],[106.0],[247.0],[318.0],[224.0],[441.0],[167.0],[119.0],[359.0],[146.0],[320.0],[313.0],[269.0],[353.0],[247.0],[47.0],[375.0],[267.0],[79.0],[89.0],[485.0],[277.0],[106.0],[493.0],[359.0],[236.0],[439.0],[388.0],[235.0],[148.0],[378.0],[131.0],[372.0],[119.0],[8.0],[269.0],[269.0],[102.0],[217.0],[372.0],[276.0],[441.0],[146.0],[405.0],[375.0],[251.0],[442.0],[282.0],[470.0],[149.0],[313.0],[299.0],[453.0],[242.0],[124.0],[15.0],[92.0]
8,[365.0],[249.0],[119.0],[442.0],[102.0],[14.0],[407.0],[441.0],[360.0],[282.0],[320.0],[441.0],[320.0],[359.0],[100.0],[306.0],[359.0],[90.0],[320.0],[453.0],[439.0],[359.0],[87.0],[13.0],[459.0],[39.0],[231.0],[217.0],[448.0],[156.0],[249.0],[462.0],[25.0],[432.0],[249.0],[267.0],[276.0],[282.0],[247.0],[276.0],[485.0],[17.0],[89.0],[89.0],[390.0],[117.0],[320.0],[55.0],[102.0],[441.0],[306.0],[247.0],[445.0],[43.0],[498.0],[485.0],[276.0],[172.0],[80.0],[277.0],[55.0],[249.0],[181.0],[372.0],[89.0],[117.0],[89.0],[470.0],[330.0],[94.0],[251.0],[276.0],[445.0],[89.0],[383.0],[149.0],[47.0],[267.0],[470.0],[276.0],[16.0],[134.0],[372.0],[390.0],[320.0],[119.0],[383.0],[247.0],[79.0],[359.0],[370.0],[359.0],[320.0],[179.0],[359.0],[170.0],[251.0],[102.0],[428.0],[206.0],[269.0],[485.0],[146.0],[148.0],[441.0],[249.0],[386.0],[276.0],[493.0],[282.0],[441.0],[249.0],[372.0],[390.0],[282.0],[359.0],[360.0],[15.0],[47.0],[485.0],[485.0],[106.0],[89.0],[485.0],[441.0]
9,[282.0],[277.0],[313.0],[365.0],[196.0],[435.0],[267.0],[117.0],[365.0],[247.0],[52.0],[149.0],[269.0],[100.0],[277.0],[47.0],[251.0],[117.0],[466.0],[452.0],[148.0],[116.0],[79.0],[150.0],[16.0],[321.0],[441.0],[332.0],[117.0],[416.0],[242.0],[170.0],[39.0],[113.0],[191.0],[146.0],[485.0],[121.0],[96.0],[313.0],[441.0],[485.0],[386.0],[249.0],[432.0],[247.0],[276.0],[179.0],[282.0],[282.0],[276.0],[434.0],[115.0],[309.0],[16.0],[365.0],[485.0],[282.0],[493.0],[282.0],[146.0],[115.0],[237.0],[161.0],[276.0],[149.0],[470.0],[276.0],[237.0],[149.0],[439.0],[470.0],[117.0],[282.0],[393.0],[102.0],[493.0],[359.0],[340.0],[238.0],[55.0],[232.0],[453.0],[15.0],[372.0],[459.0],[116.0],[453.0],[100.0],[148.0],[181.0],[470.0],[485.0],[282.0],[249.0],[247.0],[485.0],[94.0],[370.0],[342.0],[277.0],[89.0],[294.0],[69.0],[277.0],[365.0],[131.0],[313.0],[372.0],[313.0],[238.0],[96.0],[269.0],[485.0],[360.0],[459.0],[149.0],[36.0],[238.0],[282.0],[276.0],[17.0],[485.0],[372.0],[89.0]
