Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[383.0],[211.0],[400.0],[277.0],[57.0],[135.0],[481.0],[452.0],[395.0],[51.0],[51.0],[166.0],[51.0],[55.0],[69.0],[128.0],[95.0],[485.0],[401.0],[252.0],[188.0],[288.0],[202.0],[253.0],[63.0]
1,[33.0],[383.0],[119.0],[288.0],[119.0],[200.0],[166.0],[288.0],[211.0],[212.0],[240.0],[53.0],[195.0],[361.0],[78.0],[85.0],[16.0],[252.0],[119.0],[53.0],[54.0],[485.0],[45.0],[100.0],[55.0]
2,[255.0],[267.0],[126.0],[114.0],[49.0],[164.0],[267.0],[166.0],[6.0],[63.0],[439.0],[63.0],[135.0],[126.0],[408.0],[57.0],[86.0],[374.0],[98.0],[85.0],[14.0],[269.0],[225.0],[440.0],[185.0]
3,[113.0],[29.0],[432.0],[181.0],[232.0],[116.0],[145.0],[53.0],[116.0],[286.0],[187.0],[173.0],[439.0],[350.0],[38.0],[378.0],[14.0],[26.0],[199.0],[212.0],[119.0],[477.0],[370.0],[439.0],[48.0]
4,[21.0],[358.0],[349.0],[53.0],[290.0],[383.0],[441.0],[304.0],[37.0],[145.0],[37.0],[381.0],[225.0],[237.0],[51.0],[383.0],[35.0],[114.0],[279.0],[141.0],[375.0],[439.0],[53.0],[14.0],[116.0]
5,[211.0],[115.0],[221.0],[242.0],[354.0],[51.0],[439.0],[116.0],[172.0],[97.0],[435.0],[17.0],[119.0],[332.0],[84.0],[278.0],[240.0],[384.0],[496.0],[185.0],[306.0],[211.0],[166.0],[97.0],[447.0]
6,[381.0],[100.0],[378.0],[295.0],[201.0],[85.0],[127.0],[267.0],[113.0],[135.0],[116.0],[391.0],[204.0],[119.0],[232.0],[37.0],[160.0],[113.0],[117.0],[441.0],[388.0],[14.0],[194.0],[198.0],[228.0]
7,[409.0],[294.0],[496.0],[51.0],[78.0],[131.0],[485.0],[252.0],[432.0],[247.0],[119.0],[423.0],[77.0],[290.0],[439.0],[420.0],[115.0],[21.0],[232.0],[496.0],[115.0],[40.0],[116.0],[430.0],[493.0]
8,[485.0],[439.0],[63.0],[485.0],[496.0],[375.0],[28.0],[381.0],[447.0],[383.0],[33.0],[93.0],[209.0],[267.0],[95.0],[113.0],[309.0],[60.0],[388.0],[452.0],[2.0],[372.0],[52.0],[496.0],[13.0]
9,[170.0],[479.0],[375.0],[232.0],[166.0],[239.0],[330.0],[33.0],[232.0],[386.0],[460.0],[318.0],[240.0],[187.0],[175.0],[485.0],[47.0],[453.0],[113.0],[126.0],[69.0],[479.0],[496.0],[477.0],[407.0]
10,[447.0],[441.0],[490.0],[484.0],[93.0],[194.0],[375.0],[228.0],[290.0],[80.0],[131.0],[479.0],[54.0],[268.0],[33.0],[336.0],[441.0],[459.0],[125.0],[84.0],[279.0],[448.0],[447.0],[53.0],[166.0]
