Iteration,Sim_0,Sim_1,Sim_2
0,[1081.0],[1435.0],[480.0]
1,[1574.0],[92.0],[1079.0]
2,[151.0],[1244.0],[1434.0]
3,[480.0],[1574.0],[151.0]
4,[1244.0],[1079.0],[1235.0]
5,[291.0],[652.0],[723.0]
6,[614.0],[33.0],[1017.0]
7,[861.0],[1570.0],[501.0]
8,[33.0],[889.0],[1570.0]
9,[181.0],[1131.0],[324.0]
10,[325.0],[1558.0],[378.0]
11,[1558.0],[515.0],[861.0]
12,[649.0],[861.0],[515.0]
13,[378.0],[795.0],[911.0]
14,[258.0],[730.0],[1299.0]
15,[94.0],[13.0],[281.0]
16,[15.0],[1235.0],[649.0]
17,[591.0],[1114.0],[923.0]
18,[639.0],[502.0],[258.0]
19,[1299.0],[723.0],[396.0]
20,[501.0],[324.0],[591.0]
21,[92.0],[651.0],[92.0]
22,[651.0],[672.0],[201.0]
23,[515.0],[38.0],[169.0]
24,[837.0],[226.0],[42.0]
25,[889.0],[1367.0],[1114.0]
26,[1321.0],[837.0],[1288.0]
27,[42.0],[595.0],[614.0]
28,[1296.0],[776.0],[1371.0]
29,[917.0],[291.0],[837.0]
30,[916.0],[710.0],[120.0]
31,[442.0],[1371.0],[198.0]
32,[730.0],[557.0],[584.0]
33,[710.0],[378.0],[291.0]
34,[568.0],[608.0],[982.0]
35,[339.0],[483.0],[538.0]
36,[281.0],[339.0],[19.0]
37,[567.0],[79.0],[1090.0]
38,[1374.0],[633.0],[339.0]
39,[79.0],[467.0],[1207.0]
40,[584.0],[625.0],[274.0]
41,[43.0],[1296.0],[147.0]
42,[608.0],[240.0],[705.0]
43,[1570.0],[1166.0],[366.0]
44,[926.0],[916.0],[79.0]
45,[1207.0],[1207.0],[494.0]
46,[366.0],[1588.0],[1038.0]
47,[163.0],[354.0],[889.0]
48,[544.0],[1358.0],[776.0]
49,[46.0],[1403.0],[1316.0]
50,[147.0],[1470.0],[1176.0]
51,[1038.0],[998.0],[350.0]
52,[198.0],[1589.0],[347.0]
53,[633.0],[510.0],[882.0]
54,[463.0],[1111.0],[633.0]
55,[1090.0],[345.0],[926.0]
56,[1226.0],[923.0],[1558.0]
57,[625.0],[1289.0],[1269.0]
58,[645.0],[1226.0],[413.0]
59,[689.0],[463.0],[243.0]
60,[795.0],[946.0],[795.0]
61,[1256.0],[347.0],[1295.0]
62,[38.0],[279.0],[15.0]
63,[57.0],[120.0],[1231.0]
64,[1158.0],[1514.0],[558.0]
65,[1403.0],[522.0],[338.0]
66,[1043.0],[690.0],[689.0]
67,[409.0],[833.0],[568.0]
68,[346.0],[678.0],[1126.0]
69,[1367.0],[1126.0],[1043.0]
70,[1389.0],[882.0],[1226.0]
71,[375.0],[1316.0],[39.0]
72,[523.0],[1456.0],[1367.0]
73,[833.0],[584.0],[522.0]
74,[432.0],[289.0],[408.0]
75,[120.0],[1299.0],[1256.0]
76,[777.0],[125.0],[624.0]
77,[1143.0],[109.0],[1412.0]
78,[543.0],[556.0],[609.0]
79,[1198.0],[57.0],[639.0]
80,[522.0],[249.0],[833.0]
81,[274.0],[650.0],[130.0]
82,[538.0],[780.0],[1515.0]
83,[169.0],[83.0],[595.0]
