Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[185.0],[679.0],[623.0],[887.0],[855.0],[631.0],[958.0],[128.0],[345.0],[267.0],[114.0],[712.0],[108.0],[1472.0],[731.0],[349.0],[318.0],[520.0],[966.0],[733.0],[1009.0],[135.0],[469.0],[668.0],[1188.0]
1,[1394.0],[1588.0],[54.0],[1039.0],[569.0],[1168.0],[1188.0],[1471.0],[177.0],[817.0],[635.0],[349.0],[54.0],[1552.0],[267.0],[16.0],[75.0],[978.0],[471.0],[537.0],[348.0],[856.0],[424.0],[12.0],[679.0]
2,[161.0],[1141.0],[487.0],[1510.0],[528.0],[75.0],[877.0],[944.0],[710.0],[75.0],[439.0],[740.0],[348.0],[1069.0],[115.0],[76.0],[1467.0],[349.0],[615.0],[469.0],[296.0],[108.0],[161.0],[1451.0],[994.0]
3,[530.0],[1036.0],[1588.0],[351.0],[887.0],[1058.0],[348.0],[1198.0],[853.0],[55.0],[668.0],[1394.0],[1233.0],[268.0],[678.0],[1215.0],[1413.0],[1552.0],[1258.0],[290.0],[1598.0],[1423.0],[75.0],[609.0],[623.0]
4,[54.0],[1598.0],[535.0],[1504.0],[49.0],[668.0],[1360.0],[1552.0],[49.0],[114.0],[852.0],[1598.0],[1312.0],[22.0],[1233.0],[114.0],[535.0],[1351.0],[75.0],[107.0],[69.0],[49.0],[691.0],[912.0],[526.0]
5,[1452.0],[1423.0],[1085.0],[571.0],[69.0],[1413.0],[268.0],[1542.0],[1046.0],[1.0],[69.0],[962.0],[958.0],[1001.0],[1188.0],[1141.0],[192.0],[47.0],[796.0],[213.0],[786.0],[1132.0],[370.0],[643.0],[49.0]
6,[1127.0],[963.0],[679.0],[1379.0],[1504.0],[346.0],[679.0],[439.0],[320.0],[1578.0],[978.0],[936.0],[170.0],[192.0],[493.0],[1256.0],[537.0],[1001.0],[534.0],[1467.0],[1069.0],[623.0],[1130.0],[1136.0],[528.0]
7,[528.0],[958.0],[1510.0],[393.0],[1008.0],[648.0],[678.0],[487.0],[1510.0],[185.0],[1.0],[1233.0],[185.0],[1588.0],[978.0],[1048.0],[784.0],[149.0],[527.0],[1377.0],[958.0],[1273.0],[1413.0],[1522.0],[1504.0]
8,[755.0],[1456.0],[919.0],[537.0],[1219.0],[1312.0],[424.0],[1036.0],[842.0],[799.0],[108.0],[775.0],[1153.0],[700.0],[466.0],[1426.0],[350.0],[499.0],[341.0],[76.0],[351.0],[960.0],[1090.0],[426.0],[722.0]
9,[469.0],[919.0],[304.0],[526.0],[1356.0],[635.0],[623.0],[527.0],[213.0],[875.0],[615.0],[420.0],[426.0],[346.0],[1169.0],[488.0],[593.0],[135.0],[1233.0],[22.0],[74.0],[589.0],[958.0],[768.0],[68.0]
10,[1460.0],[499.0],[161.0],[1008.0],[1503.0],[393.0],[919.0],[543.0],[1508.0],[726.0],[781.0],[1301.0],[1508.0],[1504.0],[862.0],[1508.0],[783.0],[1135.0],[276.0],[100.0],[535.0],[958.0],[287.0],[1470.0],[1130.0]
11,[1508.0],[1508.0],[371.0],[465.0],[75.0],[56.0],[668.0],[609.0],[128.0],[954.0],[793.0],[282.0],[1588.0],[609.0],[635.0],[1552.0],[934.0],[740.0],[114.0],[20.0],[641.0],[466.0],[1219.0],[679.0],[1008.0]
12,[114.0],[989.0],[1385.0],[653.0],[439.0],[1483.0],[593.0],[1226.0],[1451.0],[887.0],[919.0],[623.0],[609.0],[958.0],[922.0],[20.0],[56.0],[216.0],[361.0],[615.0],[955.0],[1470.0],[1571.0],[350.0],[593.0]
