Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
0,101.91143417358398,430.4947385787964,519.8216228485107,136.71593928337097,404.2324273586273,202.0170156955719,404.342045545578,405.4730269908905,405.41911911964417,404.7997808456421,404.20181107521057,405.91524958610535,69.35319638252258,68.0715582370758,64.76884007453918,302.0057554244995,403.7371332645416
1,131.07730054855347,866.3484754562378,1731.96009683609,168.6491482257843,933.0973148345947,228.94151711463928,944.4215974807739,939.5338492393494,936.211578130722,951.1116354465485,946.923442363739,905.6353147029877,81.73695158958435,97.23816919326782,66.07498526573181,456.21616864204407,950.863195180893
2,102.90196371078491,828.4021503925323,1824.687907218933,173.15648293495178,1026.2134845256805,234.70287084579468,1023.8453633785248,1017.5884742736816,994.3292829990387,1016.9597475528717,1019.6931748390198,912.4051029682159,86.79152750968933,80.38956570625305,68.43727350234985,473.3284888267517,1021.9484262466431
3,103.61626434326172,504.25219917297363,689.7252209186554,144.73871231079102,488.61708521842957,209.01045894622803,486.8156316280365,483.97455382347107,487.7845721244812,486.1220281124115,486.4700016975403,483.8324670791626,77.06706881523132,71.91168189048767,65.70600271224976,329.86896276474,488.1593680381775
4,101.1218831539154,659.9786028862,1201.1891510486603,156.26074147224426,748.8622283935547,219.46543145179749,739.5452601909637,737.5472476482391,733.5631341934204,739.2073602676392,742.4314968585968,719.7859268188477,73.94504308700562,72.38103818893433,65.70331740379333,407.87887024879456,748.5654766559601
5,100.35438990592957,557.563187122345,752.0676019191742,150.01170873641968,548.9023733139038,219.5928556919098,540.191394329071,551.2658593654633,566.241530418396,537.4711496829987,540.9857971668243,554.1484272480011,69.93608498573303,67.33549356460571,67.93167638778687,347.7954149246216,545.867374420166
6,101.33194398880005,541.24542927742,645.1428189277649,144.92157220840454,493.10120153427124,209.8514437675476,493.2597370147705,495.69412207603455,518.4392430782318,499.10806250572205,497.9966778755188,521.0592386722565,68.46405744552612,67.14739871025085,64.06536936759949,328.87197375297546,494.0658371448517
7,108.50634384155273,917.0873987674713,1647.6106674671173,174.30466389656067,942.0998299121857,260.825888633728,934.6938917636871,928.1669673919678,941.7082650661469,934.3406779766083,939.2484750747681,991.7064118385315,88.70441579818726,82.27639555931091,75.87046456336975,472.41592836380005,939.0996453762054
8,147.4764049053192,642.4268786907196,1003.6526346206665,150.93585443496704,678.6235072612762,220.49294471740723,623.118350982666,612.7379777431488,612.6787712574005,618.2526004314423,632.3550670146942,611.4956424236298,70.17897367477417,70.2614598274231,64.6704933643341,375.39641976356506,636.2796931266785
9,105.36657857894897,843.4270722866058,1673.6610841751099,179.31580233573914,941.7774078845978,231.3687527179718,946.2645382881165,945.93457198143,944.80952501297,954.9017059803009,943.7889590263367,904.4068222045898,159.91781663894653,116.92115473747253,70.93686938285828,446.4647889137268,946.7437138557434
10,105.13059043884277,772.2237091064453,1444.1926538944244,172.3033800125122,840.7727150917053,233.62217259407043,823.6102409362793,763.8784213066101,763.8154420852661,806.6281208992004,832.2503297328949,771.1806316375732,74.10592412948608,73.09204745292664,66.71659445762634,450.27183842658997,835.1730811595917
