Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[262.0],[209.0],[209.0],[262.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[262.0],[471.0],[262.0],[209.0],[209.0],[209.0],[262.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[429.0],[209.0],[209.0],[209.0],[209.0],[209.0],[33.0],[209.0],[209.0],[646.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[38.0],[209.0],[478.0],[209.0],[646.0],[478.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[400.0],[209.0],[209.0],[209.0],[209.0],[526.0],[209.0],[262.0],[209.0],[502.0],[209.0],[209.0]
1,[209.0],[478.0],[262.0],[209.0],[209.0],[262.0],[262.0],[262.0],[262.0],[262.0],[209.0],[262.0],[478.0],[262.0],[977.0],[209.0],[471.0],[262.0],[262.0],[262.0],[209.0],[209.0],[478.0],[478.0],[262.0],[478.0],[262.0],[262.0],[209.0],[262.0],[209.0],[478.0],[478.0],[262.0],[544.0],[478.0],[209.0],[262.0],[262.0],[209.0],[262.0],[262.0],[262.0],[478.0],[262.0],[262.0],[262.0],[478.0],[209.0],[262.0],[262.0],[614.0],[604.0],[262.0],[262.0],[262.0],[209.0],[262.0],[478.0],[478.0],[262.0],[478.0],[262.0],[262.0],[478.0],[478.0],[478.0],[209.0],[262.0],[209.0],[262.0],[614.0],[478.0],[262.0],[262.0],[262.0],[478.0],[478.0],[668.0],[478.0],[209.0],[478.0],[125.0],[189.0],[478.0],[262.0],[292.0],[262.0],[471.0],[478.0],[209.0],[209.0],[262.0],[209.0],[262.0],[209.0],[382.0],[478.0],[262.0],[478.0],[262.0],[323.0],[668.0],[262.0],[262.0],[209.0],[262.0],[262.0],[880.0],[262.0],[478.0],[262.0],[209.0],[209.0],[262.0],[262.0],[262.0],[262.0],[262.0],[478.0],[646.0],[478.0],[209.0],[478.0],[262.0]
2,[646.0],[262.0],[646.0],[646.0],[977.0],[646.0],[471.0],[478.0],[525.0],[478.0],[668.0],[179.0],[262.0],[478.0],[209.0],[478.0],[533.0],[646.0],[646.0],[880.0],[646.0],[646.0],[262.0],[262.0],[74.0],[262.0],[478.0],[944.0],[646.0],[646.0],[262.0],[262.0],[262.0],[478.0],[262.0],[262.0],[262.0],[993.0],[179.0],[262.0],[478.0],[478.0],[478.0],[262.0],[478.0],[755.0],[117.0],[538.0],[646.0],[646.0],[646.0],[262.0],[262.0],[478.0],[646.0],[478.0],[179.0],[478.0],[654.0],[262.0],[478.0],[262.0],[544.0],[646.0],[262.0],[262.0],[262.0],[933.0],[179.0],[646.0],[430.0],[262.0],[382.0],[646.0],[646.0],[668.0],[977.0],[262.0],[37.0],[262.0],[646.0],[262.0],[478.0],[478.0],[262.0],[478.0],[149.0],[478.0],[323.0],[880.0],[179.0],[478.0],[646.0],[262.0],[478.0],[478.0],[79.0],[262.0],[478.0],[262.0],[646.0],[262.0],[209.0],[478.0],[575.0],[646.0],[471.0],[646.0],[262.0],[646.0],[262.0],[478.0],[646.0],[478.0],[755.0],[478.0],[478.0],[646.0],[209.0],[122.0],[209.0],[262.0],[478.0],[262.0],[478.0]
3,[630.0],[308.0],[478.0],[236.0],[478.0],[478.0],[755.0],[117.0],[296.0],[223.0],[179.0],[646.0],[20.0],[977.0],[478.0],[575.0],[449.0],[478.0],[471.0],[709.0],[471.0],[520.0],[496.0],[501.0],[113.0],[566.0],[668.0],[574.0],[478.0],[755.0],[646.0],[544.0],[608.0],[646.0],[462.0],[906.0],[244.0],[646.0],[646.0],[977.0],[544.0],[646.0],[715.0],[630.0],[646.0],[646.0],[646.0],[262.0],[977.0],[668.0],[478.0],[646.0],[478.0],[646.0],[204.0],[646.0],[110.0],[575.0],[262.0],[678.0],[646.0],[583.0],[400.0],[478.0],[179.0],[954.0],[646.0],[654.0],[646.0],[668.0],[478.0],[646.0],[262.0],[668.0],[668.0],[79.0],[654.0],[738.0],[209.0],[767.0],[668.0],[100.0],[708.0],[262.0],[668.0],[933.0],[179.0],[646.0],[262.0],[262.0],[471.0],[262.0],[668.0],[646.0],[705.0],[113.0],[65.0],[74.0],[471.0],[572.0],[478.0],[478.0],[478.0],[646.0],[179.0],[442.0],[271.0],[668.0],[889.0],[544.0],[977.0],[74.0],[478.0],[262.0],[478.0],[646.0],[646.0],[471.0],[646.0],[583.0],[740.0],[738.0],[262.0],[568.0],[646.0]
4,[478.0],[646.0],[382.0],[838.0],[113.0],[977.0],[478.0],[646.0],[478.0],[306.0],[471.0],[74.0],[789.0],[646.0],[79.0],[179.0],[544.0],[975.0],[221.0],[478.0],[478.0],[478.0],[809.0],[45.0],[909.0],[220.0],[544.0],[646.0],[236.0],[285.0],[759.0],[646.0],[646.0],[501.0],[478.0],[646.0],[751.0],[668.0],[668.0],[478.0],[74.0],[869.0],[892.0],[646.0],[575.0],[478.0],[478.0],[977.0],[635.0],[74.0],[614.0],[478.0],[646.0],[641.0],[478.0],[501.0],[478.0],[646.0],[977.0],[410.0],[668.0],[646.0],[478.0],[471.0],[894.0],[646.0],[880.0],[478.0],[830.0],[478.0],[909.0],[266.0],[646.0],[74.0],[179.0],[478.0],[262.0],[16.0],[708.0],[646.0],[179.0],[25.0],[262.0],[575.0],[654.0],[646.0],[262.0],[13.0],[478.0],[74.0],[544.0],[646.0],[478.0],[822.0],[544.0],[909.0],[429.0],[977.0],[460.0],[646.0],[668.0],[418.0],[977.0],[460.0],[204.0],[126.0],[614.0],[708.0],[909.0],[708.0],[880.0],[646.0],[236.0],[74.0],[62.0],[113.0],[471.0],[478.0],[471.0],[903.0],[604.0],[646.0],[544.0],[113.0],[668.0]
5,[871.0],[502.0],[412.0],[405.0],[442.0],[668.0],[49.0],[179.0],[511.0],[646.0],[740.0],[79.0],[646.0],[583.0],[880.0],[262.0],[646.0],[179.0],[755.0],[315.0],[130.0],[597.0],[179.0],[646.0],[471.0],[364.0],[179.0],[668.0],[614.0],[460.0],[478.0],[420.0],[864.0],[740.0],[954.0],[382.0],[197.0],[977.0],[74.0],[442.0],[822.0],[498.0],[646.0],[113.0],[857.0],[668.0],[668.0],[79.0],[461.0],[478.0],[236.0],[311.0],[807.0],[708.0],[575.0],[668.0],[583.0],[880.0],[471.0],[74.0],[327.0],[505.0],[608.0],[575.0],[139.0],[232.0],[471.0],[460.0],[668.0],[74.0],[485.0],[478.0],[74.0],[755.0],[630.0],[977.0],[285.0],[646.0],[478.0],[525.0],[382.0],[646.0],[399.0],[762.0],[471.0],[14.0],[646.0],[668.0],[115.0],[471.0],[252.0],[179.0],[575.0],[668.0],[220.0],[544.0],[262.0],[646.0],[79.0],[583.0],[74.0],[261.0],[869.0],[544.0],[646.0],[478.0],[567.0],[478.0],[478.0],[478.0],[236.0],[575.0],[142.0],[471.0],[646.0],[933.0],[600.0],[583.0],[478.0],[179.0],[710.0],[236.0],[113.0],[623.0],[236.0]
6,[567.0],[739.0],[74.0],[74.0],[471.0],[460.0],[501.0],[275.0],[220.0],[583.0],[544.0],[245.0],[220.0],[708.0],[125.0],[295.0],[110.0],[167.0],[478.0],[382.0],[776.0],[465.0],[74.0],[829.0],[179.0],[444.0],[74.0],[179.0],[789.0],[478.0],[977.0],[740.0],[62.0],[499.0],[487.0],[502.0],[79.0],[933.0],[442.0],[654.0],[20.0],[382.0],[179.0],[961.0],[445.0],[74.0],[471.0],[471.0],[668.0],[544.0],[79.0],[977.0],[847.0],[568.0],[87.0],[74.0],[933.0],[693.0],[646.0],[977.0],[44.0],[74.0],[169.0],[225.0],[646.0],[537.0],[452.0],[977.0],[650.0],[740.0],[117.0],[265.0],[984.0],[236.0],[74.0],[614.0],[767.0],[614.0],[252.0],[26.0],[412.0],[896.0],[20.0],[975.0],[74.0],[614.0],[668.0],[74.0],[654.0],[544.0],[478.0],[250.0],[906.0],[471.0],[326.0],[382.0],[755.0],[544.0],[250.0],[708.0],[460.0],[687.0],[875.0],[880.0],[668.0],[740.0],[494.0],[583.0],[272.0],[639.0],[125.0],[643.0],[880.0],[991.0],[501.0],[108.0],[822.0],[946.0],[220.0],[262.0],[271.0],[668.0],[125.0],[646.0],[740.0]
7,[749.0],[430.0],[889.0],[723.0],[978.0],[566.0],[793.0],[575.0],[275.0],[675.0],[646.0],[526.0],[544.0],[570.0],[608.0],[117.0],[708.0],[668.0],[571.0],[179.0],[822.0],[190.0],[575.0],[179.0],[544.0],[179.0],[603.0],[74.0],[896.0],[177.0],[668.0],[965.0],[67.0],[122.0],[575.0],[400.0],[478.0],[199.0],[132.0],[745.0],[178.0],[668.0],[700.0],[437.0],[281.0],[544.0],[236.0],[460.0],[478.0],[282.0],[762.0],[668.0],[668.0],[614.0],[197.0],[740.0],[646.0],[396.0],[110.0],[646.0],[471.0],[367.0],[369.0],[608.0],[914.0],[977.0],[583.0],[471.0],[977.0],[220.0],[259.0],[903.0],[471.0],[525.0],[575.0],[199.0],[646.0],[426.0],[977.0],[630.0],[471.0],[544.0],[323.0],[922.0],[544.0],[100.0],[110.0],[544.0],[642.0],[125.0],[646.0],[977.0],[880.0],[987.0],[933.0],[79.0],[442.0],[106.0],[271.0],[959.0],[977.0],[646.0],[682.0],[37.0],[525.0],[614.0],[646.0],[754.0],[232.0],[704.0],[762.0],[125.0],[74.0],[544.0],[140.0],[420.0],[742.0],[110.0],[943.0],[382.0],[478.0],[113.0],[646.0],[346.0],[113.0]
8,[544.0],[123.0],[880.0],[544.0],[909.0],[62.0],[631.0],[111.0],[646.0],[731.0],[65.0],[828.0],[979.0],[445.0],[646.0],[740.0],[314.0],[314.0],[284.0],[491.0],[675.0],[471.0],[928.0],[361.0],[646.0],[646.0],[831.0],[544.0],[62.0],[74.0],[575.0],[179.0],[693.0],[880.0],[646.0],[895.0],[802.0],[461.0],[583.0],[170.0],[79.0],[20.0],[668.0],[79.0],[755.0],[614.0],[396.0],[654.0],[382.0],[817.0],[977.0],[975.0],[933.0],[764.0],[933.0],[623.0],[400.0],[374.0],[220.0],[471.0],[95.0],[606.0],[898.0],[719.0],[2.0],[114.0],[491.0],[575.0],[591.0],[158.0],[646.0],[54.0],[897.0],[676.0],[227.0],[141.0],[728.0],[388.0],[471.0],[324.0],[800.0],[965.0],[646.0],[646.0],[14.0],[887.0],[284.0],[284.0],[646.0],[646.0],[668.0],[471.0],[784.0],[568.0],[924.0],[179.0],[738.0],[775.0],[125.0],[74.0],[13.0],[779.0],[30.0],[866.0],[478.0],[117.0],[478.0],[62.0],[784.0],[552.0],[646.0],[256.0],[20.0],[635.0],[575.0],[40.0],[668.0],[17.0],[977.0],[263.0],[857.0],[285.0],[382.0],[668.0],[38.0]
9,[179.0],[571.0],[103.0],[79.0],[646.0],[894.0],[220.0],[125.0],[775.0],[253.0],[496.0],[252.0],[995.0],[191.0],[575.0],[35.0],[125.0],[74.0],[488.0],[501.0],[260.0],[762.0],[873.0],[74.0],[740.0],[460.0],[271.0],[727.0],[964.0],[392.0],[38.0],[873.0],[179.0],[544.0],[136.0],[822.0],[687.0],[478.0],[658.0],[866.0],[622.0],[977.0],[632.0],[139.0],[933.0],[415.0],[55.0],[608.0],[544.0],[723.0],[179.0],[74.0],[589.0],[251.0],[441.0],[179.0],[271.0],[668.0],[488.0],[446.0],[784.0],[620.0],[889.0],[179.0],[202.0],[668.0],[961.0],[583.0],[37.0],[544.0],[575.0],[223.0],[654.0],[501.0],[530.0],[325.0],[85.0],[873.0],[583.0],[479.0],[642.0],[537.0],[955.0],[759.0],[571.0],[507.0],[478.0],[204.0],[740.0],[941.0],[522.0],[146.0],[635.0],[708.0],[961.0],[704.0],[977.0],[568.0],[821.0],[275.0],[261.0],[179.0],[79.0],[953.0],[630.0],[475.0],[544.0],[630.0],[293.0],[755.0],[220.0],[13.0],[544.0],[220.0],[12.0],[668.0],[382.0],[156.0],[147.0],[393.0],[403.0],[130.0],[236.0],[993.0],[74.0]
