Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[74.0],[646.0],[544.0],[985.0],[113.0],[646.0],[630.0],[544.0],[262.0],[179.0],[74.0],[646.0],[614.0],[262.0],[646.0],[478.0],[179.0],[762.0],[262.0],[179.0],[708.0],[869.0],[74.0],[646.0],[668.0]
1,[179.0],[894.0],[179.0],[71.0],[646.0],[478.0],[179.0],[79.0],[668.0],[13.0],[708.0],[478.0],[387.0],[646.0],[323.0],[262.0],[646.0],[869.0],[668.0],[544.0],[179.0],[646.0],[179.0],[575.0],[179.0]
2,[382.0],[761.0],[79.0],[471.0],[374.0],[397.0],[437.0],[478.0],[209.0],[583.0],[478.0],[808.0],[382.0],[141.0],[209.0],[429.0],[941.0],[421.0],[478.0],[583.0],[854.0],[478.0],[382.0],[661.0],[933.0]
3,[822.0],[755.0],[822.0],[14.0],[800.0],[507.0],[583.0],[654.0],[659.0],[394.0],[629.0],[880.0],[624.0],[478.0],[76.0],[668.0],[822.0],[471.0],[179.0],[889.0],[525.0],[967.0],[822.0],[478.0],[822.0]
4,[975.0],[740.0],[262.0],[262.0],[740.0],[755.0],[79.0],[262.0],[478.0],[789.0],[654.0],[575.0],[478.0],[424.0],[471.0],[654.0],[471.0],[478.0],[975.0],[624.0],[501.0],[471.0],[221.0],[392.0],[436.0]
5,[262.0],[250.0],[429.0],[606.0],[471.0],[471.0],[141.0],[429.0],[534.0],[262.0],[525.0],[837.0],[909.0],[676.0],[478.0],[978.0],[209.0],[583.0],[471.0],[415.0],[151.0],[569.0],[262.0],[262.0],[285.0]
6,[209.0],[86.0],[961.0],[457.0],[571.0],[250.0],[684.0],[220.0],[831.0],[869.0],[624.0],[225.0],[171.0],[285.0],[487.0],[266.0],[708.0],[262.0],[775.0],[933.0],[614.0],[262.0],[282.0],[1.0],[209.0]
7,[837.0],[471.0],[33.0],[959.0],[262.0],[262.0],[209.0],[575.0],[977.0],[209.0],[262.0],[79.0],[262.0],[977.0],[262.0],[220.0],[561.0],[382.0],[480.0],[209.0],[977.0],[583.0],[670.0],[79.0],[262.0]
8,[323.0],[262.0],[737.0],[901.0],[447.0],[627.0],[262.0],[779.0],[614.0],[933.0],[373.0],[583.0],[13.0],[315.0],[568.0],[800.0],[262.0],[209.0],[219.0],[420.0],[754.0],[179.0],[209.0],[544.0],[594.0]
9,[211.0],[497.0],[209.0],[706.0],[464.0],[209.0],[420.0],[209.0],[800.0],[786.0],[399.0],[854.0],[372.0],[209.0],[243.0],[471.0],[215.0],[436.0],[209.0],[838.0],[262.0],[209.0],[323.0],[209.0],[323.0]
10,[96.0],[209.0],[575.0],[179.0],[179.0],[571.0],[388.0],[203.0],[571.0],[892.0],[471.0],[262.0],[179.0],[564.0],[501.0],[110.0],[793.0],[522.0],[894.0],[308.0],[531.0],[396.0],[478.0],[225.0],[609.0]
11,[352.0],[847.0],[323.0],[382.0],[209.0],[808.0],[412.0],[646.0],[673.0],[646.0],[209.0],[544.0],[19.0],[854.0],[583.0],[209.0],[838.0],[622.0],[707.0],[478.0],[478.0],[263.0],[860.0],[482.0],[977.0]
12,[886.0],[14.0],[478.0],[854.0],[869.0],[404.0],[478.0],[314.0],[525.0],[478.0],[220.0],[704.0],[209.0],[875.0],[564.0],[842.0],[709.0],[234.0],[880.0],[20.0],[314.0],[786.0],[977.0],[888.0],[478.0]
13,[478.0],[491.0],[677.0],[898.0],[784.0],[847.0],[740.0],[635.0],[954.0],[412.0],[491.0],[209.0],[718.0],[142.0],[913.0],[425.0],[478.0],[530.0],[909.0],[566.0],[862.0],[20.0],[790.0],[220.0],[578.0]
14,[128.0],[544.0],[880.0],[460.0],[808.0],[136.0],[989.0],[804.0],[223.0],[738.0],[520.0],[390.0],[428.0],[121.0],[100.0],[544.0],[704.0],[300.0],[842.0],[399.0],[285.0],[544.0],[489.0],[869.0],[283.0]
15,[977.0],[904.0],[646.0],[761.0],[734.0],[520.0],[113.0],[176.0],[290.0],[113.0],[255.0],[252.0],[977.0],[537.0],[544.0],[17.0],[232.0],[544.0],[275.0],[113.0],[875.0],[709.0],[880.0],[742.0],[470.0]
16,[894.0],[628.0],[526.0],[474.0],[239.0],[825.0],[382.0],[568.0],[220.0],[117.0],[285.0],[62.0],[677.0],[886.0],[169.0],[460.0],[486.0],[715.0],[205.0],[718.0],[822.0],[689.0],[14.0],[8.0],[677.0]
17,[880.0],[234.0],[103.0],[740.0],[220.0],[420.0],[282.0],[710.0],[307.0],[314.0],[869.0],[538.0],[869.0],[220.0],[223.0],[230.0],[880.0],[179.0],[337.0],[646.0],[896.0],[968.0],[627.0],[750.0],[880.0]
18,[608.0],[903.0],[399.0],[544.0],[544.0],[544.0],[569.0],[896.0],[147.0],[597.0],[709.0],[179.0],[999.0],[937.0],[385.0],[38.0],[544.0],[273.0],[544.0],[872.0],[985.0],[234.0],[729.0],[283.0],[300.0]
19,[255.0],[513.0],[982.0],[526.0],[761.0],[754.0],[124.0],[125.0],[491.0],[608.0],[137.0],[893.0],[873.0],[363.0],[743.0],[643.0],[473.0],[236.0],[639.0],[709.0],[922.0],[501.0],[79.0],[854.0],[740.0]
20,[471.0],[430.0],[657.0],[838.0],[14.0],[817.0],[199.0],[257.0],[471.0],[442.0],[415.0],[568.0],[809.0],[869.0],[26.0],[627.0],[886.0],[444.0],[307.0],[966.0],[575.0],[235.0],[272.0],[502.0],[671.0]
21,[260.0],[756.0],[854.0],[664.0],[624.0],[819.0],[617.0],[614.0],[664.0],[234.0],[544.0],[32.0],[290.0],[757.0],[16.0],[307.0],[460.0],[496.0],[664.0],[340.0],[947.0],[737.0],[609.0],[954.0],[33.0]
22,[79.0],[838.0],[568.0],[242.0],[244.0],[960.0],[489.0],[910.0],[460.0],[167.0],[817.0],[623.0],[822.0],[430.0],[894.0],[520.0],[340.0],[614.0],[572.0],[150.0],[288.0],[29.0],[254.0],[179.0],[91.0]
23,[132.0],[830.0],[428.0],[56.0],[994.0],[781.0],[444.0],[529.0],[236.0],[522.0],[552.0],[790.0],[525.0],[179.0],[170.0],[614.0],[378.0],[740.0],[525.0],[195.0],[732.0],[555.0],[617.0],[114.0],[889.0]
24,[12.0],[972.0],[296.0],[160.0],[248.0],[158.0],[122.0],[82.0],[758.0],[577.0],[734.0],[434.0],[471.0],[729.0],[253.0],[416.0],[608.0],[598.0],[933.0],[460.0],[77.0],[498.0],[571.0],[808.0],[746.0]
25,[978.0],[384.0],[541.0],[558.0],[285.0],[568.0],[712.0],[179.0],[629.0],[817.0],[614.0],[180.0],[236.0],[221.0],[934.0],[179.0],[533.0],[141.0],[643.0],[909.0],[196.0],[444.0],[961.0],[518.0],[460.0]
26,[564.0],[285.0],[343.0],[404.0],[933.0],[382.0],[460.0],[460.0],[717.0],[830.0],[490.0],[708.0],[399.0],[614.0],[933.0],[933.0],[79.0],[290.0],[79.0],[883.0],[869.0],[896.0],[471.0],[975.0],[70.0]
27,[920.0],[677.0],[738.0],[672.0],[196.0],[596.0],[399.0],[708.0],[517.0],[471.0],[321.0],[830.0],[223.0],[451.0],[64.0],[489.0],[759.0],[928.0],[461.0],[117.0],[16.0],[827.0],[999.0],[708.0],[125.0]
