Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[304.0],[634.0],[25.0],[262.0],[28.0],[607.0],[635.0],[787.0],[544.0],[431.0],[260.0],[844.0],[445.0],[30.0],[262.0],[684.0],[857.0],[850.0],[492.0],[668.0],[478.0],[83.0],[247.0],[254.0],[559.0]
1,[441.0],[831.0],[197.0],[977.0],[930.0],[430.0],[854.0],[683.0],[442.0],[725.0],[327.0],[652.0],[222.0],[193.0],[646.0],[137.0],[337.0],[858.0],[283.0],[977.0],[48.0],[682.0],[848.0],[617.0],[565.0]
2,[211.0],[731.0],[408.0],[382.0],[292.0],[431.0],[569.0],[778.0],[179.0],[114.0],[529.0],[366.0],[708.0],[793.0],[668.0],[474.0],[845.0],[514.0],[684.0],[382.0],[528.0],[595.0],[69.0],[815.0],[828.0]
3,[691.0],[126.0],[269.0],[236.0],[82.0],[285.0],[282.0],[172.0],[614.0],[810.0],[979.0],[882.0],[452.0],[431.0],[382.0],[563.0],[183.0],[668.0],[746.0],[79.0],[345.0],[801.0],[504.0],[550.0],[426.0]
4,[797.0],[306.0],[761.0],[79.0],[514.0],[757.0],[581.0],[730.0],[891.0],[699.0],[259.0],[36.0],[646.0],[639.0],[740.0],[639.0],[618.0],[575.0],[799.0],[260.0],[619.0],[159.0],[534.0],[655.0],[982.0]
5,[637.0],[898.0],[954.0],[817.0],[389.0],[483.0],[633.0],[592.0],[601.0],[14.0],[145.0],[231.0],[260.0],[444.0],[8.0],[146.0],[186.0],[389.0],[584.0],[601.0],[471.0],[661.0],[136.0],[232.0],[481.0]
6,[726.0],[837.0],[943.0],[533.0],[961.0],[196.0],[828.0],[18.0],[723.0],[223.0],[134.0],[140.0],[481.0],[514.0],[404.0],[830.0],[133.0],[190.0],[940.0],[205.0],[599.0],[944.0],[224.0],[472.0],[517.0]
7,[984.0],[832.0],[26.0],[13.0],[660.0],[761.0],[559.0],[447.0],[431.0],[1.0],[120.0],[804.0],[731.0],[558.0],[711.0],[677.0],[57.0],[448.0],[193.0],[13.0],[153.0],[247.0],[255.0],[317.0],[752.0]
8,[402.0],[994.0],[397.0],[191.0],[127.0],[325.0],[74.0],[618.0],[759.0],[896.0],[248.0],[585.0],[444.0],[68.0],[738.0],[193.0],[910.0],[127.0],[326.0],[458.0],[140.0],[316.0],[882.0],[797.0],[984.0]
9,[273.0],[324.0],[146.0],[172.0],[760.0],[444.0],[474.0],[460.0],[242.0],[850.0],[156.0],[806.0],[933.0],[843.0],[811.0],[769.0],[77.0],[760.0],[984.0],[728.0],[740.0],[759.0],[935.0],[709.0],[32.0]
10,[898.0],[394.0],[812.0],[711.0],[469.0],[139.0],[612.0],[929.0],[654.0],[687.0],[160.0],[264.0],[316.0],[912.0],[708.0],[640.0],[695.0],[469.0],[879.0],[427.0],[130.0],[364.0],[343.0],[474.0],[633.0]
11,[40.0],[682.0],[473.0],[59.0],[821.0],[684.0],[256.0],[788.0],[841.0],[539.0],[481.0],[122.0],[884.0],[469.0],[66.0],[283.0],[214.0],[471.0],[192.0],[649.0],[95.0],[282.0],[129.0],[641.0],[557.0]
12,[410.0],[111.0],[905.0],[496.0],[351.0],[697.0],[399.0],[187.0],[649.0],[469.0],[752.0],[436.0],[752.0],[795.0],[933.0],[71.0],[317.0],[977.0],[139.0],[364.0],[81.0],[292.0],[505.0],[403.0],[68.0]
