Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,1.2175230979919434,0.9612705707550049,0.9976871013641357,0.9987642765045166,0.9956626892089844,0.9972453117370605,0.9640388488769531,0.9974246025085449,1.0019714832305908,0.9979119300842285,0.9991357326507568,0.9997501373291016,0.9937984943389893,0.9979701042175293,0.9954695701599121,92.75468730926514,1.4977455139160156
1,1.2278501987457275,0.9736475944519043,1.0087065696716309,1.0163781642913818,1.0058343410491943,1.0126421451568604,0.9732120037078857,1.0075523853302002,1.0126206874847412,1.0109248161315918,1.0094218254089355,1.0089874267578125,1.0113019943237305,1.0122730731964111,1.0104172229766846,92.5749671459198,1.5044279098510742
2,1.1679606437683105,1.1908948421478271,1.2304103374481201,1.2398805618286133,1.229931354522705,1.235489845275879,1.213669776916504,1.2773473262786865,1.270766019821167,1.2773091793060303,1.2704594135284424,1.2806904315948486,1.2774124145507812,1.2757775783538818,1.2709143161773682,2.5221188068389893,1.905346155166626
3,1.1621248722076416,1.1994991302490234,1.237656593322754,1.2428984642028809,1.2305455207824707,1.2347190380096436,1.219109058380127,1.281188726425171,1.272392988204956,1.2820405960083008,1.2773447036743164,1.2869524955749512,1.2817482948303223,1.2848458290100098,1.2818183898925781,2.5220577716827393,1.904522180557251
4,0.9727754592895508,1.0112032890319824,1.0528669357299805,1.065157175064087,1.0578386783599854,1.0776910781860352,1.041386604309082,1.085003137588501,1.0744595527648926,1.0671019554138184,1.0440030097961426,1.025496482849121,1.0094072818756104,1.0325064659118652,1.02130126953125,2.0596518516540527,1.528822898864746
5,0.9775340557098389,1.0305426120758057,1.013462781906128,1.0621187686920166,1.0644986629486084,1.093733310699463,1.0404999256134033,1.0735743045806885,1.0700876712799072,1.0789222717285156,1.0853915214538574,1.0935349464416504,1.1050994396209717,1.1143746376037598,1.0984079837799072,2.0477890968322754,1.5420548915863037
6,0.9669539928436279,1.0036301612854004,1.04410982131958,1.0549108982086182,1.0469253063201904,1.0566036701202393,1.0294883251190186,1.0718884468078613,1.0681054592132568,1.0589826107025146,1.0366990566253662,1.0173554420471191,1.0046699047088623,1.0139062404632568,1.0116055011749268,2.0366342067718506,1.5076909065246582
7,1.2211058139801025,0.9640383720397949,0.9968109130859375,1.0026228427886963,0.9999434947967529,0.9994702339172363,0.9708571434020996,1.0030009746551514,1.001338243484497,1.000126600265503,0.9991819858551025,1.0004639625549316,1.0028607845306396,1.00394868850708,1.00223708152771,92.70042777061462,1.5071814060211182
8,0.9691567420959473,1.020434856414795,1.0041637420654297,1.0539219379425049,1.0567238330841064,1.0791475772857666,1.0330402851104736,1.0705766677856445,1.067542552947998,1.0734238624572754,1.073082447052002,1.0853793621063232,1.1006443500518799,1.1117472648620605,1.0895848274230957,2.029019832611084,1.5244123935699463
9,1.152271032333374,1.1855640411376953,1.2256815433502197,1.2309553623199463,1.2207765579223633,1.2226591110229492,1.217576026916504,1.3139612674713135,1.2932014465332031,1.2735075950622559,1.2653393745422363,1.2743451595306396,1.274886131286621,1.2759740352630615,1.273771047592163,2.532487392425537,1.9003477096557617
