Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
0,2.8546342849731445,3.299034833908081,3.4974958896636963,3.7438809871673584,4.013358116149902,4.0083160400390625,4.022778511047363,4.024718999862671,4.017549276351929,4.027758359909058,4.014270067214966,3.9840497970581055,311.68789529800415
1,2.797252655029297,3.2723021507263184,3.556331157684326,5.871305227279663,3.907273769378662,3.91628098487854,3.904566764831543,3.915742874145508,3.9239044189453125,3.972841262817383,3.9183433055877686,3.8003876209259033,287.0067205429077
2,2.842503786087036,3.3278260231018066,3.5536816120147705,3.7972681522369385,4.060011148452759,4.064433813095093,4.071040630340576,4.084731817245483,4.085541248321533,4.095292806625366,4.095864534378052,4.054240465164185,360.64267683029175
3,2.8505074977874756,3.318122625350952,3.527495861053467,3.7799952030181885,4.038992404937744,4.044362306594849,4.0371317863464355,4.038292407989502,4.036710023880005,4.039896011352539,6.171607255935669,3.928814172744751,339.41482377052307
4,2.8906283378601074,3.4400410652160645,3.601991891860962,3.8203351497650146,3.958963394165039,3.9665231704711914,3.9636189937591553,3.9674909114837646,4.009010553359985,3.9624316692352295,3.8963093757629395,4.0248167514801025,267.06611728668213
5,2.8702263832092285,3.3112261295318604,3.509465456008911,3.766592502593994,4.038076162338257,4.033660411834717,4.036173582077026,4.047110080718994,4.036388397216797,4.047983884811401,4.034942626953125,3.9681410789489746,312.2784287929535
6,2.8825955390930176,3.298797369003296,3.512195110321045,3.728590965270996,3.9788835048675537,3.932056188583374,3.914358615875244,3.914903163909912,3.9615671634674072,4.012980222702026,4.022283554077148,3.938901424407959,341.0578887462616
7,2.8533008098602295,3.271066427230835,3.493147850036621,3.7078428268432617,3.9384076595306396,3.906311273574829,3.899197578430176,3.908048152923584,3.951601028442383,4.0112128257751465,4.0814220905303955,4.042382717132568,341.89907002449036
8,2.8723268508911133,3.3110311031341553,3.508218765258789,3.7604904174804688,4.030635356903076,4.025688409805298,4.029435396194458,4.037250518798828,4.031022071838379,4.046366453170776,4.0350022315979,3.9771242141723633,312.0923192501068
9,3.0313518047332764,3.5115861892700195,3.7656350135803223,4.029479265213013,4.26557993888855,4.266917705535889,4.296599388122559,4.275953531265259,4.282668113708496,4.288527488708496,4.288855314254761,3.8361153602600098,359.3143904209137
