Iteration,Sim_0,Sim_1,Sim_2
0,[756.0],[42.0],[66.0]
1,[4.0],[827.0],[820.0]
2,[19.0],[953.0],[168.0]
3,[39.0],[393.0],[28.0]
4,[176.0],[69.0],[827.0]
5,[166.0],[883.0],[79.0]
6,[69.0],[396.0],[381.0]
7,[45.0],[476.0],[69.0]
8,[381.0],[76.0],[933.0]
9,[163.0],[36.0],[136.0]
10,[392.0],[25.0],[23.0]
11,[604.0],[63.0],[380.0]
12,[58.0],[929.0],[987.0]
13,[23.0],[792.0],[890.0]
14,[797.0],[150.0],[163.0]
15,[173.0],[398.0],[458.0]
16,[63.0],[873.0],[53.0]
17,[531.0],[539.0],[401.0]
18,[380.0],[711.0],[934.0]
19,[935.0],[755.0],[851.0]
20,[8.0],[383.0],[150.0]
21,[388.0],[830.0],[398.0]
22,[403.0],[19.0],[873.0]
23,[130.0],[404.0],[388.0]
24,[387.0],[178.0],[402.0]
25,[26.0],[982.0],[990.0]
26,[610.0],[865.0],[518.0]
27,[382.0],[993.0],[874.0]
28,[891.0],[520.0],[52.0]
29,[987.0],[391.0],[406.0]
30,[545.0],[841.0],[857.0]
31,[971.0],[458.0],[67.0]
32,[358.0],[460.0],[61.0]
33,[36.0],[542.0],[954.0]
34,[835.0],[924.0],[925.0]
35,[514.0],[26.0],[43.0]
36,[754.0],[891.0],[755.0]
37,[13.0],[1010.0],[911.0]
38,[40.0],[39.0],[832.0]
39,[34.0],[3.0],[356.0]
40,[831.0],[29.0],[522.0]
41,[25.0],[819.0],[4.0]
42,[653.0],[881.0],[32.0]
43,[982.0],[911.0],[171.0]
44,[38.0],[66.0],[71.0]
45,[363.0],[23.0],[82.0]
46,[32.0],[168.0],[76.0]
47,[170.0],[328.0],[166.0]
48,[177.0],[228.0],[836.0]
49,[85.0],[379.0],[96.0]
50,[81.0],[98.0],[646.0]
51,[354.0],[16.0],[460.0]
52,[1014.0],[797.0],[378.0]
53,[460.0],[988.0],[1.0]
54,[993.0],[43.0],[905.0]
55,[462.0],[33.0],[935.0]
56,[404.0],[904.0],[379.0]
57,[904.0],[701.0],[178.0]
58,[379.0],[405.0],[837.0]
59,[966.0],[87.0],[19.0]
60,[94.0],[933.0],[904.0]
61,[97.0],[551.0],[715.0]
62,[684.0],[837.0],[658.0]
63,[877.0],[17.0],[988.0]
64,[755.0],[832.0],[684.0]
65,[796.0],[394.0],[343.0]
66,[798.0],[925.0],[908.0]
67,[914.0],[931.0],[363.0]
68,[711.0],[877.0],[394.0]
69,[56.0],[248.0],[37.0]
70,[33.0],[540.0],[16.0]
71,[862.0],[1018.0],[542.0]
72,[386.0],[387.0],[48.0]
73,[980.0],[64.0],[399.0]
74,[720.0],[37.0],[964.0]
75,[0.0],[907.0],[38.0]
76,[87.0],[996.0],[393.0]
77,[445.0],[35.0],[693.0]
78,[50.0],[68.0],[387.0]
79,[532.0],[609.0],[39.0]
80,[784.0],[975.0],[931.0]
81,[394.0],[51.0],[469.0]
82,[390.0],[61.0],[24.0]
83,[18.0],[706.0],[64.0]
84,[393.0],[363.0],[63.0]
85,[791.0],[698.0],[15.0]
86,[59.0],[913.0],[996.0]
87,[35.0],[686.0],[784.0]
88,[42.0],[934.0],[860.0]
89,[51.0],[917.0],[929.0]
90,[503.0],[421.0],[147.0]
91,[485.0],[432.0],[376.0]
92,[907.0],[937.0],[877.0]
93,[899.0],[979.0],[691.0]
94,[925.0],[667.0],[791.0]
95,[31.0],[943.0],[792.0]
96,[61.0],[945.0],[581.0]
97,[43.0],[938.0],[272.0]
98,[343.0],[22.0],[423.0]
99,[762.0],[662.0],[462.0]
100,[368.0],[926.0],[666.0]
101,[383.0],[1021.0],[308.0]
102,[945.0],[365.0],[945.0]
103,[860.0],[918.0],[353.0]
104,[975.0],[165.0],[886.0]
105,[10.0],[174.0],[334.0]
106,[364.0],[176.0],[880.0]
107,[578.0],[844.0],[958.0]
108,[952.0],[203.0],[965.0]
109,[399.0],[847.0],[938.0]
110,[78.0],[498.0],[367.0]
111,[996.0],[13.0],[539.0]
112,[958.0],[684.0],[167.0]
113,[965.0],[52.0],[176.0]
114,[897.0],[720.0],[981.0]
115,[1021.0],[172.0],[829.0]
116,[378.0],[964.0],[1018.0]
117,[328.0],[627.0],[706.0]
118,[181.0],[646.0],[14.0]
119,[180.0],[390.0],[885.0]
120,[168.0],[867.0],[701.0]
121,[564.0],[922.0],[1024.0]
122,[742.0],[1020.0],[842.0]
123,[1018.0],[556.0],[717.0]
124,[16.0],[223.0],[930.0]
125,[5.0],[791.0],[855.0]
126,[52.0],[769.0],[465.0]
127,[169.0],[446.0],[390.0]
128,[411.0],[852.0],[341.0]
129,[924.0],[341.0],[511.0]
130,[337.0],[490.0],[508.0]
131,[946.0],[710.0],[338.0]
132,[666.0],[392.0],[391.0]
133,[812.0],[1002.0],[998.0]
134,[662.0],[995.0],[916.0]
135,[588.0],[289.0],[687.0]
136,[937.0],[955.0],[995.0]
137,[690.0],[647.0],[647.0]
138,[510.0],[966.0],[265.0]
139,[710.0],[783.0],[719.0]
140,[852.0],[484.0],[760.0]
141,[892.0],[508.0],[204.0]
142,[916.0],[1028.0],[847.0]
143,[628.0],[680.0],[664.0]
144,[849.0],[648.0],[520.0]
145,[284.0],[923.0],[530.0]
146,[995.0],[948.0],[364.0]
147,[498.0],[961.0],[516.0]
148,[647.0],[687.0],[814.0]
149,[288.0],[183.0],[296.0]
150,[680.0],[774.0],[293.0]
151,[569.0],[525.0],[872.0]
152,[269.0],[81.0],[970.0]
153,[533.0],[79.0],[328.0]
154,[923.0],[506.0],[914.0]
155,[847.0],[407.0],[881.0]
156,[978.0],[322.0],[208.0]
157,[606.0],[293.0],[1010.0]
158,[224.0],[669.0],[654.0]
159,[332.0],[716.0],[421.0]
160,[406.0],[872.0],[29.0]
161,[501.0],[1015.0],[762.0]
162,[814.0],[535.0],[503.0]
163,[783.0],[577.0],[158.0]
164,[951.0],[347.0],[506.0]
165,[753.0],[1011.0],[1003.0]
166,[929.0],[153.0],[682.0]
167,[361.0],[503.0],[680.0]
168,[944.0],[400.0],[819.0]
169,[872.0],[544.0],[532.0]
170,[1015.0],[754.0],[545.0]
171,[243.0],[756.0],[700.0]
172,[657.0],[532.0],[361.0]
173,[9.0],[700.0],[659.0]
174,[708.0],[361.0],[461.0]
175,[408.0],[965.0],[653.0]
176,[1011.0],[683.0],[856.0]
177,[740.0],[963.0],[694.0]
178,[522.0],[653.0],[263.0]
179,[161.0],[313.0],[333.0]
180,[518.0],[374.0],[192.0]
181,[506.0],[263.0],[564.0]
182,[574.0],[333.0],[18.0]
183,[725.0],[650.0],[7.0]
184,[413.0],[326.0],[20.0]
185,[461.0],[208.0],[44.0]
186,[933.0],[67.0],[12.0]
187,[846.0],[18.0],[259.0]
188,[683.0],[47.0],[1016.0]
189,[389.0],[28.0],[547.0]
190,[307.0],[6.0],[913.0]
191,[289.0],[20.0],[313.0]
192,[805.0],[12.0],[287.0]
193,[334.0],[38.0],[445.0]
194,[1026.0],[56.0],[373.0]
195,[650.0],[1016.0],[337.0]
196,[1007.0],[941.0],[233.0]
197,[2.0],[860.0],[292.0]
198,[49.0],[461.0],[385.0]
199,[6.0],[694.0],[740.0]
200,[47.0],[378.0],[613.0]
201,[41.0],[292.0],[449.0]
202,[12.0],[338.0],[332.0]
203,[44.0],[373.0],[447.0]
204,[292.0],[651.0],[735.0]
205,[757.0],[385.0],[896.0]
206,[898.0],[546.0],[534.0]
207,[913.0],[297.0],[413.0]
208,[187.0],[582.0],[709.0]
209,[233.0],[725.0],[549.0]
210,[333.0],[452.0],[997.0]
211,[357.0],[193.0],[870.0]
212,[262.0],[896.0],[223.0]
213,[338.0],[332.0],[464.0]
214,[208.0],[367.0],[452.0]
215,[228.0],[447.0],[369.0]
216,[367.0],[449.0],[602.0]
217,[464.0],[227.0],[560.0]
218,[675.0],[426.0],[692.0]
219,[385.0],[818.0],[1005.0]
220,[298.0],[723.0],[190.0]
221,[943.0],[282.0],[322.0]
222,[794.0],[868.0],[731.0]
223,[449.0],[514.0],[962.0]
224,[896.0],[997.0],[942.0]
225,[220.0],[709.0],[843.0]
226,[665.0],[930.0],[405.0]
227,[709.0],[411.0],[267.0]
228,[870.0],[295.0],[257.0]
229,[287.0],[870.0],[440.0]
230,[618.0],[288.0],[60.0]
231,[452.0],[222.0],[58.0]
232,[1000.0],[187.0],[31.0]
233,[855.0],[536.0],[40.0]
234,[323.0],[512.0],[969.0]
235,[802.0],[920.0],[314.0]
236,[926.0],[1005.0],[798.0]
237,[905.0],[972.0],[247.0]
