Iteration,Sim_0,Sim_1,Sim_2
0,[756.0],[35.0],[102.0]
1,[42.0],[17.0],[168.0]
2,[56.0],[66.0],[166.0]
3,[4.0],[42.0],[798.0]
4,[35.0],[792.0],[820.0]
5,[755.0],[171.0],[616.0]
6,[753.0],[56.0],[814.0]
7,[751.0],[814.0],[4.0]
8,[41.0],[769.0],[66.0]
9,[795.0],[140.0],[79.0]
10,[504.0],[818.0],[143.0]
11,[176.0],[749.0],[769.0]
12,[500.0],[392.0],[792.0]
13,[502.0],[389.0],[755.0]
14,[936.0],[505.0],[827.0]
15,[499.0],[514.0],[873.0]
16,[5.0],[827.0],[684.0]
17,[862.0],[76.0],[500.0]
18,[166.0],[500.0],[981.0]
19,[97.0],[756.0],[1008.0]
20,[6.0],[168.0],[69.0]
21,[622.0],[228.0],[936.0]
22,[814.0],[154.0],[24.0]
23,[117.0],[873.0],[122.0]
24,[514.0],[401.0],[503.0]
25,[769.0],[112.0],[176.0]
26,[604.0],[509.0],[172.0]
27,[509.0],[404.0],[954.0]
28,[404.0],[26.0],[499.0]
29,[796.0],[501.0],[127.0]
30,[797.0],[512.0],[45.0]
31,[513.0],[69.0],[522.0]
32,[507.0],[12.0],[64.0]
33,[553.0],[33.0],[314.0]
34,[51.0],[99.0],[324.0]
35,[38.0],[834.0],[58.0]
36,[609.0],[862.0],[19.0]
37,[386.0],[499.0],[43.0]
38,[81.0],[1003.0],[622.0]
39,[120.0],[176.0],[315.0]
40,[107.0],[510.0],[401.0]
41,[971.0],[971.0],[136.0]
42,[26.0],[742.0],[971.0]
43,[953.0],[539.0],[1003.0]
44,[104.0],[478.0],[53.0]
45,[127.0],[796.0],[225.0]
46,[820.0],[127.0],[1024.0]
47,[58.0],[36.0],[507.0]
48,[64.0],[133.0],[938.0]
49,[13.0],[110.0],[583.0]
50,[14.0],[939.0],[36.0]
51,[9.0],[911.0],[859.0]
52,[8.0],[87.0],[653.0]
53,[69.0],[43.0],[14.0]
54,[156.0],[24.0],[937.0]
55,[392.0],[584.0],[178.0]
56,[987.0],[383.0],[170.0]
57,[168.0],[58.0],[113.0]
58,[23.0],[970.0],[680.0]
59,[388.0],[553.0],[1016.0]
60,[147.0],[156.0],[890.0]
61,[510.0],[320.0],[934.0]
62,[501.0],[363.0],[97.0]
63,[511.0],[953.0],[140.0]
64,[883.0],[393.0],[974.0]
65,[180.0],[542.0],[71.0]
66,[228.0],[797.0],[857.0]
67,[967.0],[545.0],[741.0]
68,[36.0],[538.0],[907.0]
69,[933.0],[616.0],[227.0]
70,[102.0],[51.0],[397.0]
71,[403.0],[379.0],[993.0]
72,[650.0],[508.0],[609.0]
73,[19.0],[64.0],[510.0]
74,[133.0],[19.0],[416.0]
75,[110.0],[645.0],[350.0]
76,[935.0],[396.0],[151.0]
77,[393.0],[238.0],[171.0]
78,[28.0],[13.0],[406.0]
79,[30.0],[117.0],[988.0]
80,[43.0],[877.0],[831.0]
81,[31.0],[52.0],[929.0]
82,[34.0],[498.0],[63.0]
83,[27.0],[398.0],[987.0]
84,[125.0],[693.0],[393.0]
85,[648.0],[198.0],[297.0]
86,[663.0],[859.0],[846.0]
87,[98.0],[571.0],[87.0]
88,[543.0],[178.0],[466.0]
89,[49.0],[40.0],[990.0]
