Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99,Sim_100,Sim_101,Sim_102,Sim_103,Sim_104,Sim_105,Sim_106,Sim_107,Sim_108,Sim_109,Sim_110,Sim_111,Sim_112,Sim_113,Sim_114,Sim_115,Sim_116,Sim_117,Sim_118,Sim_119,Sim_120,Sim_121,Sim_122,Sim_123,Sim_124
0,[56.0],[56.0],[42.0],[756.0],[66.0],[56.0],[42.0],[56.0],[56.0],[56.0],[42.0],[56.0],[610.0],[166.0],[756.0],[756.0],[171.0],[56.0],[42.0],[56.0],[610.0],[610.0],[228.0],[42.0],[56.0],[166.0],[56.0],[41.0],[56.0],[56.0],[66.0],[56.0],[42.0],[56.0],[756.0],[66.0],[792.0],[56.0],[610.0],[66.0],[66.0],[66.0],[610.0],[42.0],[66.0],[66.0],[66.0],[56.0],[756.0],[42.0],[39.0],[828.0],[56.0],[756.0],[33.0],[56.0],[66.0],[76.0],[756.0],[56.0],[56.0],[168.0],[42.0],[56.0],[610.0],[42.0],[42.0],[56.0],[756.0],[42.0],[798.0],[42.0],[610.0],[66.0],[42.0],[56.0],[42.0],[56.0],[42.0],[42.0],[168.0],[56.0],[171.0],[56.0],[66.0],[56.0],[43.0],[42.0],[56.0],[755.0],[756.0],[56.0],[66.0],[56.0],[76.0],[56.0],[66.0],[756.0],[756.0],[56.0],[42.0],[66.0],[610.0],[56.0],[42.0],[42.0],[42.0],[66.0],[56.0],[56.0],[76.0],[756.0],[610.0],[56.0],[56.0],[56.0],[756.0],[56.0],[56.0],[42.0],[56.0],[56.0],[610.0],[56.0],[56.0]
1,[756.0],[610.0],[756.0],[35.0],[74.0],[66.0],[820.0],[145.0],[66.0],[66.0],[756.0],[756.0],[42.0],[756.0],[66.0],[754.0],[66.0],[171.0],[384.0],[66.0],[756.0],[42.0],[755.0],[755.0],[756.0],[610.0],[224.0],[66.0],[74.0],[553.0],[756.0],[66.0],[756.0],[66.0],[74.0],[755.0],[827.0],[39.0],[756.0],[228.0],[39.0],[820.0],[6.0],[756.0],[168.0],[176.0],[56.0],[168.0],[39.0],[171.0],[755.0],[756.0],[166.0],[827.0],[171.0],[755.0],[56.0],[820.0],[39.0],[610.0],[66.0],[756.0],[756.0],[553.0],[756.0],[171.0],[171.0],[756.0],[12.0],[380.0],[35.0],[756.0],[756.0],[56.0],[610.0],[168.0],[74.0],[756.0],[166.0],[756.0],[756.0],[66.0],[820.0],[610.0],[755.0],[66.0],[171.0],[171.0],[755.0],[37.0],[56.0],[66.0],[56.0],[66.0],[756.0],[168.0],[756.0],[66.0],[47.0],[755.0],[756.0],[166.0],[756.0],[74.0],[756.0],[756.0],[756.0],[756.0],[168.0],[795.0],[756.0],[42.0],[168.0],[66.0],[610.0],[610.0],[19.0],[755.0],[827.0],[756.0],[66.0],[610.0],[756.0],[66.0],[79.0]
2,[66.0],[756.0],[610.0],[619.0],[756.0],[756.0],[19.0],[66.0],[755.0],[756.0],[610.0],[66.0],[25.0],[35.0],[35.0],[23.0],[56.0],[66.0],[610.0],[168.0],[797.0],[23.0],[56.0],[792.0],[66.0],[756.0],[66.0],[756.0],[755.0],[66.0],[166.0],[20.0],[19.0],[166.0],[754.0],[74.0],[168.0],[176.0],[168.0],[166.0],[42.0],[168.0],[176.0],[610.0],[756.0],[797.0],[176.0],[756.0],[932.0],[792.0],[66.0],[610.0],[501.0],[66.0],[755.0],[610.0],[932.0],[228.0],[609.0],[755.0],[166.0],[39.0],[610.0],[756.0],[795.0],[38.0],[756.0],[51.0],[74.0],[610.0],[19.0],[610.0],[42.0],[168.0],[756.0],[797.0],[820.0],[610.0],[797.0],[610.0],[553.0],[797.0],[35.0],[168.0],[796.0],[168.0],[756.0],[756.0],[39.0],[74.0],[795.0],[755.0],[76.0],[176.0],[42.0],[66.0],[797.0],[754.0],[48.0],[610.0],[610.0],[756.0],[176.0],[756.0],[380.0],[19.0],[610.0],[39.0],[66.0],[610.0],[19.0],[74.0],[56.0],[168.0],[756.0],[51.0],[932.0],[168.0],[756.0],[609.0],[795.0],[171.0],[795.0],[47.0],[66.0]
3,[39.0],[39.0],[39.0],[168.0],[754.0],[74.0],[610.0],[755.0],[51.0],[39.0],[27.0],[19.0],[813.0],[56.0],[795.0],[163.0],[756.0],[755.0],[756.0],[756.0],[85.0],[166.0],[23.0],[609.0],[827.0],[47.0],[39.0],[168.0],[66.0],[756.0],[74.0],[756.0],[171.0],[756.0],[9.0],[176.0],[56.0],[168.0],[3.0],[680.0],[756.0],[39.0],[64.0],[503.0],[35.0],[42.0],[43.0],[66.0],[224.0],[39.0],[168.0],[932.0],[756.0],[506.0],[39.0],[39.0],[166.0],[35.0],[503.0],[228.0],[756.0],[792.0],[753.0],[610.0],[176.0],[814.0],[228.0],[66.0],[171.0],[23.0],[79.0],[168.0],[39.0],[64.0],[754.0],[66.0],[610.0],[19.0],[51.0],[19.0],[74.0],[168.0],[799.0],[755.0],[176.0],[827.0],[66.0],[610.0],[610.0],[176.0],[166.0],[815.0],[501.0],[756.0],[799.0],[19.0],[99.0],[131.0],[610.0],[799.0],[827.0],[6.0],[66.0],[66.0],[610.0],[610.0],[168.0],[615.0],[755.0],[168.0],[814.0],[795.0],[755.0],[755.0],[224.0],[795.0],[746.0],[66.0],[66.0],[69.0],[503.0],[756.0],[166.0],[756.0],[756.0]
4,[609.0],[609.0],[224.0],[56.0],[38.0],[228.0],[228.0],[20.0],[890.0],[120.0],[23.0],[63.0],[39.0],[380.0],[85.0],[797.0],[754.0],[873.0],[51.0],[228.0],[176.0],[25.0],[792.0],[799.0],[819.0],[501.0],[755.0],[120.0],[19.0],[51.0],[108.0],[23.0],[610.0],[44.0],[48.0],[798.0],[23.0],[66.0],[380.0],[42.0],[797.0],[176.0],[48.0],[39.0],[918.0],[39.0],[23.0],[932.0],[168.0],[551.0],[609.0],[796.0],[85.0],[23.0],[545.0],[932.0],[756.0],[609.0],[828.0],[23.0],[47.0],[653.0],[795.0],[652.0],[42.0],[754.0],[51.0],[609.0],[797.0],[39.0],[501.0],[380.0],[176.0],[827.0],[97.0],[51.0],[799.0],[63.0],[76.0],[501.0],[176.0],[74.0],[503.0],[74.0],[820.0],[756.0],[609.0],[20.0],[380.0],[820.0],[131.0],[168.0],[756.0],[19.0],[610.0],[23.0],[827.0],[29.0],[609.0],[19.0],[609.0],[39.0],[795.0],[51.0],[503.0],[813.0],[653.0],[176.0],[609.0],[64.0],[609.0],[56.0],[51.0],[19.0],[39.0],[228.0],[228.0],[131.0],[43.0],[652.0],[168.0],[63.0],[69.0],[176.0],[47.0]
5,[645.0],[918.0],[23.0],[74.0],[181.0],[63.0],[23.0],[818.0],[609.0],[609.0],[799.0],[99.0],[797.0],[29.0],[176.0],[42.0],[228.0],[39.0],[166.0],[799.0],[51.0],[932.0],[818.0],[33.0],[43.0],[154.0],[67.0],[20.0],[827.0],[391.0],[39.0],[754.0],[890.0],[63.0],[42.0],[827.0],[932.0],[755.0],[19.0],[699.0],[176.0],[6.0],[791.0],[85.0],[56.0],[168.0],[799.0],[63.0],[66.0],[69.0],[652.0],[228.0],[66.0],[542.0],[69.0],[171.0],[818.0],[131.0],[166.0],[380.0],[819.0],[827.0],[66.0],[168.0],[2.0],[828.0],[610.0],[799.0],[176.0],[981.0],[66.0],[501.0],[23.0],[746.0],[39.0],[176.0],[501.0],[619.0],[610.0],[380.0],[792.0],[827.0],[56.0],[39.0],[125.0],[19.0],[69.0],[653.0],[76.0],[23.0],[34.0],[50.0],[932.0],[166.0],[501.0],[756.0],[108.0],[797.0],[176.0],[140.0],[39.0],[380.0],[391.0],[171.0],[391.0],[166.0],[39.0],[173.0],[503.0],[163.0],[69.0],[753.0],[799.0],[63.0],[609.0],[932.0],[56.0],[47.0],[168.0],[859.0],[35.0],[815.0],[181.0],[503.0],[754.0]
6,[796.0],[799.0],[69.0],[38.0],[69.0],[168.0],[9.0],[52.0],[85.0],[85.0],[228.0],[795.0],[85.0],[76.0],[74.0],[39.0],[619.0],[553.0],[609.0],[35.0],[168.0],[66.0],[163.0],[74.0],[23.0],[653.0],[791.0],[795.0],[108.0],[609.0],[173.0],[873.0],[228.0],[653.0],[108.0],[85.0],[756.0],[224.0],[74.0],[76.0],[814.0],[932.0],[85.0],[33.0],[23.0],[74.0],[35.0],[819.0],[750.0],[553.0],[799.0],[609.0],[384.0],[890.0],[13.0],[29.0],[63.0],[827.0],[610.0],[19.0],[609.0],[559.0],[56.0],[501.0],[680.0],[39.0],[176.0],[38.0],[85.0],[153.0],[553.0],[74.0],[66.0],[615.0],[33.0],[609.0],[171.0],[176.0],[38.0],[168.0],[23.0],[29.0],[668.0],[389.0],[108.0],[63.0],[503.0],[828.0],[23.0],[796.0],[828.0],[176.0],[974.0],[609.0],[176.0],[936.0],[173.0],[504.0],[228.0],[609.0],[66.0],[90.0],[69.0],[653.0],[9.0],[827.0],[33.0],[873.0],[380.0],[609.0],[51.0],[76.0],[75.0],[176.0],[830.0],[176.0],[23.0],[827.0],[619.0],[531.0],[74.0],[19.0],[816.0],[23.0],[85.0]
7,[688.0],[66.0],[29.0],[918.0],[73.0],[176.0],[51.0],[74.0],[171.0],[69.0],[79.0],[791.0],[827.0],[797.0],[911.0],[56.0],[85.0],[163.0],[559.0],[923.0],[69.0],[828.0],[932.0],[131.0],[63.0],[827.0],[166.0],[63.0],[63.0],[38.0],[795.0],[63.0],[796.0],[69.0],[752.0],[34.0],[653.0],[794.0],[228.0],[756.0],[542.0],[746.0],[38.0],[796.0],[932.0],[396.0],[653.0],[74.0],[991.0],[756.0],[873.0],[163.0],[754.0],[18.0],[74.0],[799.0],[29.0],[553.0],[69.0],[827.0],[923.0],[176.0],[85.0],[391.0],[66.0],[33.0],[609.0],[228.0],[827.0],[168.0],[828.0],[176.0],[85.0],[176.0],[795.0],[74.0],[609.0],[559.0],[609.0],[51.0],[29.0],[63.0],[627.0],[176.0],[28.0],[749.0],[318.0],[754.0],[66.0],[85.0],[23.0],[228.0],[176.0],[932.0],[932.0],[35.0],[163.0],[168.0],[559.0],[228.0],[873.0],[827.0],[652.0],[176.0],[171.0],[29.0],[176.0],[559.0],[29.0],[746.0],[176.0],[61.0],[932.0],[932.0],[168.0],[609.0],[506.0],[503.0],[873.0],[932.0],[653.0],[627.0],[66.0],[63.0],[501.0]
8,[163.0],[932.0],[525.0],[224.0],[171.0],[797.0],[923.0],[391.0],[653.0],[38.0],[176.0],[74.0],[99.0],[43.0],[69.0],[180.0],[827.0],[653.0],[815.0],[797.0],[754.0],[619.0],[43.0],[39.0],[166.0],[746.0],[746.0],[753.0],[380.0],[181.0],[23.0],[749.0],[52.0],[503.0],[39.0],[51.0],[553.0],[796.0],[29.0],[828.0],[932.0],[38.0],[753.0],[873.0],[754.0],[393.0],[37.0],[38.0],[553.0],[385.0],[38.0],[652.0],[35.0],[56.0],[42.0],[176.0],[395.0],[653.0],[228.0],[63.0],[76.0],[797.0],[796.0],[63.0],[45.0],[680.0],[33.0],[862.0],[42.0],[395.0],[750.0],[33.0],[828.0],[38.0],[154.0],[828.0],[85.0],[991.0],[799.0],[176.0],[827.0],[180.0],[43.0],[170.0],[225.0],[97.0],[63.0],[813.0],[873.0],[48.0],[224.0],[23.0],[720.0],[63.0],[66.0],[500.0],[69.0],[720.0],[746.0],[168.0],[168.0],[797.0],[930.0],[797.0],[33.0],[51.0],[173.0],[827.0],[74.0],[147.0],[228.0],[7.0],[391.0],[609.0],[796.0],[28.0],[63.0],[120.0],[63.0],[796.0],[38.0],[140.0],[867.0],[333.0],[23.0]
9,[38.0],[38.0],[974.0],[395.0],[228.0],[170.0],[553.0],[63.0],[228.0],[584.0],[52.0],[163.0],[792.0],[653.0],[932.0],[405.0],[74.0],[38.0],[797.0],[891.0],[120.0],[176.0],[381.0],[923.0],[395.0],[873.0],[796.0],[85.0],[168.0],[163.0],[163.0],[506.0],[176.0],[746.0],[797.0],[604.0],[97.0],[71.0],[932.0],[506.0],[69.0],[120.0],[69.0],[827.0],[74.0],[223.0],[258.0],[974.0],[108.0],[38.0],[203.0],[170.0],[873.0],[51.0],[735.0],[23.0],[503.0],[43.0],[883.0],[166.0],[873.0],[90.0],[391.0],[166.0],[514.0],[154.0],[799.0],[176.0],[39.0],[923.0],[56.0],[395.0],[609.0],[228.0],[69.0],[228.0],[19.0],[503.0],[932.0],[819.0],[173.0],[553.0],[827.0],[69.0],[35.0],[23.0],[830.0],[503.0],[796.0],[168.0],[69.0],[94.0],[827.0],[652.0],[166.0],[609.0],[71.0],[830.0],[168.0],[35.0],[652.0],[615.0],[166.0],[873.0],[797.0],[796.0],[66.0],[797.0],[796.0],[66.0],[553.0],[228.0],[619.0],[69.0],[652.0],[652.0],[819.0],[559.0],[796.0],[176.0],[228.0],[66.0],[932.0],[314.0],[163.0]
