Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24
0,[110.0],[934.0],[799.0],[131.0],[71.0],[799.0],[110.0],[78.0],[108.0],[91.0],[403.0],[318.0],[127.0],[446.0],[75.0],[107.0],[87.0],[827.0],[107.0],[630.0],[817.0],[830.0],[347.0],[110.0],[526.0]
1,[827.0],[684.0],[87.0],[90.0],[1023.0],[228.0],[297.0],[75.0],[355.0],[946.0],[138.0],[49.0],[436.0],[963.0],[144.0],[70.0],[992.0],[90.0],[84.0],[394.0],[381.0],[939.0],[706.0],[81.0],[963.0]
2,[133.0],[130.0],[69.0],[524.0],[84.0],[143.0],[88.0],[510.0],[76.0],[749.0],[749.0],[851.0],[87.0],[455.0],[653.0],[69.0],[316.0],[330.0],[360.0],[799.0],[330.0],[402.0],[170.0],[83.0],[77.0]
3,[347.0],[84.0],[475.0],[226.0],[115.0],[354.0],[127.0],[147.0],[340.0],[81.0],[828.0],[398.0],[381.0],[110.0],[158.0],[113.0],[110.0],[381.0],[698.0],[628.0],[395.0],[400.0],[327.0],[150.0],[131.0]
4,[954.0],[698.0],[82.0],[227.0],[153.0],[307.0],[355.0],[113.0],[366.0],[13.0],[827.0],[131.0],[85.0],[91.0],[797.0],[137.0],[262.0],[69.0],[1007.0],[385.0],[133.0],[1005.0],[143.0],[127.0],[110.0]
5,[221.0],[712.0],[827.0],[380.0],[140.0],[828.0],[866.0],[512.0],[351.0],[158.0],[569.0],[530.0],[90.0],[163.0],[81.0],[498.0],[226.0],[351.0],[48.0],[229.0],[69.0],[504.0],[699.0],[156.0],[931.0]
6,[701.0],[222.0],[401.0],[127.0],[650.0],[827.0],[442.0],[513.0],[354.0],[1008.0],[385.0],[458.0],[69.0],[751.0],[706.0],[827.0],[361.0],[752.0],[117.0],[381.0],[110.0],[130.0],[167.0],[332.0],[433.0]
7,[442.0],[392.0],[84.0],[326.0],[130.0],[385.0],[375.0],[507.0],[365.0],[965.0],[69.0],[163.0],[131.0],[312.0],[135.0],[87.0],[980.0],[749.0],[94.0],[224.0],[131.0],[107.0],[180.0],[347.0],[966.0]
8,[386.0],[573.0],[686.0],[391.0],[573.0],[328.0],[225.0],[108.0],[828.0],[112.0],[120.0],[75.0],[225.0],[376.0],[70.0],[108.0],[327.0],[751.0],[424.0],[226.0],[827.0],[1024.0],[503.0],[133.0],[413.0]
9,[363.0],[140.0],[658.0],[403.0],[107.0],[332.0],[69.0],[49.0],[827.0],[102.0],[638.0],[826.0],[226.0],[329.0],[742.0],[379.0],[133.0],[799.0],[393.0],[395.0],[104.0],[559.0],[653.0],[226.0],[523.0]
10,[298.0],[138.0],[908.0],[402.0],[990.0],[359.0],[752.0],[110.0],[817.0],[110.0],[316.0],[702.0],[746.0],[442.0],[123.0],[569.0],[296.0],[816.0],[867.0],[131.0],[225.0],[854.0],[98.0],[900.0],[528.0]
11,[361.0],[522.0],[752.0],[351.0],[178.0],[908.0],[799.0],[550.0],[261.0],[115.0],[381.0],[226.0],[380.0],[799.0],[262.0],[524.0],[78.0],[540.0],[684.0],[227.0],[226.0],[660.0],[208.0],[383.0],[498.0]
12,[866.0],[158.0],[94.0],[437.0],[298.0],[664.0],[630.0],[121.0],[69.0],[815.0],[971.0],[848.0],[227.0],[594.0],[131.0],[394.0],[228.0],[224.0],[578.0],[971.0],[227.0],[896.0],[505.0],[391.0],[438.0]
13,[355.0],[135.0],[70.0],[140.0],[883.0],[361.0],[817.0],[91.0],[748.0],[173.0],[108.0],[112.0],[394.0],[646.0],[846.0],[383.0],[867.0],[225.0],[571.0],[498.0],[569.0],[131.0],[262.0],[753.0],[885.0]
14,[394.0],[711.0],[504.0],[919.0],[127.0],[124.0],[330.0],[98.0],[385.0],[104.0],[860.0],[302.0],[799.0],[153.0],[1024.0],[395.0],[863.0],[226.0],[268.0],[392.0],[380.0],[75.0],[522.0],[402.0],[407.0]
15,[464.0],[969.0],[394.0],[394.0],[117.0],[326.0],[807.0],[394.0],[569.0],[154.0],[227.0],[89.0],[750.0],[711.0],[646.0],[386.0],[422.0],[108.0],[965.0],[108.0],[628.0],[1022.0],[553.0],[75.0],[223.0]
16,[288.0],[133.0],[340.0],[117.0],[1026.0],[544.0],[917.0],[351.0],[120.0],[23.0],[394.0],[545.0],[329.0],[117.0],[89.0],[112.0],[381.0],[110.0],[330.0],[360.0],[326.0],[81.0],[686.0],[302.0],[426.0]
17,[438.0],[752.0],[748.0],[840.0],[87.0],[954.0],[828.0],[949.0],[639.0],[127.0],[127.0],[827.0],[346.0],[130.0],[255.0],[553.0],[85.0],[908.0],[658.0],[510.0],[76.0],[104.0],[89.0],[227.0],[326.0]
18,[305.0],[817.0],[98.0],[977.0],[23.0],[866.0],[827.0],[143.0],[240.0],[89.0],[144.0],[97.0],[700.0],[107.0],[1013.0],[331.0],[69.0],[388.0],[902.0],[898.0],[900.0],[127.0],[748.0],[394.0],[835.0]
19,[360.0],[950.0],[521.0],[908.0],[133.0],[577.0],[458.0],[97.0],[436.0],[645.0],[121.0],[765.0],[228.0],[841.0],[150.0],[75.0],[799.0],[640.0],[784.0],[421.0],[216.0],[396.0],[162.0],[329.0],[331.0]
20,[238.0],[883.0],[774.0],[866.0],[1015.0],[353.0],[98.0],[746.0],[121.0],[506.0],[1018.0],[132.0],[828.0],[393.0],[965.0],[67.0],[131.0],[120.0],[104.0],[642.0],[85.0],[833.0],[698.0],[331.0],[329.0]
21,[946.0],[455.0],[131.0],[629.0],[110.0],[935.0],[75.0],[749.0],[98.0],[940.0],[88.0],[109.0],[827.0],[134.0],[597.0],[97.0],[827.0],[380.0],[202.0],[827.0],[127.0],[847.0],[645.0],[453.0],[201.0]
22,[835.0],[442.0],[112.0],[387.0],[383.0],[686.0],[385.0],[150.0],[634.0],[827.0],[422.0],[133.0],[658.0],[573.0],[387.0],[630.0],[89.0],[584.0],[659.0],[97.0],[345.0],[1014.0],[74.0],[82.0],[436.0]
23,[153.0],[110.0],[550.0],[343.0],[1018.0],[298.0],[381.0],[1018.0],[521.0],[505.0],[818.0],[110.0],[110.0],[632.0],[845.0],[106.0],[90.0],[131.0],[362.0],[389.0],[394.0],[712.0],[120.0],[79.0],[321.0]
24,[130.0],[404.0],[402.0],[110.0],[0.0],[347.0],[85.0],[522.0],[898.0],[427.0],[529.0],[712.0],[749.0],[135.0],[138.0],[898.0],[908.0],[385.0],[361.0],[94.0],[538.0],[447.0],[102.0],[913.0],[990.0]
25,[107.0],[896.0],[585.0],[627.0],[815.0],[963.0],[226.0],[127.0],[394.0],[218.0],[961.0],[883.0],[331.0],[127.0],[514.0],[392.0],[458.0],[883.0],[900.0],[970.0],[751.0],[566.0],[173.0],[840.0],[569.0]
26,[135.0],[999.0],[963.0],[751.0],[799.0],[391.0],[108.0],[327.0],[158.0],[939.0],[514.0],[511.0],[170.0],[962.0],[542.0],[110.0],[394.0],[270.0],[977.0],[208.0],[815.0],[321.0],[1003.0],[818.0],[69.0]
27,[711.0],[345.0],[965.0],[395.0],[69.0],[817.0],[394.0],[324.0],[580.0],[818.0],[511.0],[402.0],[908.0],[131.0],[522.0],[399.0],[380.0],[394.0],[923.0],[231.0],[94.0],[900.0],[902.0],[642.0],[799.0]
28,[112.0],[355.0],[419.0],[108.0],[394.0],[532.0],[395.0],[449.0],[503.0],[711.0],[158.0],[904.0],[385.0],[1028.0],[883.0],[514.0],[346.0],[833.0],[712.0],[917.0],[190.0],[398.0],[67.0],[558.0],[79.0]
29,[140.0],[88.0],[200.0],[628.0],[908.0],[387.0],[497.0],[883.0],[112.0],[493.0],[1003.0],[138.0],[949.0],[208.0],[509.0],[380.0],[746.0],[144.0],[153.0],[76.0],[579.0],[678.0],[927.0],[357.0],[380.0]
30,[676.0],[604.0],[961.0],[331.0],[387.0],[67.0],[737.0],[325.0],[49.0],[628.0],[536.0],[535.0],[942.0],[846.0],[404.0],[531.0],[504.0],[522.0],[556.0],[577.0],[48.0],[135.0],[104.0],[775.0],[828.0]
31,[799.0],[127.0],[67.0],[737.0],[475.0],[784.0],[230.0],[112.0],[741.0],[698.0],[902.0],[358.0],[395.0],[950.0],[1004.0],[506.0],[628.0],[535.0],[218.0],[69.0],[300.0],[1018.0],[1002.0],[342.0],[827.0]
32,[573.0],[262.0],[391.0],[400.0],[632.0],[325.0],[745.0],[594.0],[508.0],[522.0],[573.0],[746.0],[54.0],[949.0],[991.0],[131.0],[358.0],[529.0],[339.0],[121.0],[521.0],[911.0],[127.0],[137.0],[385.0]
33,[331.0],[25.0],[640.0],[895.0],[402.0],[431.0],[131.0],[153.0],[528.0],[130.0],[845.0],[522.0],[217.0],[648.0],[426.0],[634.0],[355.0],[569.0],[176.0],[569.0],[896.0],[356.0],[386.0],[585.0],[753.0]
34,[628.0],[597.0],[828.0],[835.0],[977.0],[886.0],[266.0],[84.0],[594.0],[107.0],[853.0],[352.0],[924.0],[133.0],[704.0],[330.0],[331.0],[158.0],[559.0],[386.0],[698.0],[958.0],[326.0],[496.0],[394.0]
35,[630.0],[965.0],[89.0],[412.0],[89.0],[355.0],[550.0],[130.0],[116.0],[402.0],[390.0],[958.0],[971.0],[585.0],[868.0],[513.0],[140.0],[389.0],[332.0],[777.0],[748.0],[933.0],[994.0],[356.0],[818.0]
36,[202.0],[835.0],[891.0],[262.0],[827.0],[350.0],[79.0],[94.0],[84.0],[630.0],[71.0],[990.0],[859.0],[402.0],[400.0],[742.0],[233.0],[98.0],[348.0],[627.0],[361.0],[411.0],[532.0],[962.0],[387.0]
37,[452.0],[585.0],[440.0],[963.0],[746.0],[392.0],[364.0],[107.0],[568.0],[237.0],[135.0],[153.0],[296.0],[420.0],[992.0],[230.0],[238.0],[112.0],[180.0],[98.0],[385.0],[336.0],[1026.0],[372.0],[807.0]
38,[124.0],[402.0],[442.0],[425.0],[121.0],[990.0],[94.0],[632.0],[1020.0],[875.0],[953.0],[701.0],[372.0],[1024.0],[506.0],[139.0],[630.0],[227.0],[135.0],[112.0],[121.0],[1003.0],[360.0],[330.0],[580.0]
39,[371.0],[886.0],[548.0],[261.0],[896.0],[323.0],[634.0],[140.0],[381.0],[310.0],[923.0],[594.0],[360.0],[842.0],[104.0],[499.0],[230.0],[89.0],[167.0],[399.0],[898.0],[597.0],[992.0],[1023.0],[928.0]
40,[69.0],[1021.0],[120.0],[859.0],[228.0],[107.0],[521.0],[559.0],[971.0],[678.0],[934.0],[130.0],[628.0],[530.0],[352.0],[505.0],[749.0],[994.0],[121.0],[507.0],[630.0],[573.0],[108.0],[404.0],[912.0]
41,[741.0],[334.0],[335.0],[237.0],[318.0],[594.0],[569.0],[898.0],[224.0],[236.0],[891.0],[107.0],[699.0],[453.0],[678.0],[573.0],[946.0],[113.0],[858.0],[89.0],[144.0],[355.0],[351.0],[400.0],[860.0]
42,[846.0],[335.0],[128.0],[891.0],[756.0],[749.0],[627.0],[896.0],[225.0],[69.0],[849.0],[670.0],[630.0],[358.0],[375.0],[522.0],[201.0],[67.0],[845.0],[1018.0],[98.0],[610.0],[232.0],[1016.0],[733.0]
43,[902.0],[326.0],[766.0],[287.0],[403.0],[69.0],[260.0],[751.0],[780.0],[380.0],[131.0],[753.0],[322.0],[224.0],[923.0],[908.0],[4.0],[127.0],[828.0],[820.0],[942.0],[436.0],[853.0],[162.0],[420.0]
44,[569.0],[400.0],[782.0],[371.0],[743.0],[84.0],[271.0],[816.0],[570.0],[569.0],[396.0],[751.0],[362.0],[226.0],[927.0],[780.0],[167.0],[766.0],[69.0],[797.0],[971.0],[206.0],[71.0],[990.0],[324.0]
45,[636.0],[1016.0],[569.0],[359.0],[961.0],[631.0],[380.0],[1006.0],[628.0],[394.0],[506.0],[856.0],[469.0],[634.0],[442.0],[807.0],[144.0],[628.0],[817.0],[639.0],[108.0],[153.0],[886.0],[895.0],[74.0]
46,[669.0],[256.0],[711.0],[511.0],[752.0],[579.0],[138.0],[158.0],[271.0],[167.0],[351.0],[799.0],[815.0],[360.0],[436.0],[810.0],[522.0],[395.0],[379.0],[110.0],[75.0],[84.0],[115.0],[969.0],[521.0]
47,[504.0],[923.0],[369.0],[522.0],[232.0],[891.0],[365.0],[573.0],[380.0],[898.0],[877.0],[573.0],[780.0],[898.0],[402.0],[814.0],[180.0],[521.0],[827.0],[85.0],[616.0],[163.0],[452.0],[799.0],[903.0]
48,[381.0],[986.0],[720.0],[167.0],[343.0],[381.0],[563.0],[799.0],[390.0],[98.0],[379.0],[158.0],[754.0],[849.0],[350.0],[507.0],[121.0],[399.0],[742.0],[90.0],[371.0],[390.0],[256.0],[393.0],[236.0]
49,[632.0],[699.0],[698.0],[961.0],[861.0],[131.0],[568.0],[446.0],[573.0],[11.0],[383.0],[816.0],[698.0],[356.0],[558.0],[20.0],[1022.0],[961.0],[898.0],[409.0],[999.0],[965.0],[856.0],[271.0],[388.0]
50,[84.0],[964.0],[622.0],[98.0],[507.0],[226.0],[295.0],[849.0],[131.0],[1015.0],[837.0],[394.0],[809.0],[502.0],[29.0],[579.0],[2.0],[170.0],[381.0],[594.0],[443.0],[999.0],[325.0],[306.0],[315.0]
51,[908.0],[386.0],[300.0],[641.0],[641.0],[897.0],[579.0],[89.0],[502.0],[75.0],[999.0],[346.0],[144.0],[522.0],[1023.0],[658.0],[135.0],[140.0],[971.0],[816.0],[859.0],[94.0],[130.0],[327.0],[949.0]
52,[1002.0],[1006.0],[228.0],[868.0],[559.0],[630.0],[329.0],[902.0],[331.0],[383.0],[345.0],[316.0],[569.0],[969.0],[334.0],[474.0],[539.0],[153.0],[497.0],[230.0],[654.0],[553.0],[1015.0],[319.0],[381.0]
53,[690.0],[701.0],[381.0],[180.0],[333.0],[971.0],[402.0],[438.0],[75.0],[994.0],[458.0],[505.0],[121.0],[713.0],[388.0],[1003.0],[98.0],[130.0],[403.0],[68.0],[636.0],[835.0],[834.0],[320.0],[971.0]
54,[108.0],[429.0],[395.0],[1002.0],[331.0],[394.0],[154.0],[867.0],[110.0],[639.0],[401.0],[715.0],[386.0],[960.0],[940.0],[560.0],[400.0],[107.0],[394.0],[107.0],[1006.0],[346.0],[573.0],[202.0],[85.0]
55,[131.0],[36.0],[971.0],[69.0],[749.0],[873.0],[128.0],[826.0],[753.0],[474.0],[775.0],[523.0],[825.0],[343.0],[830.0],[73.0],[566.0],[642.0],[573.0],[818.0],[158.0],[381.0],[393.0],[322.0],[108.0]
56,[226.0],[348.0],[628.0],[795.0],[630.0],[553.0],[82.0],[521.0],[386.0],[1013.0],[639.0],[171.0],[634.0],[1015.0],[848.0],[90.0],[107.0],[844.0],[783.0],[521.0],[856.0],[858.0],[107.0],[324.0],[934.0]
57,[402.0],[462.0],[553.0],[1003.0],[268.0],[346.0],[125.0],[827.0],[230.0],[592.0],[349.0],[965.0],[767.0],[701.0],[886.0],[109.0],[390.0],[326.0],[37.0],[23.0],[180.0],[908.0],[59.0],[868.0],[440.0]
58,[916.0],[848.0],[331.0],[89.0],[217.0],[499.0],[538.0],[720.0],[886.0],[381.0],[1013.0],[966.0],[961.0],[167.0],[398.0],[390.0],[826.0],[156.0],[632.0],[318.0],[1015.0],[836.0],[1018.0],[867.0],[586.0]
59,[861.0],[320.0],[329.0],[566.0],[330.0],[66.0],[524.0],[645.0],[296.0],[844.0],[658.0],[390.0],[519.0],[783.0],[1000.0],[240.0],[359.0],[916.0],[112.0],[1022.0],[112.0],[394.0],[403.0],[923.0],[749.0]
60,[462.0],[315.0],[108.0],[569.0],[180.0],[591.0],[1020.0],[420.0],[334.0],[59.0],[498.0],[94.0],[98.0],[69.0],[978.0],[784.0],[1004.0],[340.0],[89.0],[298.0],[773.0],[634.0],[828.0],[387.0],[101.0]
61,[818.0],[751.0],[271.0],[735.0],[797.0],[745.0],[310.0],[647.0],[766.0],[403.0],[388.0],[161.0],[712.0],[569.0],[634.0],[419.0],[797.0],[312.0],[502.0],[136.0],[742.0],[69.0],[69.0],[613.0],[460.0]
