Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,566,823,246,427,397,268,645,418,530,829,390,46,264,257,697,604,573,538,213,199,954,306,959,743,435,800,761,72,637,607,205,509,941,100,259,156,321,855,300,60,495,805,232,716,559,213,161,493,574,963,991,340,97,475,300,20,364,308,769,476,236,441,238,131,404,42,686,894,780,902,481,418,244,944,58,210,531,915,778,628,490,284,132,359,147,159,799,34,822,762,843,360,279,466,776,875,219,539,981,284
1,97,580,795,675,492,53,947,553,674,135,82,211,209,758,265,402,16,889,101,97,434,800,572,751,328,899,114,439,194,7,151,259,788,585,545,434,652,137,883,276,458,176,523,966,757,344,941,615,350,491,556,130,769,248,60,719,389,44,16,783,70,138,564,677,234,60,648,564,465,593,253,620,803,119,361,974,867,21,130,441,548,873,163,628,103,299,539,246,342,425,104,49,788,688,544,562,765,110,302,636
2,107,915,927,605,293,110,611,309,170,958,613,721,316,811,288,433,63,150,224,253,611,764,49,438,628,789,783,133,537,744,110,274,235,318,283,899,89,494,635,904,566,335,554,617,106,890,426,297,622,528,337,35,689,994,542,975,663,617,816,875,509,363,592,923,641,633,585,689,510,653,993,35,490,859,802,374,169,283,835,524,14,307,626,52,462,983,691,984,83,178,441,312,967,706,940,686,903,672,498,597
3,793,156,517,26,272,330,688,744,672,540,65,346,896,218,423,731,117,491,268,186,596,766,818,223,144,307,459,835,630,869,186,991,902,717,250,571,670,772,255,846,464,379,876,620,653,691,243,726,902,446,924,713,570,291,451,502,286,732,883,81,68,89,450,508,950,320,394,147,220,83,941,127,498,782,203,997,239,161,834,160,243,511,12,397,202,39,873,985,443,213,846,720,778,412,973,189,471,752,690,147
4,60,842,653,587,47,83,974,449,478,376,831,75,513,27,910,971,535,235,699,897,444,212,851,549,754,172,932,526,698,642,494,774,956,606,997,527,798,550,918,182,904,545,518,809,601,120,680,977,983,365,611,551,628,80,974,576,805,443,847,494,16,838,31,142,910,163,809,440,438,958,361,828,191,623,938,394,277,591,371,245,300,669,76,478,192,687,676,475,623,882,859,137,526,874,788,782,350,414,253,319
5,256,283,154,786,390,8,834,306,57,948,955,44,313,187,147,106,443,643,59,110,449,671,746,526,890,72,361,339,723,603,397,778,161,822,419,461,342,462,475,76,911,171,401,138,222,389,416,411,64,299,819,684,961,773,946,156,739,828,10,381,238,923,121,945,309,370,895,292,708,884,410,531,196,961,186,949,160,726,572,609,531,132,641,651,373,315,110,245,717,407,186,631,103,125,781,699,252,685,379,322
6,59,955,140,967,917,974,33,331,714,304,576,266,534,777,659,303,92,764,341,736,354,279,283,364,86,231,597,8,103,32,155,288,333,557,586,698,860,201,95,979,519,519,207,557,253,483,343,249,751,326,669,800,308,309,210,851,161,138,566,741,259,23,211,726,519,839,276,150,817,937,686,695,766,844,226,422,73,953,26,716,80,435,827,873,885,753,900,656,832,435,625,486,255,296,272,475,707,585,112,127
7,113,676,561,934,177,847,565,930,702,930,458,862,829,159,797,828,80,465,867,123,15,205,568,127,966,94,524,455,214,935,272,878,888,919,217,762,653,312,894,304,226,830,189,148,259,487,954,906,90,153,147,642,155,560,933,739,514,248,118,9,43,608,351,12,638,126,569,425,416,720,496,829,28,837,293,209,529,137,499,428,845,694,772,279,937,882,768,498,579,151,668,275,193,121,65,681,75,621,478,194
8,299,847,755,652,810,398,360,922,505,73,724,573,319,896,966,650,248,210,732,621,261,662,653,180,584,485,354,423,15,861,797,478,679,234,943,138,382,290,176,809,981,507,697,361,661,373,322,169,221,992,851,343,106,482,909,454,130,206,433,870,302,79,454,738,159,802,446,686,325,34,145,337,70,198,642,753,62,101,419,652,302,490,442,238,24,399,826,163,116,316,567,933,233,2,586,510,191,635,819,592
9,955,605,939,719,127,78,187,597,257,880,462,225,7,763,177,160,705,519,272,117,670,525,377,296,701,529,286,402,683,853,31,441,197,241,374,717,409,189,606,126,536,152,420,366,773,692,561,614,564,522,76,983,671,748,412,844,351,432,428,322,986,125,302,646,570,780,911,218,969,343,570,232,788,177,164,873,761,977,105,263,297,971,674,535,835,844,5,436,706,580,673,395,888,194,937,58,786,134,807,62
10,499,820,169,987,429,631,807,96,236,316,427,701,393,785,99,649,412,579,303,290,120,282,950,145,477,950,874,684,884,426,370,851,287,87,833,393,755,763,101,605,416,618,598,824,928,802,648,247,669,550,882,435,888,952,509,397,989,856,514,410,563,704,708,171,990,732,910,156,188,78,140,214,592,405,77,463,492,163,414,260,485,296,890,871,760,19,144,734,730,229,946,739,765,543,69,474,569,208,222,963
11,115,268,770,594,162,249,866,983,252,714,34,284,141,248,850,548,897,650,754,623,717,334,44,228,72,223,829,391,897,350,240,829,826,986,302,605,13,112,470,340,487,413,799,367,400,534,30,107,474,782,956,633,879,50,241,304,525,49,807,873,903,242,88,580,345,248,484,992,872,547,815,537,470,142,106,238,740,4,79,794,835,609,701,667,793,550,103,124,935,275,781,972,648,14,531,560,837,946,259,644
12,684,379,406,315,828,802,93,1,222,32,788,268,86,379,448,562,204,7,234,599,644,716,2,233,914,609,684,679,577,313,455,203,316,584,646,576,453,949,797,322,614,609,36,161,614,314,373,79,120,698,966,669,615,454,567,655,780,594,470,170,240,370,325,136,482,825,377,990,55,733,858,437,188,726,894,685,750,209,642,911,982,380,653,7,863,974,210,455,317,76,484,129,332,481,89,856,978,470,988,433
13,268,590,450,702,795,317,327,177,381,687,575,169,864,173,431,109,200,595,278,834,646,430,974,165,287,143,86,945,548,655,453,714,260,776,209,658,77,183,929,145,610,622,490,193,907,844,998,710,395,57,762,526,664,274,711,294,113,731,443,827,976,683,323,287,355,378,573,482,313,651,340,43,527,683,328,911,741,223,147,109,872,696,531,706,942,603,897,456,34,878,993,696,533,158,668,747,976,146,184,485
14,989,670,963,636,118,836,830,882,646,764,903,795,478,324,847,492,168,99,208,846,436,379,389,8,489,889,19,920,911,230,552,899,204,456,865,904,974,152,286,58,958,872,270,348,206,296,706,25,62,383,16,4,982,741,867,355,320,749,175,839,804,326,255,785,412,556,858,757,291,874,379,306,917,803,468,866,830,750,518,284,505,741,309,787,982,969,446,739,760,215,527,214,701,207,783,252,717,352,480,197
15,539,819,816,684,418,654,716,824,696,728,39,73,503,719,709,656,244,535,76,845,586,3,829,371,420,451,44,154,551,429,93,537,196,215,326,525,691,824,798,284,660,581,824,868,108,11,56,674,779,369,968,76,355,486,731,804,146,43,330,821,19,579,892,862,819,265,843,998,53,831,696,250,396,407,365,707,795,578,507,616,190,916,796,915,764,160,41,697,67,860,267,274,404,208,995,21,54,447,69,939
16,516,771,24,518,604,691,374,15,453,716,327,203,753,579,755,201,619,403,526,774,983,536,32,748,330,130,113,331,187,634,849,954,443,492,55,636,689,325,15,101,582,858,158,305,462,412,486,884,589,74,524,168,611,645,131,614,853,830,278,949,541,657,570,982,898,254,492,802,194,522,599,648,702,556,554,806,47,960,320,836,601,902,465,633,421,527,362,481,175,266,574,12,280,587,501,313,680,119,263,626
17,350,351,869,910,281,198,730,102,295,971,790,872,215,231,115,559,770,744,6,203,297,11,433,443,993,671,447,57,417,976,787,653,457,69,60,985,868,703,387,163,756,947,638,187,296,280,509,554,166,108,373,330,694,681,22,157,316,695,363,964,9,504,545,885,611,296,788,551,369,527,386,542,964,75,495,877,762,802,937,454,503,377,738,294,653,302,649,122,864,64,320,632,186,582,677,459,24,670,207,342
