Simulation,Passive Learning,GSx,GSy,iGS,Uncertainty Sampling,EGAL,EMCM,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
0,54.60636568069458,170.54343485832214,125.43102240562439,320.834659576416,60.14478898048401,1086.5099313259125,59.206459522247314,631.3464405536652,631.6851077079773,625.9258141517639,612.5721342563629,602.4145295619965,596.6904423236847,590.7472200393677,584.6270277500153,569.4220895767212,93.01604700088501
1,54.9982054233551,173.4413719177246,128.80619716644287,331.14728236198425,59.97581148147583,1172.5391931533813,58.976815938949585,661.3136065006256,664.6532454490662,662.7327172756195,661.0896317958832,656.3138403892517,648.8662416934967,637.367928981781,604.8491480350494,595.0535116195679,94.03713512420654
2,55.21144080162048,174.17034435272217,129.64617276191711,330.7480046749115,61.6835663318634,1175.9117200374603,62.79410433769226,659.2822589874268,662.0477573871613,661.1074113845825,661.5771584510803,658.3108034133911,654.715398311615,650.3934519290924,615.6149497032166,593.4900770187378,87.42316746711731
3,54.557827949523926,165.41876745224,120.0110113620758,295.3384256362915,59.109606981277466,952.6658790111542,62.973689556121826,535.9393429756165,526.4758217334747,523.3409979343414,515.4459812641144,512.143402338028,513.0963909626007,509.26834511756897,511.62186193466187,540.80810546875,150.64875197410583
4,59.85050082206726,166.6872730255127,115.89654612541199,272.6162037849426,61.378079652786255,715.8365972042084,107.23122453689575,627.5341010093689,552.6152968406677,589.6279208660126,572.2532436847687,585.5814383029938,571.3127627372742,597.2860033512115,599.8556618690491,635.5820655822754,163.73150181770325
5,71.34040069580078,184.89500522613525,118.8446147441864,267.1517779827118,62.749645948410034,522.5441703796387,57.63215661048889,381.20269775390625,385.36397671699524,392.5642259120941,399.7432014942169,397.5918641090393,382.35096740722656,397.86208987236023,397.15206384658813,387.70555663108826,85.15705442428589
6,71.33359718322754,177.75310850143433,160.76253008842468,385.480761051178,88.37245678901672,845.5822081565857,79.45329546928406,607.3208794593811,609.8049879074097,615.2406885623932,593.6233470439911,607.0674202442169,626.9274704456329,619.3530125617981,569.8549909591675,502.3914828300476,94.48174786567688
7,55.30651664733887,172.70488715171814,127.34690856933594,322.5391263961792,65.40326428413391,1121.0156021118164,63.17086958885193,629.7771415710449,633.0855820178986,627.3146123886108,621.4429683685303,618.6117286682129,616.8833529949188,615.8854179382324,599.2230832576752,565.8636865615845,87.22572016716003
8,54.44291925430298,172.07095336914062,125.74195218086243,323.12250685691833,60.27688908576965,1133.800437450409,59.31426501274109,644.5559842586517,630.5149717330933,618.5878810882568,606.3303506374359,599.7958495616913,593.6042459011078,587.0560581684113,583.2504580020905,596.5493216514587,139.5061478614807
9,70.5495457649231,195.7822232246399,138.4900357723236,286.33653259277344,59.665170669555664,675.8412792682648,60.46859526634216,450.13779067993164,469.2244312763214,480.8148183822632,481.54045271873474,470.39416313171387,466.2448172569275,473.94755697250366,477.60054779052734,534.7190766334534,110.18646383285522
10,54.49669146537781,170.31212306022644,125.04428791999817,320.4770793914795,59.426119327545166,1088.077624320984,58.74511122703552,631.0785892009735,630.9994525909424,625.5954825878143,612.5590243339539,602.3783831596375,595.7006297111511,590.3512711524963,584.7661345005035,570.1255152225494,93.32324075698853
11,55.03049087524414,169.84152626991272,124.91190958023071,320.31314611434937,60.02105093002319,1087.3087191581726,59.607584953308105,630.9486238956451,629.7085182666779,614.7876634597778,591.6771211624146,572.8611097335815,564.6965608596802,559.1669945716858,553.4160802364349,570.2198400497437,158.46212077140808
12,71.33453917503357,183.53282070159912,119.07770538330078,265.2501904964447,66.68384218215942,518.6374130249023,59.74469017982483,377.41271352767944,378.2073051929474,387.6944360733032,397.50907731056213,397.067480802536,382.0842123031616,397.6808731555939,397.27724146842957,387.55569076538086,85.73934602737427
13,54.90282440185547,172.6339864730835,127.08449101448059,322.4994707107544,63.23612022399902,1119.7359414100647,60.46638536453247,633.936163187027,635.0989415645599,627.4372634887695,621.8188056945801,617.732980966568,616.0172953605652,615.6947157382965,599.0677008628845,567.1510453224182,86.64385771751404
14,54.81246900558472,169.2077271938324,124.55699372291565,316.51180243492126,60.05015730857849,1011.6857657432556,60.34429335594177,595.4746201038361,575.3496999740601,559.6247909069061,550.1127662658691,543.1995124816895,534.02561378479,531.4953017234802,530.2978141307831,561.0638856887817,168.20423078536987
15,68.16227293014526,189.15199160575867,136.01220560073853,305.44555592536926,61.138237953186035,790.501793384552,60.58514857292175,503.1333284378052,517.07342004776,511.1527979373932,512.3106455802917,476.71694898605347,484.67433524131775,496.2604842185974,516.825924873352,534.2886528968811,103.30730700492859
16,54.793946981430054,171.48615193367004,126.08812475204468,320.4676697254181,62.17029142379761,1012.8889334201813,59.88035440444946,614.3228702545166,606.8289351463318,597.7896544933319,592.2202100753784,583.0957555770874,578.4031295776367,576.6366658210754,568.032826423645,527.9157586097717,85.62465524673462
17,67.08728814125061,178.9618945121765,131.81007170677185,316.8882086277008,91.55736470222473,1056.1648471355438,145.8316650390625,592.1472177505493,602.7191476821899,581.4948310852051,649.8031146526337,658.9232704639435,657.2239761352539,653.6065053939819,657.4695916175842,698.5008330345154,181.47077202796936
18,69.58008646965027,189.81708478927612,124.57363438606262,281.02135944366455,71.6019778251648,614.9993925094604,61.28336310386658,421.5628402233124,430.3496654033661,440.91675209999084,439.11172008514404,423.37547183036804,420.4001290798187,423.78158926963806,385.34422039985657,399.76484632492065,85.35593271255493
19,65.3169436454773,176.45646905899048,128.2945911884308,314.61218070983887,91.05928301811218,1054.2498757839203,148.05192184448242,590.0203301906586,602.8941462039948,582.3485939502716,652.3310785293579,656.6952276229858,659.5193755626678,656.2656693458557,658.7676661014557,702.8854467868805,174.43983840942383
20,54.732062101364136,173.5329942703247,128.21780610084534,330.8097171783447,59.274649143218994,1188.0650880336761,59.52752184867859,655.2595200538635,643.443425655365,628.9447722434998,619.6228914260864,615.7386250495911,618.3808381557465,618.307384967804,602.4700975418091,613.5918147563934,172.68527555465698
21,55.431655406951904,165.733877658844,121.70049905776978,299.15554547309875,90.32139420509338,1068.0237810611725,65.7905285358429,611.6005711555481,626.6242353916168,627.2350025177002,621.347501039505,616.4827044010162,612.0985262393951,609.1116025447845,606.0540881156921,586.2024774551392,86.93268346786499
22,55.153223514556885,172.05911946296692,127.16759443283081,322.46172189712524,63.89853477478027,1119.1179525852203,60.991150856018066,633.4004883766174,634.1932640075684,626.0952656269073,620.9377744197845,616.2868709564209,614.3703813552856,612.5326323509216,597.4986252784729,571.0660953521729,87.74976229667664
23,61.60923719406128,183.81631994247437,135.11677408218384,333.9367311000824,90.26787209510803,1112.432550907135,82.96772837638855,665.1133108139038,613.3874878883362,642.6524579524994,694.4497163295746,686.63605260849,688.4923827648163,682.8312962055206,674.673485994339,615.1947548389435,96.43118977546692
24,55.98341941833496,166.2344410419464,122.8163959980011,300.2015199661255,101.31436944007874,1057.0897679328918,71.26118040084839,606.7248587608337,624.1229145526886,627.1554772853851,621.3903636932373,617.1172535419464,613.8141901493073,612.154543876648,603.6106870174408,586.1231918334961,87.54021620750427
25,63.491888999938965,186.57892537117004,139.2689368724823,334.5019006729126,103.69519782066345,1096.1342587471008,88.44935941696167,659.1549978256226,611.2365417480469,640.7521276473999,696.0926871299744,689.0512228012085,687.8627996444702,682.5882892608643,675.4822747707367,614.1347706317902,96.50893449783325
26,66.99185347557068,190.19802260398865,121.36954951286316,285.9845314025879,61.86866736412048,620.2713770866394,57.09634780883789,427.2837038040161,434.00117802619934,444.0193133354187,440.0682165622711,421.338262796402,416.808226108551,419.88252091407776,379.47988080978394,394.77060770988464,86.91670250892639
27,70.6130940914154,193.19808053970337,135.95738554000854,286.59394693374634,58.494714975357056,671.2417421340942,60.310713052749634,450.7681803703308,469.86127853393555,477.5216541290283,483.66921949386597,471.44365978240967,464.8795647621155,471.18065214157104,474.8968210220337,535.1017467975616,111.5960156917572
28,62.8059937953949,191.38754963874817,141.8428921699524,268.910400390625,59.88629508018494,457.78853845596313,58.54578423500061,354.9102098941803,356.0405149459839,370.75658226013184,383.5105152130127,382.6748266220093,386.2422344684601,389.2175495624542,391.6744976043701,412.4911539554596,101.55799651145935
29,55.13682556152344,173.59593534469604,129.12889409065247,331.0104229450226,61.229581117630005,1170.4565138816833,59.77973246574402,661.2783179283142,664.5263073444366,662.7011890411377,661.1349153518677,657.0165090560913,648.8090734481812,637.0301403999329,604.1740548610687,594.4445254802704,94.48423361778259
30,72.04240298271179,177.362806558609,160.70953798294067,384.9658696651459,82.55687618255615,848.1899170875549,78.62124991416931,606.9200539588928,608.8475420475006,615.0835502147675,592.5562222003937,605.8148121833801,624.5086987018585,614.5477933883667,568.9278392791748,494.2921907901764,100.0484688282013
31,54.694865465164185,173.59485745429993,128.83161234855652,330.8689696788788,59.249560594558716,1173.5265259742737,58.823113441467285,661.2700309753418,664.3531451225281,662.3217570781708,660.0328378677368,653.7793593406677,643.676628112793,632.9510896205902,599.2617769241333,588.3403861522675,100.66549229621887
32,53.79848766326904,158.1427710056305,108.2676031589508,245.96120429039001,57.759385108947754,456.71163177490234,56.83464050292969,369.11859345436096,369.26835894584656,368.4289152622223,369.1461272239685,370.51874709129333,370.3536720275879,368.2068758010864,368.55077958106995,399.2525496482849,86.41924238204956
33,54.69617700576782,171.11187195777893,125.85803318023682,321.25158739089966,59.9416823387146,1122.9613935947418,60.143675804138184,632.0135548114777,630.413046836853,616.3787319660187,609.6195983886719,603.296108007431,599.6492390632629,596.7198536396027,583.1419768333435,573.1094419956207,117.13484382629395
34,54.64584517478943,170.82660675048828,125.14012622833252,321.11577582359314,59.580490589141846,1121.4368772506714,59.52782344818115,624.4947807788849,617.0212795734406,602.7669169902802,595.3164834976196,588.5488977432251,583.6759512424469,582.3847451210022,575.9900252819061,582.6237256526947,153.06536197662354
35,55.8296000957489,174.77328729629517,130.06276512145996,332.1913833618164,70.58735704421997,1189.4564242362976,72.2124879360199,665.2945094108582,666.6400904655457,665.9915328025818,663.872697353363,660.5392706394196,662.1097221374512,660.135941028595,630.9960734844208,582.8535377979279,87.53145289421082
36,54.86394667625427,166.3514518737793,123.2069137096405,307.89151096343994,66.30471706390381,1089.5477840900421,62.51323962211609,623.1015272140503,632.2956037521362,628.6292941570282,620.2393736839294,614.5903537273407,611.6684677600861,609.7438178062439,604.9778833389282,587.8746068477631,89.10767078399658
37,54.651376724243164,173.24619913101196,127.97137141227722,326.7562141418457,63.53456425666809,1128.5484256744385,60.004621505737305,655.3238523006439,650.6673011779785,645.1089305877686,631.793760061264,628.6009683609009,627.4285068511963,624.3878881931305,614.1376214027405,561.8622257709503,86.20081949234009
38,55.20685887336731,168.60290813446045,126.34585523605347,314.75880885124207,76.65050220489502,1070.3023982048035,62.46303033828735,624.7860355377197,630.2295684814453,626.7084138393402,613.7712790966034,605.6443405151367,601.8173952102661,598.1967256069183,592.7542049884796,568.371134519577,86.82494974136353
39,54.566959381103516,173.19442009925842,128.72461318969727,330.0177688598633,59.457738161087036,1174.1760725975037,58.72502613067627,659.7772958278656,658.5390567779541,647.7528417110443,632.0145723819733,617.2214770317078,611.5889604091644,605.4929685592651,584.6747119426727,594.9187078475952,175.12245154380798
40,55.366230964660645,174.65761137008667,129.8313009738922,332.236421585083,65.99035906791687,1183.5465178489685,61.506988763809204,675.4609513282776,673.0074942111969,665.759735584259,663.7413926124573,662.3153796195984,663.7084722518921,659.3876049518585,630.3897228240967,584.7188196182251,86.94931316375732
41,55.19423174858093,174.42757391929626,129.72543835639954,332.3881001472473,63.96605968475342,1185.3953120708466,60.69994902610779,676.3669798374176,672.7709383964539,665.0237731933594,663.8337423801422,663.6014082431793,663.9674417972565,660.2528631687164,631.4544930458069,583.1380476951599,86.72063565254211
42,55.102434158325195,166.25343799591064,120.92283582687378,296.7094032764435,60.36020851135254,956.911500453949,62.596413135528564,547.8290729522705,542.9806563854218,532.7272720336914,525.9440071582794,521.0490303039551,519.8541686534882,514.2013802528381,513.0234472751617,537.702666759491,144.3103973865509
43,54.01140856742859,165.27350425720215,119.9528501033783,307.48556685447693,60.30048990249634,1097.920509815216,60.04259252548218,622.3254220485687,632.5535552501678,629.9939393997192,620.3014941215515,614.9302320480347,612.0483069419861,610.0169146060944,605.9533746242523,587.3578071594238,87.47128772735596
44,67.79207587242126,186.77394676208496,133.41930651664734,304.4289402961731,58.822625160217285,791.1092705726624,59.46950030326843,495.8387620449066,501.5218505859375,502.08633613586426,494.00523018836975,459.2498037815094,465.33286237716675,476.59319162368774,502.46182560920715,530.4844465255737,134.20976543426514
45,54.54008388519287,166.59009218215942,123.2532148361206,308.3134958744049,65.29080820083618,1092.5891404151917,62.36932063102722,623.6110394001007,632.6409201622009,628.646133184433,621.8232569694519,617.492418050766,614.3231105804443,612.3068840503693,603.9532532691956,585.7766737937927,87.48814463615417
46,70.41948819160461,193.58538269996643,135.79768705368042,286.49731373786926,58.38875198364258,671.3631708621979,60.45970869064331,450.7587823867798,469.75211787223816,477.5762815475464,483.6227321624756,471.4734299182892,465.0069258213043,471.7565219402313,476.00844168663025,534.4158487319946,111.67377233505249
47,54.664026737213135,173.7357246875763,128.36526012420654,331.5966868400574,60.62524962425232,1191.0443394184113,59.5203218460083,674.4829020500183,670.5153725147247,663.4745364189148,661.6760213375092,659.1845920085907,652.814864397049,648.1089086532593,621.5736076831818,588.2573516368866,96.54033064842224
48,62.910064458847046,184.77721214294434,135.0881404876709,333.2271625995636,90.6424560546875,1107.490787744522,84.5057442188263,661.0720059871674,606.1028437614441,630.235933303833,682.1510717868805,670.8552083969116,667.8514964580536,656.8431575298309,648.7304775714874,630.8527498245239,129.8926064968109
49,54.83958578109741,168.3077371120453,122.84119939804077,299.26515913009644,63.50919270515442,955.5627510547638,61.29099416732788,560.1758074760437,561.3576822280884,558.7399418354034,554.8506145477295,550.19846534729,542.1676495075226,543.1789329051971,536.6180152893066,519.0251293182373,90.36911129951477
50,71.55293202400208,179.0458586215973,162.05699729919434,385.09148597717285,92.20881509780884,840.2319133281708,81.24108219146729,606.0924181938171,609.5265374183655,614.53564286232,593.6792862415314,607.8371431827545,626.3696777820587,619.8168065547943,568.6134746074677,502.44402408599854,94.62871479988098
51,54.709463596343994,168.45298433303833,122.87707185745239,299.4338319301605,63.86415481567383,959.1204762458801,62.1313693523407,558.8329124450684,561.0485694408417,559.1600303649902,557.2894048690796,554.9945800304413,548.2676029205322,547.1057915687561,541.3950846195221,517.7349090576172,86.84317827224731
52,68.28392505645752,187.5504126548767,135.48387336730957,306.0490758419037,59.70106101036072,789.7676048278809,59.904945850372314,504.13815355300903,517.3559958934784,511.7693250179291,512.4560945034027,477.6849443912506,484.42326974868774,495.9679627418518,517.400431394577,533.8332350254059,104.08443713188171
53,55.08968377113342,171.95922017097473,125.84283900260925,321.72775888442993,61.493770360946655,1122.4722764492035,59.47972249984741,633.8682615756989,633.9464123249054,626.0037326812744,620.2501058578491,614.8601474761963,612.3749718666077,611.83536195755,602.89222407341,571.9792103767395,87.95675873756409
54,67.77867770195007,189.97094869613647,121.72905468940735,285.5870203971863,62.47847771644592,620.281192779541,57.51828694343567,426.85962867736816,434.08339953422546,443.81435322761536,441.9250588417053,424.44789814949036,422.40152645111084,425.46239972114563,385.9418170452118,399.09374833106995,85.72745013237
55,54.225189208984375,173.20226383209229,128.01992797851562,330.2894353866577,58.780123233795166,1190.4875094890594,58.97720766067505,655.3260073661804,645.8937561511993,634.8149628639221,629.404896736145,626.403886795044,622.1733973026276,622.3856179714203,604.4882709980011,611.7945601940155,161.2312524318695
