Index_Position,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,805,58,829,539,268,716,800,894,46,607,530,42,435,100,954,264,60,822,490,843,466,257,306,34,159,238,941,213,340,959,232,279,538,284,981,778,308,364,686,902,213,573,475,404,476,210,219,481,359,161,855,531,259,495,97,397,441,244,418,360,418,780,944,628,199,823,559,915,300,284,236,991,604,147,566,20,509,132,761,390,645,799,205,769,300,493,776,321,743,637,697,131,72,963,574,875,762,427,246,156
1,176,361,135,110,53,966,899,564,211,7,674,60,328,585,434,209,276,342,548,104,688,758,800,246,299,564,788,344,130,572,523,788,889,636,302,130,44,389,648,593,101,16,248,234,783,974,765,253,628,941,137,867,545,458,769,492,138,803,553,49,620,465,119,441,97,580,757,21,883,873,70,556,402,103,97,719,259,163,114,82,947,539,151,16,60,615,544,652,751,194,265,677,439,491,350,562,425,675,795,434
2,335,802,958,672,110,617,789,689,721,744,170,633,628,318,611,316,904,83,14,441,706,811,764,984,983,592,235,890,35,49,554,967,150,597,498,835,617,663,585,653,224,63,994,641,875,374,903,993,52,426,494,169,283,566,689,293,363,490,309,312,35,510,859,524,253,915,106,283,635,307,509,337,433,462,107,975,274,626,783,613,611,691,110,816,542,297,940,89,438,537,288,923,133,528,622,686,178,605,927,899
3,379,203,540,752,330,620,307,147,346,869,672,320,144,717,596,896,846,443,243,846,412,218,766,985,39,450,902,691,713,818,876,778,491,147,690,834,732,286,394,83,268,117,291,950,81,997,471,941,397,243,772,239,250,464,570,272,89,498,744,720,127,220,782,160,186,156,653,161,255,511,68,924,731,202,793,502,991,12,459,65,688,873,186,883,451,726,973,670,223,630,423,508,835,446,902,189,213,26,517,571
4,545,938,376,414,83,809,172,440,75,642,478,163,754,606,444,513,182,623,300,859,874,27,212,475,687,31,956,120,551,851,518,526,235,319,253,371,443,805,809,958,699,535,80,910,494,394,350,361,478,680,550,277,997,904,628,47,838,191,449,137,828,438,623,245,897,842,601,591,918,669,16,611,971,192,60,576,774,76,932,831,974,676,494,847,974,977,788,798,549,698,910,142,526,365,983,782,882,587,653,527
5,171,186,948,685,8,138,72,292,44,603,57,370,890,822,449,313,76,717,531,186,125,187,671,245,315,121,161,389,684,746,401,103,643,322,379,572,828,739,895,884,59,443,773,309,381,949,252,410,651,416,462,160,419,911,961,390,923,196,306,631,531,708,961,609,110,283,222,726,475,132,238,819,106,373,256,156,778,641,361,955,834,110,397,10,946,411,781,342,526,723,147,945,339,299,64,699,407,786,154,461
6,519,226,304,585,974,557,231,150,266,32,714,839,86,557,354,534,979,832,80,625,296,777,279,656,753,211,333,483,800,283,207,255,764,127,112,26,138,161,276,937,341,92,309,519,741,422,707,686,873,343,201,73,586,519,308,917,23,766,331,486,695,817,844,716,736,955,253,953,95,435,259,669,303,885,59,851,288,827,597,576,33,900,155,566,210,249,272,860,364,103,659,726,8,326,751,475,435,967,140,698
7,830,293,930,621,847,148,94,425,862,935,702,126,966,919,15,829,304,579,845,668,121,159,205,498,882,351,888,487,642,568,189,193,465,194,478,499,248,514,569,720,867,80,560,638,9,209,75,496,279,954,312,529,217,226,155,177,608,28,930,275,829,416,837,428,123,676,259,137,894,694,43,147,828,937,113,739,878,772,524,458,565,768,272,118,933,906,65,653,127,214,797,12,455,153,90,681,151,934,561,762
8,507,642,73,635,398,361,485,686,573,861,505,802,584,234,261,319,809,116,302,567,2,896,662,163,399,454,679,373,343,653,697,233,210,592,819,419,206,130,446,34,732,248,482,159,870,753,191,145,238,322,290,62,943,981,106,810,79,70,922,933,337,325,198,652,621,847,661,101,176,490,302,851,650,24,299,454,478,442,354,724,360,826,797,433,909,169,586,382,180,15,966,738,423,992,221,510,316,652,755,138
9,152,164,880,134,78,366,529,218,225,853,257,780,701,241,670,7,126,706,297,673,194,763,525,436,844,302,197,692,983,377,420,888,519,62,807,105,432,351,911,343,272,705,748,570,322,873,786,570,535,561,189,761,374,536,671,127,125,788,597,395,232,969,177,263,117,605,773,977,606,971,986,76,160,835,955,844,441,674,286,462,187,5,31,428,412,614,937,409,296,683,177,646,402,522,564,58,580,719,939,717
